4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
48,200	45,34	-0,15	-0,22	48,200	35,48	0,04	0,53	48,200	32,84	0,14	0,77
48,220	45,03	-0,16	-0,22	48,220	35,56	0,05	0,65	48,220	33,13	0,15	0,42
48,240	44,71	-0,16	-0,11	48,240	35,68	0,06	0,54	48,240	33,42	0,15	0,54
48,260	44,38	-0,16	-0,10	48,260	35,82	0,07	0,54	48,260	33,75	0,17	0,54
48,280	44,05	-0,17	-0,22	48,280	35,97	0,09	0,54	48,280	34,09	0,18	0,43
48,300	43,71	-0,17	-0,22	48,300	36,16	0,09	0,42	48,300	34,45	0,18	0,43
48,320	43,37	-0,18	-0,11	48,320	36,35	0,10	0,54	48,320	34,83	0,19	0,43
48,340	43,00	-0,18	0,01	48,340	36,57	0,12	0,54	48,340	35,22	0,20	0,43
48,360	42,66	-0,18	-0,11	48,360	36,81	0,12	0,43	48,360	35,63	0,21	0,43
48,380	42,30	-0,18	-0,11	48,380	37,07	0,13	0,44	48,380	36,06	0,22	0,33
48,400	41,94	-0,18	-0,01	48,400	37,34	0,14	0,32	48,400	36,51	0,22	0,21
48,420	41,58	-0,18	0,11	48,420	37,63	0,15	0,32	48,420	36,96	0,23	0,32
48,440	41,21	-0,18	0,11	48,440	37,93	0,15	0,44	48,440	37,42	0,24	0,33
48,460	40,87	-0,18	-1,53E-12	48,460	38,25	0,16	0,32	48,460	37,90	0,24	0,11
48,480	40,51	-0,18	-6,94E-14	48,480	38,58	0,17	0,32	48,480	38,38	0,24	0,11
48,500	40,17	-0,18	-0,01	48,500	38,92	0,18	0,33	48,500	38,86	0,24	0,11
48,520	39,80	-0,18	0,22	48,520	39,28	0,18	0,11	48,520	39,36	0,24	0,11
48,540	39,46	-0,17	0,22	48,540	39,64	0,18	0,10	48,540	39,84	0,25	0,01
48,560	39,13	-0,17	0,10	48,560	40,00	0,18	0,23	48,560	40,36	0,25	-0,23
48,580	38,79	-0,16	0,22	48,580	40,38	0,19	0,01	48,580	40,82	0,24	0,11
48,600	38,48	-0,16	0,10	48,600	40,76	0,18	-0,12	48,600	41,32	0,25	0,02
48,620	38,15	-0,16	0,20	48,620	41,12	0,18	0,11	48,620	41,82	0,24	-0,33
48,640	37,84	-0,15	0,44	48,640	41,50	0,19	0,11	48,640	42,28	0,24	-0,22
48,660	37,55	-0,14	0,33	48,660	41,88	0,19	0,01	48,660	42,77	0,23	-0,11
48,680	37,27	-0,14	0,22	48,680	42,25	0,19	-0,11	48,680	43,21	0,23	0,03
48,700	36,99	-0,13	0,21	48,700	42,63	0,18	-0,11	48,700	43,69	0,23	-0,42
48,720	36,74	-0,13	0,32	48,720	42,99	0,19	-0,10	48,720	44,14	0,22	-0,56
48,740	36,48	-0,12	0,44	48,740	43,37	0,18	-0,21	48,740	44,55	0,21	-0,21
48,760	36,25	-0,11	0,32	48,760	43,72	0,18	-0,21	48,760	44,99	0,21	-0,19
48,780	36,03	-0,11	0,32	48,780	44,08	0,17	-0,32	48,780	45,38	0,20	-2,38
48,800	35,82	-0,10	0,44	48,800	44,41	0,16	-0,33	48,800	45,80	0,11	-0,56
48,820	35,63	-0,09	0,32	48,820	44,73	0,16	-0,21	48,820	45,83	0,18	1,76
48,840	35,46	-0,09	0,31	48,840	45,04	0,16	-0,32	48,840	46,52	0,18	-2,49
48,860	35,28	-0,08	0,54	48,860	45,36	0,15	-0,44	48,860	46,56	0,08	1,05
48,880	35,15	-0,06	0,54	48,880	45,63	0,14	-0,31	48,880	46,85	0,22	3,59
48,900	35,02	-0,06	0,44	48,900	45,91	0,13	-0,42	48,900	47,45	0,22	-3,97
48,920	34,92	-0,05	0,32	48,920	46,17	0,12	-0,54	48,920	47,75	0,07	-2,72
48,940	34,83	-0,04	0,31	48,940	46,39	0,11	-0,43	48,940	47,71	0,12	3,02
48,960	34,75	-0,04	0,54	48,960	46,62	0,10	-0,42	48,960	48,21	0,19	-0,29
48,980	34,69	-0,02	0,54	48,980	46,81	0,10	-0,53	48,980	48,46	0,10	-2,46
49,000	34,66	-0,01	0,42	49,000	47,00	0,08	-0,66	49,000	48,63	0,09	-2,56
49,020	34,64	0,00	0,54	49,020	47,14	0,07	-0,43	49,020	48,81	0,00	-3,20
49,040	34,64	0,01	0,55	49,040	47,27	0,07	-0,42	49,040	48,64	-0,04	1,10
49,060	34,67	0,02	0,32	49,060	47,40	0,05	-0,64	49,060	48,65	0,05	4,18
49,080	34,71	0,02	0,31	49,080	47,48	0,04	-0,64	49,080	48,83	0,13	1,32
49,100	34,76	0,03	0,54	49,100	47,56	0,03	-0,65	49,100	49,15	0,10	-2,39
49,120	34,82	0,04	0,55	49,120	47,59	0,01	-0,54	49,120	49,22	0,03	-2,13
49,140	34,93	0,05	0,32	49,140	47,61	0,00	-0,42	49,140	49,28	0,01	-0,87
49,160	35,03	0,06	0,42	49,160	47,61	0,00	-0,53	49,160	49,28	0,00	-0,77
49,180	35,15	0,07	0,55	49,180	47,60	-0,02	-0,65	49,180	49,26	-0,02	-0,49
49,200	35,30	0,08	0,32	49,200	47,55	-0,03	-0,65	49,200	49,21	-0,02	-1,19
49,220	35,46	0,08	0,32	49,220	47,48	-0,04	-0,65	49,220	49,17	-0,06	-1,20
49,240	35,63	0,09	0,43	49,240	47,38	-0,06	-0,55	49,240	48,96	-0,07	0,67
49,260	35,82	0,10	0,43	49,260	47,26	-0,06	-0,42	49,260	48,89	-0,04	0,44
49,280	36,02	0,11	0,44	49,280	47,12	-0,07	-0,54	49,280	48,81	-0,05	-1,30
49,300	36,24	0,12	0,33	49,300	46,97	-0,09	-0,55	49,300	48,67	-0,09	-1,27
49,320	36,49	0,12	0,21	49,320	46,78	-0,09	-0,42	49,320	48,45	-0,10	0,15
49,340	36,73	0,12	0,32	49,340	46,59	-0,10	-0,55	49,340	48,26	-0,08	-2,25
49,360	36,98	0,13	0,32	49,360	46,37	-0,12	-0,44	49,360	48,11	-0,19	-0,95
49,380	37,26	0,14	0,32	49,380	46,13	-0,12	-0,31	49,380	47,48	-0,12	4,06
49,400	37,53	0,15	0,33	49,400	45,89	-0,13	-0,55	49,400	47,63	-0,03	-0,28
49,420	37,84	0,15	0,10	49,420	45,62	-0,14	-0,44	49,420	47,35	-0,13	-4,60
49,440	38,13	0,15	0,21	49,440	45,32	-0,15	-0,22	49,440	47,10	-0,22	-0,24
49,460	38,44	0,16	0,33	49,460	45,03	-0,15	-0,21	49,460	46,49	-0,14	3,70
49,480	38,77	0,16	0,11	49,480	44,72	-0,15	-0,32	49,480	46,53	-0,07	-0,21
49,500	39,09	0,16	0,10	49,500	44,42	-0,16	-0,33	49,500	46,22	-0,15	-2,16
49,520	39,42	0,17	0,22	49,520	44,07	-0,17	-0,22	49,520	45,93	-0,15	-0,32
49,540	39,76	0,17	0,11	49,540	43,75	-0,17	-0,22	49,540	45,60	-0,16	-0,34
49,560	40,11	0,17	-0,01	49,560	43,38	-0,18	-0,11	49,560	45,28	-0,17	-0,11
49,580	40,45	0,17	0,11	49,580	43,04	-0,18	-0,10	49,580	44,93	-0,17	0,01
49,600	40,79	0,18	0,11	49,600	42,68	-0,18	-0,22	49,600	44,60	-0,17	-0,11
49,620	41,16	0,18	-6,78E-13	49,620	42,32	-0,18	-0,12	49,620	44,26	-0,17	-0,11
49,640	41,50	0,18	0,01	49,640	41,94	-0,19	0,11	49,640	43,92	-0,17	-7,64E-13
49,660	41,86	0,18	-0,11	49,660	41,58	-0,18	0,11	49,660	43,57	-0,17	-0,01
49,680	42,20	0,17	-0,11	49,680	41,22	-0,18	-0,01	49,680	43,23	-0,17	0,11
49,700	42,55	0,17	-7,98E-13	49,700	40,85	-0,18	0,11	49,700	42,88	-0,17	0,12
49,720	42,89	0,17	0,01	49,720	40,49	-0,18	0,11	49,720	42,56	-0,17	-0,11
49,740	43,24	0,17	-0,10	49,740	40,15	-0,18	-0,01	49,740	42,21	-0,17	-0,01
49,760	43,58	0,17	-0,21	49,760	39,79	-0,18	0,21	49,760	41,87	-0,17	0,22
49,780	43,91	0,16	-0,22	49,780	39,44	-0,17	0,33	49,780	41,54	-0,16	0,22
49,800	44,24	0,16	-0,11	49,800	39,11	-0,16	0,21	49,800	41,21	-0,16	0,22
49,820	44,54	0,16	-0,09	49,820	38,79	-0,16	0,32	49,820	40,90	-0,16	0,22
49,840	44,87	0,16	-0,32	49,840	38,48	-0,15	0,32	49,840	40,59	-0,15	0,58
49,860	45,17	0,15	-0,33	49,860	38,18	-0,15	0,32	49,860	40,30	-0,13	-6,48
49,880	45,46	0,14	-0,21	49,880	37,89	-0,14	0,44	49,880	40,07	-0,41	-0,63
49,900	45,73	0,14	-0,21	49,900	37,63	-0,13	0,32	49,900	38,66	-0,16	13,49
49,920	46,01	0,13	-0,32	49,920	37,37	-0,13	0,42	49,920	39,44	0,13	0,80
49,940	46,27	0,12	-0,33	49,940	37,13	-0,11	0,55	49,940	39,18	-0,12	-6,26
49,960	46,51	0,12	-0,20	49,960	36,92	-0,10	0,32	49,960	38,94	-0,12	0,21
49,980	46,75	0,12	-0,43	49,980	36,71	-0,10	0,42	49,980	38,70	-0,12	0,32
50,000	46,98	0,10	-0,44	50,000	36,52	-0,09	0,65	50,000	38,47	-0,11	0,32
50,020	47,17	0,10	-0,31	50,020	36,37	-0,07	0,54	50,020	38,26	-0,10	0,32
50,040	47,38	0,09	-0,44	50,040	36,23	-0,06	0,42	50,040	38,06	-0,10	0,44
50,060	47,53	0,08	-0,32	50,060	36,11	-0,06	0,54	50,060	37,88	-0,09	0,32
50,080	47,70	0,08	-0,31	50,080	36,00	-0,04	0,54	50,080	37,71	-0,08	0,32
50,100	47,84	0,07	-0,42	50,100	35,93	-0,04	0,53	50,100	37,56	-0,07	0,43
50,120	47,98	0,06	-0,54	50,120	35,86	-0,02	0,65	50,120	37,42	-0,06	0,43
50,140	48,09	0,05	-0,44	50,140	35,85	-0,01	0,54	50,140	37,30	-0,06	0,44
50,160	48,17	0,04	-0,31	50,160	35,83	-6,72E-4	0,54	50,160	37,19	-0,05	0,32
50,180	48,26	0,03	-0,43	50,180	35,84	0,01	0,54	50,180	37,11	-0,04	0,32
50,200	48,31	0,03	-0,42	50,200	35,88	0,02	0,53	50,200	37,02	-0,03	0,44
50,220	48,37	0,02	-0,55	50,220	35,93	0,03	0,65	50,220	36,97	-0,03	0,32
50,240	48,38	0,00	-0,44	50,240	36,01	0,05	0,54	50,240	36,91	-0,02	0,32
50,260	48,38	6,05E-4	-0,31	50,260	36,11	0,06	0,42	50,260	36,88	-0,01	0,44
50,280	48,39	-0,01	-0,54	50,280	36,23	0,06	0,54	50,280	36,86	0,00	0,33
50,300	48,35	-0,02	-0,55	50,300	36,37	0,08	0,54	50,300	36,86	-2,30E-4	0,20
50,320	48,30	-0,03	-0,44	50,320	36,54	0,09	0,42	50,320	36,86	0,00	0,43
50,340	48,23	-0,04	-0,32	50,340	36,71	0,09	0,54	50,340	36,87	0,02	0,44
50,360	48,15	-0,04	-0,31	50,360	36,92	0,11	0,55	50,360	36,93	0,02	0,21
50,380	48,07	-0,05	-0,54	50,380	37,14	0,12	0,32	50,380	36,96	0,03	0,33
50,400	47,95	-0,06	-0,55	50,400	37,38	0,12	0,31	50,400	37,03	0,03	0,21
50,420	47,81	-0,07	-0,33	50,420	37,62	0,13	0,54	50,420	37,10	0,03	0,20
50,440	47,65	-0,08	-0,20	50,440	37,89	0,14	0,44	50,440	37,16	0,04	0,44
50,460	47,50	-0,08	-0,42	50,460	38,18	0,15	0,21	50,460	37,27	0,05	0,22
50,480	47,33	-0,09	-0,55	50,480	38,48	0,15	0,32	50,480	37,37	0,05	0,10
50,500	47,12	-0,10	-0,32	50,500	38,78	0,16	0,33	50,500	37,47	0,06	0,31
50,520	46,92	-0,11	-0,32	50,520	39,11	0,16	0,10	50,520	37,59	0,06	-1,60
50,540	46,70	-0,12	-0,33	50,540	39,44	0,16	0,21	50,540	37,73	-0,01	0,03
50,560	46,46	-0,12	-0,21	50,560	39,76	0,17	0,34	50,560	37,56	0,07	3,73
50,580	46,22	-0,12	-0,32	50,580	40,12	0,18	-2,14E-4	50,580	37,99	0,14	0,20
50,600	45,96	-0,13	-0,34	50,600	40,47	0,17	-0,01	50,600	38,12	0,07	-1,59
50,620	45,68	-0,14	-0,10	50,620	40,81	0,18	0,22	50,620	38,28	0,08	0,11
50,640	45,41	-0,14	-0,20	50,640	41,17	0,18	0,12	50,640	38,43	0,08	-0,01
50,660	45,14	-0,15	-0,44	50,660	41,53	0,18	-0,11	50,660	38,59	0,08	0,10
50,680	44,83	-0,15	-0,22	50,680	41,90	0,18	-0,11	50,680	38,74	0,08	0,22
50,700	44,52	-0,15	-0,10	50,700	42,24	0,18	-7,13E-13	50,700	38,91	0,09	0,12
50,720	44,21	-0,16	-0,22	50,720	42,60	0,18	0,01	50,720	39,09	0,09	-0,11
50,740	43,88	-0,16	-0,11	50,740	42,94	0,18	-0,09	50,740	39,26	0,08	-0,11
50,760	43,55	-0,16	0,01	50,760	43,31	0,17	-0,33	50,760	39,41	0,08	-0,01
50,780	43,23	-0,16	-0,10	50,780	43,63	0,16	-0,22	50,780	39,59	0,08	0,11
50,800	42,90	-0,17	-0,23	50,800	43,96	0,16	-0,09	50,800	39,74	0,09	0,12
50,820	42,56	-0,17	-0,01	50,820	44,29	0,16	-0,32	50,820	39,93	0,09	-0,11
50,840	42,21	-0,17	0,12	50,840	44,60	0,15	-0,33	50,840	40,08	0,08	-0,11
50,860	41,89	-0,17	-0,11	50,860	44,89	0,15	-0,20	50,860	40,26	0,08	-0,11
50,880	41,54	-0,17	-0,12	50,880	45,18	0,14	-0,43	50,880	40,41	0,08	1,02E-4
50,900	41,20	-0,17	0,11	50,900	45,46	0,13	-0,44	50,900	40,56	0,08	0,01
50,920	40,85	-0,17	0,11	50,920	45,70	0,13	-0,31	50,920	40,74	0,08	-0,22
50,940	40,53	-0,17	-0,01	50,940	45,96	0,12	-0,54	50,940	40,88	0,07	-0,11
50,960	40,18	-0,17	0,10	50,960	46,17	0,10	-0,44	50,960	41,03	0,07	-0,11
50,980	39,85	-0,16	0,22	50,980	46,38	0,10	-0,31	50,980	41,17	0,07	-0,11
51,000	39,53	-0,16	0,11	51,000	46,57	0,09	-0,54	51,000	41,31	0,07	0,01
51,020	39,22	-0,16	0,10	51,020	46,74	0,08	-0,54	51,020	41,44	0,07	-0,10
51,040	38,89	-0,16	0,22	51,040	46,88	0,07	-0,42	51,040	41,58	0,06	-0,22
51,060	38,60	-0,15	0,10	51,060	47,02	0,06	-0,64	51,060	41,70	0,06	-0,11
51,080	38,29	-0,15	0,20	51,080	47,12	0,04	-0,66	51,080	41,82	0,06	-0,11
51,100	37,99	-0,14	0,44	51,100	47,19	0,03	-0,43	51,100	41,94	0,06	-0,11
51,120	37,72	-0,13	0,33	51,120	47,26	0,03	-0,42	51,120	42,05	0,06	-0,10
51,140	37,46	-0,13	0,10	51,140	47,30	0,02	-0,52	51,140	42,17	0,05	-0,22
51,160	37,20	-0,13	0,20	51,160	47,34	0,01	-0,76	51,160	42,25	0,05	-0,11
51,180	36,94	-0,12	0,44	51,180	47,32	-0,01	-0,66	51,180	42,36	0,05	-0,11
51,200	36,72	-0,11	0,32	51,200	47,29	-0,02	-0,43	51,200	42,44	0,04	-0,11
51,220	36,49	-0,11	0,32	51,220	47,24	-0,03	-0,42	51,220	42,53	0,04	-0,10
51,240	36,28	-0,10	0,32	51,240	47,17	-0,04	-0,53	51,240	42,62	0,04	-0,22
51,260	36,10	-0,10	0,32	51,260	47,08	-0,05	-0,66	51,260	42,69	0,03	-0,11
51,280	35,90	-0,09	0,44	51,280	46,97	-0,06	-0,43	51,280	42,75	0,03	-0,11
51,300	35,75	-0,08	0,32	51,300	46,83	-0,07	-0,42	51,300	42,82	0,03	-0,11
51,320	35,59	-0,07	0,31	51,320	46,69	-0,08	-0,66	51,320	42,88	0,03	-0,10
51,340	35,46	-0,07	0,54	51,340	46,50	-0,09	-0,43	51,340	42,95	0,03	-0,22
51,360	35,33	-0,05	0,55	51,360	46,32	-0,10	-0,42	51,360	42,98	0,02	-0,11
51,380	35,25	-0,04	0,32	51,380	46,11	-0,11	-0,55	51,380	43,03	0,02	-1,56E-13
51,400	35,16	-0,04	0,32	51,400	45,87	-0,12	-0,32	51,400	43,07	0,02	0,01
51,420	35,09	-0,03	0,43	51,420	45,63	-0,12	-0,32	51,420	43,12	0,02	-0,10
51,440	35,04	-0,02	0,43	51,440	45,37	-0,13	-0,44	51,440	43,15	0,02	-0,22
51,460	35,00	-0,01	0,43	51,460	45,10	-0,14	-0,32	51,460	43,19	0,01	-0,11
51,480	34,98	0,00	0,43	51,480	44,81	-0,15	-0,32	51,480	43,20	0,01	0,01
51,500	34,98	0,00	0,43	51,500	44,52	-0,15	-0,44	51,500	43,24	0,01	-0,11
51,520	35,00	0,01	0,43	51,520	44,19	-0,16	-0,22	51,520	43,26	0,01	-0,01
51,540	35,03	0,02	0,43	51,540	43,86	-0,16	-0,11	51,540	43,27	0,01	0,12
51,560	35,08	0,03	0,43	51,560	43,54	-0,17	-0,11	51,560	43,31	0,01	-0,11
51,580	35,15	0,04	0,43	51,580	43,19	-0,17	-0,10	51,580	43,33	0,01	-0,11
51,600	35,24	0,05	0,43	51,600	42,87	-0,17	-0,22	51,600	43,34	0,01	0,01
51,620	35,34	0,06	0,43	51,620	42,51	-0,18	-0,11	51,620	43,36	0,01	-0,11
51,640	35,46	0,06	0,44	51,640	42,16	-0,18	-0,11	51,640	43,38	0,00	-0,12
51,660	35,60	0,07	0,33	51,660	41,80	-0,18	-0,01	51,660	43,38	0,00	0,11
51,680	35,75	0,08	0,20	51,680	41,44	-0,18	0,23	51,680	43,39	0,01	0,01
51,700	35,90	0,08	0,42	51,700	41,09	-0,17	0,01	51,700	43,41	0,00	-0,12
51,720	36,07	0,09	0,55	51,720	40,75	-0,18	-0,12	51,720	43,41	0,00	0,11
51,740	36,28	0,10	0,21	51,740	40,39	-0,18	0,10	51,740	43,43	0,01	0,11
51,760	36,49	0,10	0,20	51,760	40,04	-0,17	0,22	51,760	43,45	0,01	-1,11E-13
51,780	36,69	0,11	0,44	51,780	39,70	-0,17	0,22	51,780	43,46	0,01	-1,46E-13
51,800	36,93	0,12	0,33	51,800	39,37	-0,16	0,10	51,800	43,48	0,01	6,94E-14
51,820	37,17	0,12	0,21	51,820	39,05	-0,16	0,20	51,820	43,50	0,01	3,47E-14
51,840	37,43	0,13	0,21	51,840	38,72	-0,16	0,44	51,840	43,51	0,01	-2,77E-14
51,860	37,69	0,13	0,32	51,860	38,42	-0,15	0,22	51,860	43,53	0,01	-0,01
51,880	37,96	0,14	0,33	51,880	38,13	-0,15	0,20	51,880	43,55	0,01	0,11
51,900	38,25	0,15	0,11	51,900	37,84	-0,14	0,54	51,900	43,57	0,01	0,12
51,920	38,55	0,15	0,10	51,920	37,58	-0,12	0,44	51,920	43,60	0,01	-0,11
51,940	38,84	0,15	0,21	51,940	37,34	-0,12	0,31	51,940	43,62	0,01	-0,11
51,960	39,15	0,15	0,21	51,960	37,09	-0,11	0,54	51,960	43,64	0,01	-0,01
51,980	39,46	0,16	0,22	51,980	36,89	-0,10	0,44	51,980	43,65	0,01	0,11
52,000	39,78	0,16	0,11	52,000	36,70	-0,10	0,31	52,000	43,67	0,01	0,11
52,020	40,11	0,16	-7,60E-13	52,020	36,51	-0,09	0,53	52,020	43,70	0,01	4,51E-14
52,040	40,44	0,16	1,49E-12	52,040	36,35	-0,07	0,65	52,040	43,72	0,01	0,01
52,060	40,76	0,16	-0,01	52,060	36,21	-0,06	0,54	52,060	43,76	0,01	-0,11
52,080	41,09	0,16	0,11	52,080	36,11	-0,05	0,42	52,080	43,77	0,01	-0,11
52,100	41,41	0,17	0,12	52,100	36,00	-0,04	0,54	52,100	43,79	0,01	-1,08E-13
52,120	41,76	0,17	-0,11	52,120	35,93	-0,03	0,54	52,120	43,81	0,01	3,47E-14
52,140	42,09	0,16	-0,11	52,140	35,88	-0,02	0,53	52,140	43,82	0,01	1,08E-13
52,160	42,41	0,16	0,01	52,160	35,84	-0,01	0,65	52,160	43,84	0,01	-3,82E-14
52,180	42,74	0,16	-0,11	52,180	35,84	0,00	0,54	52,180	43,86	0,01	0,01
52,200	43,07	0,16	-0,11	52,200	35,86	0,01	0,54	52,200	43,88	0,01	-0,11
52,220	43,37	0,16	0,01	52,220	35,89	0,03	0,54	52,220	43,89	0,00	-0,11
52,240	43,70	0,16	-0,21	52,240	35,96	0,03	0,53	52,240	43,89	0,00	-0,10
52,260	44,01	0,15	-0,34	52,260	36,03	0,05	0,66	52,260	43,91	2,74E-4	-0,23
52,280	44,31	0,15	-0,11	52,280	36,15	0,06	0,43	52,280	43,89	0,00	3,43E-7
52,300	44,60	0,15	0,01	52,300	36,27	0,06	0,42	52,300	43,89	2,74E-4	0,01
52,320	44,89	0,15	-0,20	52,320	36,40	0,08	0,65	52,320	43,90	0,00	-0,22
52,340	45,18	0,14	-0,44	52,340	36,57	0,09	0,54	52,340	43,88	-0,01	-0,11
52,360	45,44	0,13	-0,22	52,360	36,76	0,10	0,43	52,360	43,86	-0,01	-0,10
52,380	45,70	0,13	-0,09	52,380	36,97	0,11	0,43	52,380	43,84	-0,01	-0,22
52,400	45,96	0,13	-0,32	52,400	37,19	0,12	0,43	52,400	43,81	-0,02	-0,11
52,420	46,20	0,12	-0,32	52,420	37,43	0,12	0,43	52,420	43,78	-0,02	-0,10
52,440	46,42	0,11	-0,31	52,440	37,69	0,13	0,44	52,440	43,74	-0,02	-0,22
52,460	46,65	0,10	-0,44	52,460	37,96	0,14	0,32	52,460	43,69	-0,03	-0,22
52,480	46,84	0,09	-0,32	52,480	38,25	0,15	0,32	52,480	43,64	-0,03	-0,23
52,500	47,03	0,09	-0,31	52,500	38,54	0,15	0,33	52,500	43,57	-0,03	-3,73E-5
52,520	47,20	0,08	-0,44	52,520	38,87	0,16	0,21	52,520	43,50	-0,03	0,02
52,540	47,36	0,07	-0,32	52,540	39,18	0,16	0,33	52,540	43,45	-0,03	-0,32
52,560	47,50	0,07	-0,31	52,560	39,52	0,17	0,22	52,560	43,37	-0,04	-0,34
52,580	47,64	0,06	-0,43	52,580	39,87	0,17	0,11	52,580	43,28	-0,05	-0,11
52,600	47,74	0,05	-0,43	52,600	40,21	0,18	0,11	52,600	43,18	-0,05	0,02
52,620	47,85	0,04	-0,44	52,620	40,57	0,18	-0,01	52,620	43,09	-0,05	-0,32
52,640	47,91	0,03	-0,32	52,640	40,91	0,18	0,11	52,640	42,99	-0,06	-0,34
52,660	47,98	0,03	-0,31	52,660	41,28	0,18	0,11	52,660	42,85	-0,06	0,01
52,680	48,04	0,02	-0,42	52,680	41,64	0,18	2,44E-12	52,680	42,75	-0,06	-0,22
52,700	48,07	0,01	-0,54	52,700	42,00	0,18	2,47E-12	52,700	42,61	-0,07	-0,22
52,720	48,09	6,01E-4	-0,55	52,720	42,36	0,18	0,01	52,720	42,48	-0,07	-0,10
52,740	48,08	-0,01	-0,32	52,740	42,72	0,18	-0,10	52,740	42,34	-0,07	-0,22
52,760	48,06	-0,01	-0,32	52,760	43,08	0,18	-0,22	52,760	42,18	-0,08	-0,11
52,780	48,03	-0,02	-0,43	52,780	43,43	0,17	-0,11	52,780	42,03	-0,08	-0,10
52,800	47,98	-0,03	-0,43	52,800	43,77	0,17	-0,09	52,800	41,88	-0,08	-0,22
52,820	47,91	-0,04	-0,43	52,820	44,11	0,17	-0,32	52,820	41,70	-0,09	-0,22
52,840	47,82	-0,05	-0,43	52,840	44,44	0,16	-0,32	52,840	41,53	-0,09	-0,11
52,860	47,72	-0,06	-0,44	52,860	44,75	0,16	-0,32	52,860	41,34	-0,09	0,01
52,880	47,60	-0,06	-0,32	52,880	45,06	0,15	-0,44	52,880	41,17	-0,09	-0,11
52,900	47,46	-0,07	-0,32	52,900	45,34	0,14	-0,21	52,900	40,98	-0,09	-0,11
52,920	47,33	-0,08	-0,44	52,920	45,61	0,14	-0,19	52,920	40,79	-0,09	0,01
52,940	47,16	-0,09	-0,32	52,940	45,89	0,13	-0,54	52,940	40,60	-0,09	-0,22
52,960	46,99	-0,09	-0,32	52,960	46,13	0,12	-0,54	52,960	40,42	-0,10	-0,23
52,980	46,80	-0,10	-0,32	52,980	46,36	0,11	-0,43	52,980	40,19	-0,10	0,11
53,000	46,59	-0,10	-0,32	53,000	46,56	0,10	-0,43	53,000	40,00	-0,10	0,01
53,020	46,39	-0,11	-0,33	53,020	46,76	0,09	-0,42	53,020	39,80	-0,10	-0,11
53,040	46,15	-0,12	-0,20	53,040	46,93	0,08	-0,54	53,040	39,59	-0,10	-0,01
53,060	45,92	-0,12	-0,44	53,060	47,09	0,07	-0,54	53,060	39,38	-0,10	0,11
53,080	45,67	-0,13	-0,34	53,080	47,21	0,06	-0,42	53,080	39,18	-0,10	0,11
53,100	45,39	-0,13	0,01	53,100	47,33	0,05	-0,53	53,100	38,99	-0,10	-4,39E-13
53,120	45,13	-0,13	-0,21	53,120	47,42	0,04	-0,64	53,120	38,78	-0,10	4,74E-13
53,140	44,86	-0,14	-0,33	53,140	47,49	0,03	-0,65	53,140	38,59	-0,10	-0,01
53,160	44,57	-0,15	-0,22	53,160	47,52	0,01	-0,54	53,160	38,38	-0,10	0,22
53,180	44,28	-0,15	-0,22	53,180	47,54	0,01	-0,54	53,180	38,19	-0,09	0,23
53,200	43,97	-0,15	-0,11	53,200	47,54	-0,01	-0,54	53,200	38,02	-0,09	-0,01
53,220	43,66	-0,15	0,01	53,220	47,51	-0,02	-0,53	53,220	37,83	-0,09	0,21
53,240	43,35	-0,15	-0,10	53,240	47,48	-0,03	-0,65	53,240	37,66	-0,08	0,33
53,260	43,04	-0,16	-0,23	53,260	47,39	-0,04	-0,54	53,260	37,50	-0,08	0,11
53,280	42,71	-0,16	-0,01	53,280	47,31	-0,05	-0,54	53,280	37,35	-0,08	0,10
53,300	42,38	-0,16	0,12	53,300	47,19	-0,06	-0,55	53,300	37,19	-0,07	0,22
53,320	42,07	-0,16	-0,11	53,320	47,05	-0,07	-0,42	53,320	37,06	-0,07	0,21
53,340	41,75	-0,16	-0,11	53,340	46,90	-0,08	-0,54	53,340	36,92	-0,06	0,32
53,360	41,42	-0,16	-0,01	53,360	46,73	-0,09	-0,55	53,360	36,80	-0,06	0,32
53,380	41,09	-0,16	0,11	53,380	46,52	-0,10	-0,42	53,380	36,69	-0,05	0,32
53,400	40,77	-0,16	0,12	53,400	46,32	-0,11	-0,55	53,400	36,59	-0,04	0,33
53,420	40,46	-0,16	-0,11	53,420	46,08	-0,12	-0,44	53,420	36,52	-0,04	0,20
53,440	40,13	-0,16	-0,02	53,440	45,82	-0,13	-0,32	53,440	36,43	-0,04	0,43
53,460	39,80	-0,16	0,33	53,460	45,56	-0,14	-0,44	53,460	36,38	-0,02	0,44
53,480	39,49	-0,15	0,22	53,480	45,27	-0,15	-0,32	53,480	36,35	-0,02	0,21
