4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel
Zeit2 (s)	Zeit2 (s)	Zeit2 (s)	Position2 (cm)	Position2 (cm)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
27,960	27,960	27,960	48,99	36,45	0,06	0,14	-0,03	-0,43	0,44	0,11	27,960	39,89	-0,20	0,54
27,980	27,980	27,980	49,12	36,74	0,06	0,15	-0,03	-0,41	0,31	0,11	27,980	39,51	-0,19	0,42
28,000	28,000	28,000	49,22	37,03	0,04	0,15	-0,03	-0,65	0,54	0,11	28,000	39,13	-0,18	0,54
28,020	28,020	28,020	49,29	37,36	0,03	0,17	-0,02	-0,55	0,55	0,12	28,020	38,79	-0,17	0,54
28,040	28,040	28,040	49,34	37,70	0,02	0,18	-0,02	-0,43	0,33	-0,11	28,040	38,46	-0,16	0,43
28,060	28,060	28,060	49,38	38,06	0,01	0,18	-0,03	-0,43	0,21	-0,11	28,060	38,15	-0,15	0,42
28,080	28,080	28,080	49,40	38,42	0,00	0,18	-0,03	-0,43	0,32	-5,73E-14	28,080	37,86	-0,14	0,53
28,100	28,100	28,100	49,40	38,80	0,00	0,19	-0,03	-0,42	0,44	3,47E-14	28,100	37,58	-0,13	0,76
28,120	28,120	28,120	49,38	39,19	-0,01	0,20	-0,03	-0,53	0,33	-0,01	28,120	37,34	-0,11	0,66
28,140	28,140	28,140	49,35	39,61	-0,02	0,21	-0,03	-0,65	0,11	0,11	28,140	37,13	-0,10	0,42
28,160	28,160	28,160	49,28	40,02	-0,04	0,21	-0,02	-0,55	-6,94E-14	0,12	28,160	36,92	-0,10	0,64
28,180	28,180	28,180	49,20	40,43	-0,05	0,21	-0,02	-0,43	-0,01	-0,11	28,180	36,75	-0,08	0,76
28,200	28,200	28,200	49,10	40,84	-0,06	0,21	-0,03	-0,42	0,10	-0,11	28,200	36,61	-0,06	0,53
28,220	28,220	28,220	48,98	41,25	-0,06	0,21	-0,03	-0,54	0,23	9,20E-14	28,220	36,49	-0,06	0,64
28,240	28,240	28,240	48,84	41,68	-0,08	0,22	-0,03	-0,55	0,01	1,21E-14	28,240	36,38	-0,04	0,76
28,260	28,260	28,260	48,67	42,11	-0,09	0,21	-0,03	-0,43	-0,11	0,01	28,260	36,33	-0,03	0,53
28,280	28,280	28,280	48,50	42,53	-0,09	0,21	-0,03	-0,44	0,01	-0,11	28,280	36,28	-0,02	0,64
28,300	28,300	28,300	48,29	42,96	-0,10	0,21	-0,03	-0,32	-0,21	-0,12	28,300	36,26	-6,80E-4	0,76
28,320	28,320	28,320	48,09	43,37	-0,11	0,20	-0,03	-0,32	-0,34	0,11	28,320	36,27	0,01	0,64
28,340	28,340	28,340	47,87	43,77	-0,12	0,20	-0,03	-0,43	-0,11	0,01	28,340	36,31	0,03	0,65
28,360	28,360	28,360	47,63	44,16	-0,12	0,20	-0,03	-0,43	-0,09	-0,11	28,360	36,37	0,04	0,53
28,380	28,380	28,380	47,37	44,56	-0,13	0,19	-0,03	-0,43	-0,32	0,01	28,380	36,46	0,05	0,64
28,400	28,400	28,400	47,10	44,94	-0,14	0,19	-0,03	-0,44	-0,32	-0,11	28,400	36,56	0,06	0,76
28,420	28,420	28,420	46,81	45,30	-0,15	0,18	-0,03	-0,33	-0,31	-0,01	28,420	36,71	0,08	0,64
28,440	28,440	28,440	46,50	45,66	-0,15	0,17	-0,03	-0,22	-0,43	0,12	28,440	36,87	0,09	0,65
28,460	28,460	28,460	46,19	45,99	-0,16	0,16	-0,03	-0,22	-0,42	-0,11	28,460	37,07	0,10	0,54
28,480	28,480	28,480	45,86	46,32	-0,16	0,16	-0,03	-0,21	-0,54	-0,01	28,480	37,28	0,11	0,53
28,500	28,500	28,500	45,53	46,61	-0,17	0,14	-0,03	-0,32	-0,54	0,12	28,500	37,52	0,12	0,64
28,520	28,520	28,520	45,19	46,89	-0,18	0,13	-0,03	-0,34	-0,43	-0,11	28,520	37,77	0,14	0,65
28,540	28,540	28,540	44,83	47,15	-0,18	0,13	-0,03	-0,11	-0,42	-0,01	28,540	38,06	0,15	0,54
28,560	28,560	28,560	44,47	47,39	-0,18	0,12	-0,03	-0,09	-0,53	0,11	28,560	38,37	0,16	0,43
28,580	28,580	28,580	44,11	47,61	-0,18	0,10	-0,03	-0,33	-0,65	-6,69E-14	28,580	38,70	0,17	0,43
28,600	28,600	28,600	43,73	47,80	-0,19	0,09	-0,03	-0,23	-0,54	0,00	28,600	39,04	0,18	0,42
28,620	28,620	28,620	43,33	47,98	-0,19	0,08	-0,03	-4,30E-13	-0,52	-0,01	28,620	39,40	0,18	0,54
28,640	28,640	28,640	42,96	48,13	-0,19	0,07	-0,03	-3,61E-13	-0,75	0,11	28,640	39,78	0,20	0,55
28,660	28,660	28,660	42,56	48,26	-0,19	0,05	-0,03	0,01	-0,77	0,11	28,660	40,19	0,21	0,32
28,680	28,680	28,680	42,18	48,34	-0,19	0,04	-0,03	-0,11	-0,53	-0,01	28,680	40,60	0,21	0,32
28,700	28,700	28,700	41,79	48,41	-0,20	0,03	-0,03	-0,12	-0,64	0,10	28,700	41,03	0,22	0,44
28,720	28,720	28,720	41,39	48,47	-0,20	0,01	-0,02	0,11	-0,76	0,22	28,720	41,48	0,23	0,33
28,740	28,740	28,740	40,99	48,47	-0,19	9,09E-4	-0,02	0,11	-0,64	0,11	28,740	41,94	0,23	0,21
28,760	28,760	28,760	40,62	48,47	-0,19	-0,01	-0,02	-4,30E-13	-0,65	-0,01	28,760	42,40	0,24	0,32
28,780	28,780	28,780	40,22	48,42	-0,19	-0,02	-0,02	-0,01	-0,65	0,10	28,780	42,88	0,24	0,34
28,800	28,800	28,800	39,84	48,37	-0,19	-0,04	-0,01	0,10	-0,65	0,22	28,800	43,38	0,25	0,11
28,820	28,820	28,820	39,44	48,27	-0,19	-0,05	-0,01	0,22	-0,65	0,11	28,820	43,88	0,25	0,10
28,840	28,840	28,840	39,08	48,17	-0,18	-0,06	-0,01	0,10	-0,65	0,10	28,840	44,38	0,25	0,22
28,860	28,860	28,860	38,70	48,02	-0,19	-0,08	0,00	0,21	-0,53	0,22	28,860	44,89	0,26	0,11
28,880	28,880	28,880	38,34	47,86	-0,18	-0,08	-2,40E-4	0,33	-0,64	0,22	28,880	45,41	0,26	-6,06E-13
28,900	28,900	28,900	38,00	47,68	-0,17	-0,10	0,00	0,22	-0,77	0,21	28,900	45,92	0,26	-5,37E-13
28,920	28,920	28,920	37,65	47,45	-0,17	-0,12	0,01	0,22	-0,55	0,21	28,920	46,44	0,26	6,41E-13
28,940	28,940	28,940	37,32	47,21	-0,16	-0,12	0,01	0,21	-0,43	0,22	28,940	46,96	0,26	5,72E-13
28,960	28,960	28,960	37,00	46,96	-0,16	-0,13	0,02	0,32	-0,42	0,10	28,960	47,47	0,26	0,01
28,980	28,980	28,980	36,69	46,68	-0,15	-0,14	0,02	0,43	-0,54	0,21	28,980	47,99	0,26	-0,10
29,000	29,000	29,000	36,39	46,39	-0,14	-0,15	0,03	0,44	-0,55	0,33	29,000	48,50	0,25	-0,21
29,020	29,020	29,020	36,12	46,07	-0,13	-0,16	0,03	0,33	-0,43	0,10	29,020	49,00	0,25	-0,21
29,040	29,040	29,040	35,86	45,74	-0,13	-0,17	0,03	0,21	-0,44	0,21	29,040	49,50	0,25	-0,21
29,060	29,060	29,060	35,60	45,38	-0,13	-0,18	0,04	0,32	-0,32	0,32	29,060	49,98	0,24	-0,21
29,080	29,080	29,080	35,36	45,02	-0,12	-0,18	0,04	0,43	-0,32	0,32	29,080	50,47	0,24	-0,32
29,100	29,100	29,100	35,13	44,64	-0,11	-0,19	0,05	0,42	-0,33	0,33	29,100	50,93	0,23	-0,33
29,120	29,120	29,120	34,93	44,25	-0,10	-0,20	0,06	0,54	-0,22	0,10	29,120	51,38	0,22	-0,21
29,140	29,140	29,140	34,73	43,85	-0,09	-0,20	0,06	0,55	-0,22	0,21	29,140	51,83	0,22	-0,31
29,160	29,160	29,160	34,58	43,44	-0,08	-0,21	0,06	0,32	-0,11	0,33	29,160	52,26	0,21	-0,44
29,180	29,180	29,180	34,42	43,03	-0,07	-0,21	0,07	0,42	-0,10	0,21	29,180	52,67	0,20	-0,32
29,200	29,200	29,200	34,28	42,61	-0,06	-0,21	0,07	0,54	-0,22	0,21	29,200	53,07	0,20	-0,31
29,220	29,220	29,220	34,18	42,18	-0,05	-0,22	0,08	0,42	-0,11	0,32	29,220	53,46	0,19	-0,54
29,240	29,240	29,240	34,08	41,75	-0,04	-0,22	0,09	0,54	4,77E-13	0,33	29,240	53,83	0,18	-0,55
29,260	29,260	29,260	34,01	41,32	-0,03	-0,22	0,09	0,54	-0,01	0,10	29,260	54,17	0,17	-0,42
29,280	29,280	29,280	33,95	40,89	-0,02	-0,22	0,09	0,43	0,10	0,21	29,280	54,50	0,16	-0,52
29,300	29,300	29,300	33,92	40,46	-0,01	-0,21	0,10	0,42	0,23	0,33	29,300	54,81	0,15	-0,77
29,320	29,320	29,320	33,90	40,05	0,00	-0,21	0,10	0,54	2,64E-4	0,11	29,320	55,09	0,13	-0,56
29,340	29,340	29,340	33,90	39,64	0,01	-0,21	0,10	0,55	-0,02	0,09	29,340	55,33	0,13	-0,19
29,360	29,360	29,360	33,93	39,20	0,02	-0,21	0,11	0,31	0,32	0,33	29,360	55,59	0,12	-0,51
29,380	29,380	29,380	33,97	38,81	0,02	-0,20	0,12	0,53	0,32	0,22	29,380	55,82	0,10	-0,88
29,400	29,400	29,400	34,02	38,41	0,04	-0,19	0,12	0,77	0,32	0,09	29,400	56,01	0,09	-0,66
29,420	29,420	29,420	34,12	38,03	0,05	-0,19	0,12	0,44	0,32	0,33	29,420	56,16	0,08	-0,41
29,440	29,440	29,440	34,22	37,67	0,06	-0,18	0,13	0,32	0,31	0,23	29,440	56,32	0,07	-0,64
29,460	29,460	29,460	34,34	37,31	0,06	-0,17	0,13	0,43	0,54	2,87E-13	29,460	56,44	0,05	-0,76
29,480	29,480	29,480	34,48	36,98	0,07	-0,16	0,13	0,42	0,44	-0,01	29,480	56,53	0,04	-0,64
29,500	29,500	29,500	34,63	36,67	0,08	-0,16	0,13	0,54	0,31	0,10	29,500	56,60	0,03	-0,64
29,520	29,520	29,520	34,80	36,36	0,09	-0,15	0,13	0,55	0,54	0,23	29,520	56,64	0,01	-0,64
29,540	29,540	29,540	35,01	36,08	0,10	-0,13	0,14	0,32	0,54	0,01	29,540	56,66	0,00	-0,65
29,560	29,560	29,560	35,21	35,82	0,11	-0,13	0,13	0,32	0,53	-0,12	29,560	56,64	-0,01	-0,65
29,580	29,580	29,580	35,44	35,58	0,12	-0,11	0,13	0,43	0,65	0,14	29,580	56,61	-0,02	-0,65
29,600	29,600	29,600	35,68	35,37	0,12	-0,10	0,14	0,43	0,65	-0,45	29,600	56,54	-0,04	-0,65
29,620	29,620	29,620	35,93	35,18	0,13	-0,09	0,11	0,44	0,54	-0,18	29,620	56,46	-0,05	-0,65
29,640	29,640	29,640	36,21	35,03	0,14	-0,08	0,13	0,33	0,53	1,03	29,640	56,34	-0,06	-0,65
29,660	29,660	29,660	36,50	34,87	0,15	-0,07	0,16	0,21	0,76	0,04	29,660	56,21	-0,08	-0,65
29,680	29,680	29,680	36,79	34,77	0,15	-0,05	0,13	0,32	0,65	-0,67	29,680	56,04	-0,09	-0,65
29,700	29,700	29,700	37,10	34,68	0,16	-0,04	0,13	0,33	0,53	-0,33	29,700	55,85	-0,10	-0,65
29,720	29,720	29,720	37,43	34,61	0,16	-0,03	0,12	0,21	0,75	-0,24	29,720	55,63	-0,12	-0,55
29,740	29,740	29,740	37,75	34,57	0,17	-0,01	0,12	0,32	0,76	0,24	29,740	55,39	-0,12	-0,42
29,760	29,760	29,760	38,10	34,57	0,18	0,00	0,13	0,33	0,64	-0,09	29,760	55,13	-0,13	-0,53
29,780	29,780	29,780	38,46	34,59	0,18	0,02	0,12	0,11	0,64	-0,45	29,780	54,86	-0,15	-0,65
29,800	29,800	29,800	38,82	34,64	0,18	0,03	0,11	0,10	0,64	-0,09	29,800	54,55	-0,16	-0,55
29,820	29,820	29,820	39,18	34,70	0,18	0,04	0,11	0,33	0,64	-0,32	29,820	54,22	-0,17	-0,43
29,840	29,840	29,840	39,55	34,81	0,19	0,06	0,10	0,23	0,64	-0,44	29,840	53,88	-0,18	-0,43
29,860	29,860	29,860	39,95	34,93	0,19	0,07	0,10	-0,11	0,75	-0,31	29,860	53,52	-0,18	-0,43
29,880	29,880	29,880	40,33	35,08	0,19	0,09	0,09	-0,12	0,76	-0,44	29,880	53,14	-0,19	-0,43
29,900	29,900	29,900	40,71	35,27	0,19	0,10	0,08	0,11	0,54	-0,21	29,900	52,75	-0,20	-0,43
29,920	29,920	29,920	41,08	35,47	0,19	0,11	0,08	0,11	0,42	-0,19	29,920	52,34	-0,21	-0,44
29,940	29,940	29,940	41,48	35,69	0,19	0,12	0,07	4,30E-13	0,53	-0,54	29,940	51,91	-0,22	-0,33
29,960	29,960	29,960	41,86	35,93	0,19	0,13	0,06	4,30E-13	0,65	-0,44	29,960	51,46	-0,22	-0,21
29,980	29,980	29,980	42,25	36,21	0,19	0,14	0,05	-3,47E-14	0,54	-0,31	29,980	51,02	-0,23	-0,32
30,000	30,000	30,000	42,63	36,50	0,19	0,15	0,04	0,01	0,43	-0,54	30,000	50,55	-0,24	-0,33
30,020	30,020	30,020	43,03	36,81	0,19	0,16	0,03	-0,10	0,43	-0,54	30,020	50,07	-0,24	-0,22
30,040	30,040	30,040	43,41	37,13	0,19	0,17	0,02	-0,21	0,43	-0,43	30,040	49,59	-0,24	-0,22
30,060	30,060	30,060	43,79	37,48	0,19	0,18	0,01	-0,22	0,43	-0,43	30,060	49,09	-0,25	-0,11
30,080	30,080	30,080	44,15	37,84	0,18	0,18	0,00	-0,11	0,43	-0,42	30,080	48,59	-0,25	-0,10
30,100	30,100	30,100	44,51	38,21	0,18	0,19	0,00	-0,10	0,44	-0,53	30,100	48,09	-0,25	-0,22
30,120	30,120	30,120	44,87	38,61	0,18	0,20	-0,02	-0,21	0,33	-0,66	30,120	47,58	-0,26	-0,12
30,140	30,140	30,140	45,21	39,02	0,17	0,21	-0,03	-0,21	0,10	-0,44	30,140	47,06	-0,26	-3,47E-14
30,160	30,160	30,160	45,56	39,43	0,17	0,21	-0,03	-0,31	0,21	-0,30	30,160	46,54	-0,26	3,47E-14
30,180	30,180	30,180	45,89	39,84	0,16	0,21	-0,04	-0,44	0,34	-0,65	30,180	46,03	-0,26	-0,01
30,200	30,200	30,200	46,20	40,29	0,15	0,22	-0,06	-0,34	0,01	-0,66	30,200	45,51	-0,26	0,11
30,220	30,220	30,220	46,49	40,72	0,15	0,21	-0,07	-0,10	-0,12	-0,42	30,220	44,99	-0,25	0,11
30,240	30,240	30,240	46,78	41,15	0,15	0,21	-0,08	-0,19	0,10	-0,54	30,240	44,50	-0,25	0,10
30,260	30,260	30,260	47,08	41,58	0,14	0,22	-0,09	-0,54	0,23	-0,55	30,260	43,98	-0,25	0,22
30,280	30,280	30,280	47,34	42,03	0,12	0,22	-0,10	-0,44	0,01	-0,43	30,280	43,50	-0,25	0,10
30,300	30,300	30,300	47,58	42,47	0,12	0,22	-0,11	-0,20	-0,22	-0,42	30,300	43,00	-0,25	0,21
30,320	30,320	30,320	47,82	42,90	0,12	0,21	-0,12	-0,42	-0,11	-0,53	30,320	42,51	-0,24	0,33
30,340	30,340	30,340	48,04	43,33	0,10	0,22	-0,13	-0,55	-0,10	-0,66	30,340	42,05	-0,23	0,21
30,360	30,360	30,360	48,23	43,76	0,09	0,21	-0,14	-0,31	-0,21	-0,44	30,360	41,58	-0,23	0,32
30,380	30,380	30,380	48,42	44,18	0,09	0,21	-0,15	-0,42	-0,21	-0,32	30,380	41,13	-0,22	0,44
30,400	30,400	30,400	48,60	44,59	0,08	0,20	-0,15	-0,54	-0,32	-0,43	30,400	40,70	-0,21	0,34
30,420	30,420	30,420	48,74	44,99	0,07	0,19	-0,16	-0,43	-0,32	-0,43	30,420	40,29	-0,21	0,08
30,440	30,440	30,440	48,88	45,37	0,06	0,19	-0,17	-0,43	-0,31	-0,44	30,440	39,88	-0,21	0,52
30,460	30,460	30,460	48,98	45,75	0,05	0,18	-0,18	-0,43	-0,44	-0,32	30,460	39,46	-0,19	0,89
30,480	30,480	30,480	49,08	46,09	0,04	0,17	-0,18	-0,42	-0,32	-0,32	30,480	39,13	-0,17	0,43
30,500	30,500	30,500	49,15	46,44	0,04	0,17	-0,19	-0,53	-0,31	-0,33	30,500	38,77	-0,17	0,43
30,520	30,520	30,520	49,23	46,76	0,02	0,16	-0,20	-0,66	-0,53	-0,21	30,520	38,46	-0,16	0,44
30,540	30,540	30,540	49,24	47,07	0,01	0,15	-0,20	-0,43	-0,65	-0,32	30,540	38,15	-0,15	0,31
30,560	30,560	30,560	49,26	47,35	0,01	0,13	-0,21	-0,41	-0,54	-0,33	30,560	37,86	-0,14	0,64
30,580	30,580	30,580	49,26	47,61	-0,01	0,13	-0,21	-0,65	-0,41	-0,22	30,580	37,58	-0,13	0,76
30,600	30,600	30,600	49,23	47,85	-0,02	0,12	-0,22	-0,55	-0,64	-0,23	30,600	37,35	-0,11	0,54
30,620	30,620	30,620	49,18	48,08	-0,03	0,10	-0,22	-0,43	-0,77	-2,74E-4	30,620	37,13	-0,10	0,53
30,640	30,640	30,640	49,11	48,25	-0,04	0,09	-0,22	-0,43	-0,54	0,01	30,640	36,94	-0,09	0,65
30,660	30,660	30,660	49,03	48,43	-0,05	0,08	-0,22	-0,43	-0,53	-0,22	30,660	36,76	-0,08	0,65
30,680	30,680	30,680	48,93	48,56	-0,06	0,07	-0,23	-0,43	-0,64	-0,11	30,680	36,63	-0,07	0,65
30,700	30,700	30,700	48,81	48,69	-0,06	0,05	-0,23	-0,42	-0,75	-0,01	30,700	36,50	-0,05	0,65
30,720	30,720	30,720	48,67	48,78	-0,07	0,04	-0,23	-0,54	-0,77	0,11	30,720	36,42	-0,04	0,65
30,740	30,740	30,740	48,52	48,83	-0,09	0,02	-0,22	-0,55	-0,53	2,86E-4	30,740	36,35	-0,03	0,65
30,760	30,760	30,760	48,33	48,86	-0,09	0,01	-0,23	-0,43	-0,63	-0,02	30,760	36,31	-0,01	0,65
30,780	30,780	30,780	48,14	48,88	-0,10	0,00	-0,22	-0,44	-0,87	0,33	30,780	36,29	-6,81E-4	0,64
30,800	30,800	30,800	47,92	48,85	-0,11	-0,02	-0,22	-0,32	-0,76	0,22	30,800	36,31	0,01	0,64
30,820	30,820	30,820	47,70	48,80	-0,12	-0,03	-0,22	-0,32	-0,65	0,10	30,820	36,34	0,03	0,64
30,840	30,840	30,840	47,46	48,72	-0,12	-0,05	-0,21	-0,44	-0,53	0,22	30,840	36,41	0,04	0,75
30,860	30,860	30,860	47,20	48,62	-0,13	-0,05	-0,21	-0,32	-0,64	0,21	30,860	36,49	0,06	0,76
30,880	30,880	30,880	46,92	48,50	-0,14	-0,07	-0,20	-0,32	-0,77	0,32	30,880	36,63	0,07	0,54
30,900	30,900	30,900	46,65	48,33	-0,15	-0,09	-0,19	-0,44	-0,53	0,43	30,900	36,76	0,08	0,53
30,920	30,920	30,920	46,34	48,16	-0,15	-0,09	-0,19	-0,33	-0,65	0,44	30,920	36,94	0,09	0,64
30,940	30,940	30,940	46,03	47,95	-0,16	-0,11	-0,18	-0,22	-0,65	0,20	30,940	37,12	0,10	0,65
30,960	30,960	30,960	45,70	47,71	-0,16	-0,12	-0,18	-0,21	-0,53	0,41	30,960	37,35	0,12	0,54
30,980	30,980	30,980	45,38	47,47	-0,17	-0,13	-0,16	-0,32	-0,66	0,88	30,980	37,59	0,12	0,53
31,000	31,000	31,000	45,04	47,18	-0,18	-0,15	-0,14	-0,34	-0,43	0,55	31,000	37,84	0,14	0,65
31,020	31,020	31,020	44,67	46,89	-0,18	-0,15	-0,14	-0,11	-0,42	0,20	31,020	38,13	0,15	0,54
31,040	31,040	31,040	44,31	46,58	-0,18	-0,16	-0,13	-0,11	-0,66	0,52	31,040	38,44	0,16	0,54
31,060	31,060	31,060	43,95	46,24	-0,18	-0,18	-0,12	-0,11	-0,44	0,98	31,060	38,77	0,17	0,55
31,080	31,080	31,080	43,57	45,88	-0,19	-0,18	-0,09	0,01	-0,32	0,67	31,080	39,13	0,18	0,32
31,100	31,100	31,100	43,21	45,52	-0,18	-0,19	-0,09	-0,22	-0,44	0,20	31,100	39,49	0,18	0,42
31,120	31,120	31,120	42,84	45,12	-0,19	-0,20	-0,09	-0,23	-0,33	0,63	31,120	39,86	0,20	0,55
31,140	31,140	31,140	42,44	44,73	-0,19	-0,20	-0,07	0,01	-0,22	1,09	31,140	40,28	0,21	0,32
31,160	31,160	31,160	42,06	44,32	-0,19	-0,21	-0,04	-0,11	-0,21	0,76	31,160	40,69	0,21	0,32
31,180	31,180	31,180	41,67	43,90	-0,20	-0,21	-0,04	-0,01	-0,33	0,53	31,180	41,12	0,22	0,44
31,200	31,200	31,200	41,27	43,48	-0,19	-0,22	-0,02	0,23	-0,23	0,64	31,200	41,56	0,23	0,33
31,220	31,220	31,220	40,89	43,03	-0,19	-0,22	-0,01	0,01	0,01	0,75	31,220	42,03	0,23	0,21
31,240	31,240	31,240	40,51	42,60	-0,19	-0,22	0,01	-0,13	-0,22	0,86	31,240	42,49	0,24	0,32
31,260	31,260	31,260	40,12	42,15	-0,19	-0,23	0,03	0,22	-0,24	0,76	31,260	42,97	0,24	0,34
31,280	31,280	31,280	39,74	41,69	-0,19	-0,23	0,04	0,23	0,22	0,64	31,280	43,47	0,25	0,11
31,300	31,300	31,300	39,38	41,24	-0,18	-0,22	0,05	-0,01	0,23	0,75	31,300	43,97	0,25	0,10
31,320	31,320	31,320	39,00	40,81	-0,19	-0,22	0,07	0,10	-0,11	0,76	31,320	44,46	0,25	0,22
31,340	31,340	31,340	38,63	40,36	-0,18	-0,22	0,08	0,21	-0,12	0,65	31,340	44,98	0,26	0,11
31,360	31,360	31,360	38,27	39,91	-0,18	-0,22	0,09	0,32	0,10	0,54	31,360	45,49	0,26	0,00
31,380	31,380	31,380	37,93	39,46	-0,17	-0,22	0,10	0,33	0,32	0,51	31,380	46,01	0,26	-6,76E-13
31,400	31,400	31,400	37,60	39,03	-0,16	-0,21	0,11	0,10	0,33	1,18	31,400	46,53	0,26	0,01
31,420	31,420	31,420	37,27	38,62	-0,16	-0,21	0,15	0,20	0,21	1,22	31,420	47,04	0,26	-0,11
31,440	31,440	31,440	36,94	38,21	-0,16	-0,20	0,16	0,44	0,32	0,43	31,440	47,56	0,25	-0,11
31,460	31,460	31,460	36,65	37,81	-0,15	-0,19	0,17	0,32	0,32	0,42	31,460	48,06	0,25	-0,10
31,480	31,480	31,480	36,36	37,43	-0,14	-0,19	0,18	0,32	0,31	0,53	31,480	48,57	0,25	-0,22
31,500	31,500	31,500	36,08	37,05	-0,13	-0,18	0,19	0,32	0,54	0,64	31,500	49,05	0,24	-0,11
31,520	31,520	31,520	35,82	36,71	-0,13	-0,17	0,21	0,31	0,54	0,65	31,520	49,55	0,25	-0,10
31,540	31,540	31,540	35,56	36,38	-0,12	-0,16	0,21	0,54	0,43	0,53	31,540	50,03	0,24	-0,21
31,560	31,560	31,560	35,34	36,07	-0,11	-0,15	0,23	0,44	0,43	0,66	31,560	50,52	0,24	-0,32
31,580	31,580	31,580	35,13	35,77	-0,10	-0,14	0,24	0,20	0,53	0,43	31,580	50,98	0,23	-0,32
31,600	31,600	31,600	34,93	35,50	-0,10	-0,13	0,24	0,42	0,65	0,32	31,600	51,43	0,22	-0,31
31,620	31,620	31,620	34,73	35,25	-0,09	-0,12	0,25	0,54	0,54	0,43	31,620	51,88	0,22	-0,44
31,640	31,640	31,640	34,58	35,03	-0,08	-0,11	0,26	0,42	0,53	0,43	31,640	52,29	0,21	-0,32
31,660	31,660	31,660	34,42	34,82	-0,07	-0,10	0,27	0,54	0,75	0,44	31,660	52,70	0,20	-0,31
31,680	31,680	31,680	34,30	34,65	-0,06	-0,08	0,28	0,55	0,76	0,33	31,680	53,10	0,19	-0,43
31,700	31,700	31,700	34,20	34,51	-0,05	-0,06	0,28	0,32	0,54	0,21	31,700	53,48	0,19	-0,43
31,720	31,720	31,720	34,11	34,39	-0,04	-0,06	0,29	0,42	0,53	0,22	31,720	53,84	0,18	-0,42
31,740	31,740	31,740	34,02	34,28	-0,03	-0,04	0,29	0,65	0,75	0,11	31,740	54,19	0,17	-0,54
31,760	31,760	31,760	33,99	34,21	-0,02	-0,03	0,29	0,54	0,75	0,10	31,760	54,52	0,16	-0,55
31,780	31,780	31,780	33,95	34,18	-0,01	-0,01	0,30	0,43	0,75	0,23	31,780	54,81	0,15	-0,41
31,800	31,800	31,800	33,95	34,16	-4,24E-4	0,00	0,30	0,43	0,76	0,01	31,800	55,11	0,14	-0,64
31,820	31,820	31,820	33,95	34,19	0,01	0,02	0,30	0,42	0,64	-0,11	31,820	55,37	0,12	-0,66
31,840	31,840	31,840	33,99	34,22	0,02	0,03	0,30	0,53	0,64	0,01	31,840	55,59	0,11	-0,41
31,860	31,860	31,860	34,02	34,31	0,03	0,04	0,30	0,66	0,64	-0,10	31,860	55,82	0,10	-0,64
31,880	31,880	31,880	34,10	34,39	0,04	0,06	0,29	0,43	0,76	-0,21	31,880	56,01	0,09	-0,77
31,900	31,900	31,900	34,19	34,53	0,05	0,07	0,29	0,42	0,65	-0,22	31,900	56,16	0,07	-0,54
31,920	31,920	31,920	34,29	34,68	0,06	0,08	0,28	0,54	0,53	-0,10	31,920	56,30	0,07	-0,52
31,940	31,940	31,940	34,43	34,85	0,07	0,09	0,28	0,43	0,75	-0,20	31,940	56,43	0,05	-0,75
31,960	31,960	31,960	34,56	35,06	0,08	0,11	0,28	0,43	0,76	-0,44	31,960	56,51	0,04	-0,77
31,980	31,980	31,980	34,74	35,30	0,09	0,12	0,27	0,43	0,54	-0,32	31,980	56,57	0,02	-0,54
32,000	32,000	32,000	34,91	35,56	0,09	0,13	0,26	0,43	0,42	-0,31	32,000	56,60	0,01	-0,52
32,020	32,020	32,020	35,11	35,83	0,10	0,14	0,25	0,42	0,54	-0,53	32,020	56,62	0,00	-0,75
32,040	32,040	32,040	35,32	36,12	0,11	0,15	0,24	0,54	0,54	-0,66	32,040	56,61	-0,02	-0,76
32,060	32,060	32,060	35,56	36,45	0,12	0,16	0,23	0,44	0,42	-0,43	32,060	56,56	-0,03	-0,65
32,080	32,080	32,080	35,81	36,77	0,13	0,17	0,22	0,21	0,54	-0,49	32,080	56,49	-0,04	-0,54
32,100	32,100	32,100	36,07	37,13	0,13	0,18	0,21	0,32	0,55	0,42	32,100	56,39	-0,05	-0,52
32,120	32,120	32,120	36,35	37,51	0,14	0,19	0,24	0,32	0,33	0,59	32,120	56,29	-0,06	-0,76
32,140	32,140	32,140	36,64	37,90	0,15	0,20	0,23	0,32	0,21	-0,19	32,140	56,14	-0,08	-0,65
