Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
116,900	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	116,900	2,735	0,016	0,157	0,0653	3,750E-4	0,004	18,0	0,18
116,950	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	116,950	2,736	0,016	-0,157	0,0653	3,750E-4	-0,004	18,1	0,18
117,000	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,000	2,736	0,000	-0,157	0,0653	0,000	-0,004	18,0	0,18
117,050	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,050	2,736	0,000	0,000	0,0653	0,000	0,000	18,0	0,18
117,100	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,100	2,736	0,000	0,000	0,0653	0,000	0,000	17,8	0,18
117,150	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,150	2,736	0,000	0,000	0,0653	0,000	0,000	17,7	0,18
117,200	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,200	2,736	0,000	0,000	0,0653	0,000	0,000	17,6	0,18
117,250	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,250	2,736	0,000	0,000	0,0653	0,000	0,000	17,5	0,17
117,300	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,300	2,736	0,000	0,000	0,0653	0,000	0,000	17,4	0,17
117,350	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,350	2,736	0,000	0,157	0,0653	0,000	0,004	17,4	0,17
117,400	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,400	2,736	0,016	0,157	0,0653	3,750E-4	0,004	17,3	0,17
117,450	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,450	2,738	0,016	-0,157	0,0654	3,750E-4	-0,004	17,3	0,17
117,500	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,500	2,738	0,000	-0,157	0,0654	0,000	-0,004	17,1	0,17
117,550	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,550	2,738	0,000	0,000	0,0654	0,000	0,000	16,9	0,17
117,600	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,600	2,738	0,000	0,000	0,0654	0,000	0,000	16,9	0,17
117,650	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,650	2,738	0,000	0,157	0,0654	0,000	0,004	16,8	0,17
117,700	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,700	2,738	0,016	0,157	0,0654	3,750E-4	0,004	16,5	0,16
117,750	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,750	2,739	0,016	-0,157	0,0654	3,750E-4	-0,004	16,5	0,17
117,800	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,800	2,739	0,000	-0,157	0,0654	0,000	-0,004	16,4	0,16
117,850	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,850	2,739	0,000	0,000	0,0654	0,000	0,000	16,1	0,16
117,900	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,900	2,739	0,000	0,000	0,0654	0,000	0,000	15,9	0,16
117,950	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	117,950	2,739	0,000	0,000	0,0654	0,000	0,000	15,8	0,16
118,000	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,000	2,739	0,000	0,157	0,0654	0,000	0,004	15,7	0,16
118,050	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,050	2,739	0,016	0,157	0,0654	3,750E-4	0,004	15,5	0,15
118,100	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,100	2,741	0,016	-0,157	0,0654	3,750E-4	-0,004	15,4	0,15
118,150	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,150	2,741	0,000	-0,157	0,0654	0,000	-0,004	15,2	0,15
118,200	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,200	2,741	0,000	0,000	0,0654	0,000	0,000	15,0	0,15
118,250	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,250	2,741	0,000	0,157	0,0654	0,000	0,004	14,9	0,15
118,300	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,300	2,741	0,016	0,157	0,0654	3,750E-4	0,004	14,5	0,14
118,350	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,350	2,743	0,016	-0,157	0,0655	3,750E-4	-0,004	14,3	0,14
118,400	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,400	2,743	0,000	-0,157	0,0655	0,000	-0,004	14,0	0,14
118,450	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,450	2,743	0,000	0,000	0,0655	0,000	0,000	14,0	0,14
118,500	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,500	2,743	0,000	0,000	0,0655	0,000	0,000	14,0	0,14
118,550	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,550	2,743	0,000	0,000	0,0655	0,000	0,000	13,8	0,14
118,600	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,600	2,743	0,000	0,000	0,0655	0,000	0,000	13,8	0,14
118,650	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,650	2,743	0,000	0,000	0,0655	0,000	0,000	13,7	0,14
118,700	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,700	2,743	0,000	0,000	0,0655	0,000	0,000	13,8	0,14
118,750	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,750	2,743	0,000	0,000	0,0655	0,000	0,000	13,7	0,14
118,800	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,800	2,743	0,000	0,157	0,0655	0,000	0,004	13,1	0,13
118,850	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,850	2,743	0,016	0,157	0,0655	3,750E-4	0,004	13,0	0,13
118,900	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,900	2,744	0,016	-0,157	0,0655	3,750E-4	-0,004	12,8	0,13
118,950	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	118,950	2,744	0,000	-0,157	0,0655	0,000	-0,004	12,6	0,13
119,000	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,000	2,744	0,000	0,000	0,0655	0,000	0,000	12,4	0,12
119,050	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,050	2,744	0,000	0,000	0,0655	0,000	0,000	12,2	0,12
119,100	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,100	2,744	0,000	0,157	0,0655	0,000	0,004	12,0	0,12
119,150	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,150	2,744	0,016	0,157	0,0655	3,750E-4	0,004	11,9	0,12
119,200	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,200	2,746	0,016	-0,157	0,0656	3,750E-4	-0,004	11,7	0,12
119,250	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,250	2,746	0,000	-0,157	0,0656	0,000	-0,004	11,4	0,11
119,300	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,300	2,746	0,000	0,000	0,0656	0,000	0,000	11,2	0,11
119,350	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,350	2,746	0,000	0,000	0,0656	0,000	0,000	11,1	0,11
119,400	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,400	2,746	0,000	0,000	0,0656	0,000	0,000	10,8	0,11
119,450	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,450	2,746	0,000	0,157	0,0656	0,000	0,004	10,8	0,11
119,500	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,500	2,746	0,016	0,157	0,0656	3,750E-4	0,004	10,4	0,10
119,550	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,550	2,747	0,016	-0,157	0,0656	3,750E-4	-0,004	10,3	0,10
119,600	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,600	2,747	0,000	-0,157	0,0656	0,000	-0,004	10,2	0,10
119,650	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,2	0,00	119,650	2,747	0,000	0,000	0,0656	0,000	0,000	10,1	0,10
119,700	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,700	2,747	0,000	0,000	0,0656	0,000	0,000	9,9	0,10
119,750	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,750	2,747	0,000	0,000	0,0656	0,000	0,000	9,8	0,10
119,800	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,800	2,747	0,000	0,000	0,0656	0,000	0,000	9,6	0,10
119,850	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,850	2,747	0,000	0,000	0,0656	0,000	0,000	9,6	0,10
119,900	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,900	2,747	0,000	0,000	0,0656	0,000	0,000	9,6	0,10
119,950	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	119,950	2,747	0,000	0,000	0,0656	0,000	0,000	9,4	0,09
120,000	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	120,000	2,747	0,000	0,000	0,0656	0,000	0,000	9,4	0,09
120,050	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	120,050	2,747	0,000	0,000	0,0656	0,000	0,000	9,3	0,09
120,100	-5,281	0,000	0,000	-0,1261	0,000	0,000	0,3	0,00	120,100	2,747	0,000	0,157	0,0656	0,000	0,004	9,3	0,09
120,150	-5,281	0,000		-0,1261	0,000		0,3	0,00	120,150	2,747	0,016	0,157	0,0656	3,750E-4	0,004	9,0	0,09
									120,200	2,749	0,016	-0,157	0,0656	3,750E-4	-0,004	8,9	0,09
									120,250	2,749	0,000	-0,157	0,0656	0,000	-0,004	8,6	0,09
									120,300	2,749	0,000	0,000	0,0656	0,000	0,000	8,5	0,08
									120,350	2,749	0,000	0,000	0,0656	0,000	0,000	8,5	0,09
									120,400	2,749	0,000	0,000	0,0656	0,000	0,000	8,3	0,08
									120,450	2,749	0,000	0,000	0,0656	0,000	0,000	8,1	0,08
									120,500	2,749	0,000	0,157	0,0656	0,000	0,004	7,9	0,08
									120,550	2,749	0,016	0,157	0,0656	3,750E-4	0,004	7,7	0,08
									120,600	2,750	0,016	-0,157	0,0657	3,750E-4	-0,004	7,6	0,08
									120,650	2,750	0,000	-0,157	0,0657	0,000	-0,004	7,5	0,07
									120,700	2,750	0,000	0,000	0,0657	0,000	0,000	7,4	0,07
									120,750	2,750	0,000	0,000	0,0657	0,000	0,000	7,1	0,07
									120,800	2,750	0,000	0,000	0,0657	0,000	0,000	6,9	0,07
									120,850	2,750	0,000	0,157	0,0657	0,000	0,004	6,9	0,07
									120,900	2,750	0,016	0,157	0,0657	3,750E-4	0,004	6,8	0,07
									120,950	2,752	0,016	-0,157	0,0657	3,750E-4	-0,004	6,8	0,07
									121,000	2,752	0,000	-0,157	0,0657	0,000	-0,004	6,8	0,07
									121,050	2,752	0,000	0,000	0,0657	0,000	0,000	6,6	0,07
									121,100	2,752	0,000	0,000	0,0657	0,000	0,000	6,6	0,07
									121,150	2,752	0,000	0,000	0,0657	0,000	0,000	6,7	0,07
									121,200	2,752	0,000	0,000	0,0657	0,000	0,000	6,5	0,06
									121,250	2,752	0,000	0,000	0,0657	0,000	0,000	6,4	0,06
									121,300	2,752	0,000	0,157	0,0657	0,000	0,004	5,6	0,06
									121,350	2,752	0,016	0,157	0,0657	3,750E-4	0,004	5,2	0,05
									121,400	2,754	0,016	-0,157	0,0657	3,750E-4	-0,004	5,1	0,05
									121,450	2,754	0,000	-0,157	0,0657	0,000	-0,004	5,1	0,05
									121,500	2,754	0,000	0,000	0,0657	0,000	0,000	5,2	0,05
									121,550	2,754	0,000	0,000	0,0657	0,000	0,000	5,1	0,05
									121,600	2,754	0,000	0,000	0,0657	0,000	0,000	5,1	0,05
									121,650	2,754	0,000	0,000	0,0657	0,000	0,000	5,1	0,05
									121,700	2,754	0,000	0,000	0,0657	0,000	0,000	5,0	0,05
									121,750	2,754	0,000	0,000	0,0657	0,000	0,000	5,0	0,05
									121,800	2,754	0,000	0,157	0,0657	0,000	0,004	4,8	0,05
									121,850	2,754	0,016	0,157	0,0657	3,750E-4	0,004	4,7	0,05
									121,900	2,755	0,016	-0,157	0,0658	3,750E-4	-0,004	4,6	0,05
									121,950	2,755	0,000	-0,157	0,0658	0,000	-0,004	4,4	0,04
									122,000	2,755	0,000	0,000	0,0658	0,000	0,000	4,3	0,04
									122,050	2,755	0,000	0,000	0,0658	0,000	0,000	4,2	0,04
									122,100	2,755	0,000	0,157	0,0658	0,000	0,004	4,0	0,04
									122,150	2,755	0,016	0,157	0,0658	3,750E-4	0,004	3,9	0,04
									122,200	2,757	0,016	-0,157	0,0658	3,750E-4	-0,004	3,8	0,04
									122,250	2,757	0,000	-0,157	0,0658	0,000	-0,004	3,6	0,04
									122,300	2,757	0,000	0,000	0,0658	0,000	0,000	3,6	0,04
									122,350	2,757	0,000	0,000	0,0658	0,000	0,000	3,5	0,03
									122,400	2,757	0,000	0,000	0,0658	0,000	0,000	3,4	0,03
									122,450	2,757	0,000	0,157	0,0658	0,000	0,004	3,4	0,03
									122,500	2,757	0,016	0,157	0,0658	3,750E-4	0,004	3,3	0,03
									122,550	2,758	0,016	-0,157	0,0659	3,750E-4	-0,004	3,3	0,03
									122,600	2,758	0,000	-0,157	0,0659	0,000	-0,004	3,3	0,03
									122,650	2,758	0,000	0,000	0,0659	0,000	0,000	3,3	0,03
									122,700	2,758	0,000	0,000	0,0659	0,000	0,000	3,3	0,03
									122,750	2,758	0,000	0,000	0,0659	0,000	0,000	3,3	0,03
									122,800	2,758	0,000	0,000	0,0659	0,000	0,000	3,3	0,03
									122,850	2,758	0,000	0,000	0,0659	0,000	0,000	3,2	0,03
									122,900	2,758	0,000	0,000	0,0659	0,000	0,000	3,1	0,03
									122,950	2,758	0,000	0,000	0,0659	0,000	0,000	3,1	0,03
									123,000	2,758	0,000	0,000	0,0659	0,000	0,000	3,1	0,03
									123,050	2,758	0,000	0,000	0,0659	0,000	0,000	3,0	0,03
									123,100	2,758	0,000	0,000	0,0659	0,000	0,000	3,0	0,03
									123,150	2,758	0,000	0,000	0,0659	0,000	0,000	2,9	0,03
									123,200	2,758	0,000	0,000	0,0659	0,000	0,000	2,9	0,03
									123,250	2,758	0,000	0,157	0,0659	0,000	0,004	2,9	0,03
									123,300	2,758	0,016	0,157	0,0659	3,750E-4	0,004	2,8	0,03
									123,350	2,760	0,016	-0,157	0,0659	3,750E-4	-0,004	2,8	0,03
									123,400	2,760	0,000	-0,157	0,0659	0,000	-0,004	2,7	0,03
									123,450	2,760	0,000	0,000	0,0659	0,000	0,000	2,6	0,03
									123,500	2,760	0,000	0,000	0,0659	0,000	0,000	2,6	0,03
									123,550	2,760	0,000	0,000	0,0659	0,000	0,000	2,6	0,03
									123,600	2,760	0,000	0,157	0,0659	0,000	0,004	2,4	0,02
									123,650	2,760	0,016	0,157	0,0659	3,750E-4	0,004	2,3	0,02
									123,700	2,761	0,016	-0,157	0,0659	3,750E-4	-0,004	2,3	0,02
									123,750	2,761	0,000	-0,157	0,0659	0,000	-0,004	2,2	0,02
									123,800	2,761	0,000	0,000	0,0659	0,000	0,000	2,2	0,02
									123,850	2,761	0,000	0,000	0,0659	0,000	0,000	2,1	0,02
									123,900	2,761	0,000	0,157	0,0659	0,000	0,004	2,1	0,02
									123,950	2,761	0,016	0,157	0,0659	3,750E-4	0,004	2,0	0,02
									124,000	2,763	0,016	-0,157	0,0660	3,750E-4	-0,004	2,0	0,02
									124,050	2,763	0,000	-0,157	0,0660	0,000	-0,004	1,9	0,02
									124,100	2,763	0,000	0,000	0,0660	0,000	0,000	1,9	0,02
									124,150	2,763	0,000	0,000	0,0660	0,000	0,000	1,9	0,02
									124,200	2,763	0,000	0,000	0,0660	0,000	0,000	1,8	0,02
									124,250	2,763	0,000	0,157	0,0660	0,000	0,004	1,8	0,02
									124,300	2,763	0,016	0,157	0,0660	3,750E-4	0,004	1,7	0,02
									124,350	2,765	0,016	-0,157	0,0660	3,750E-4	-0,004	1,7	0,02
									124,400	2,765	0,000	-0,157	0,0660	0,000	-0,004	1,6	0,02
									124,450	2,765	0,000	0,157	0,0660	0,000	0,004	1,6	0,02
									124,500	2,765	0,016	0,157	0,0660	3,750E-4	0,004	1,6	0,02
									124,550	2,766	0,016	-0,157	0,0660	3,750E-4	-0,004	1,6	0,02
									124,600	2,766	0,000	-0,157	0,0660	0,000	-0,004	1,5	0,01
									124,650	2,766	0,000	0,000	0,0660	0,000	0,000	1,5	0,01
									124,700	2,766	0,000	0,157	0,0660	0,000	0,004	1,5	0,01
									124,750	2,766	0,016	0,157	0,0660	3,750E-4	0,004	1,4	0,01
									124,800	2,768	0,016	-0,157	0,0661	3,750E-4	-0,004	1,4	0,01
									124,850	2,768	0,000	-0,157	0,0661	0,000	-0,004	1,4	0,01
									124,900	2,768	0,000	0,157	0,0661	0,000	0,004	1,4	0,01
									124,950	2,768	0,016	0,157	0,0661	3,750E-4	0,004	1,4	0,01
									125,000	2,769	0,016	-0,157	0,0661	3,750E-4	-0,004	1,3	0,01
									125,050	2,769	0,000	2,231E-14	0,0661	0,000	5,329E-16	1,3	0,01
									125,100	2,769	0,016	0,157	0,0661	3,750E-4	0,004	1,3	0,01
									125,150	2,771	0,016	0,000	0,0662	3,750E-4	0,000	1,3	0,01
									125,200	2,771	0,016	-2,231E-14	0,0662	3,750E-4	-5,329E-16	1,3	0,01
									125,250	2,772	0,016	-2,231E-14	0,0662	3,750E-4	-5,329E-16	1,2	0,01
									125,300	2,772	0,016	2,231E-14	0,0662	3,750E-4	5,329E-16	1,2	0,01
									125,350	2,774	0,016	2,231E-14	0,0662	3,750E-4	5,329E-16	1,2	0,01
									125,400	2,774	0,016	0,000	0,0662	3,750E-4	0,000	1,2	0,01
									125,450	2,776	0,016	-0,157	0,0663	3,750E-4	-0,004	1,2	0,01
									125,500	2,776	0,000	-0,157	0,0663	0,000	-0,004	1,2	0,01
									125,550	2,776	0,000	0,000	0,0663	0,000	0,000	1,2	0,01
									125,600	2,776	0,000	0,000	0,0663	0,000	0,000	1,2	0,01
									125,650	2,776	0,000	0,000	0,0663	0,000	0,000	1,2	0,01
									125,700	2,776	0,000	0,000	0,0663	0,000	0,000	1,2	0,01
									125,750	2,776	0,000	0,000	0,0663	0,000	0,000	1,2	0,01
									125,800	2,776	0,000	0,157	0,0663	0,000	0,004	1,2	0,01
									125,850	2,776	0,016	0,157	0,0663	3,750E-4	0,004	1,2	0,01
									125,900	2,777	0,016	-0,157	0,0663	3,750E-4	-0,004	1,2	0,01
									125,950	2,777	0,000	-2,231E-14	0,0663	0,000	-5,329E-16	1,2	0,01
									126,000	2,777	0,016	0,157	0,0663	3,750E-4	0,004	1,2	0,01
									126,050	2,779	0,016	-0,157	0,0663	3,750E-4	-0,004	1,1	0,01
									126,100	2,779	0,000	-0,157	0,0663	0,000	-0,004	1,1	0,01
									126,150	2,779	0,000	0,157	0,0663	0,000	0,004	1,1	0,01
									126,200	2,779	0,016	0,157	0,0663	3,750E-4	0,004	1,1	0,01
									126,250	2,780	0,016	-0,157	0,0664	3,750E-4	-0,004	1,1	0,01
									126,300	2,780	0,000	-0,157	0,0664	0,000	-0,004	1,1	0,01
									126,350	2,780	0,000	0,000	0,0664	0,000	0,000	1,1	0,01
									126,400	2,780	0,000	0,000	0,0664	0,000	0,000	1,1	0,01
									126,450	2,780	0,000	0,000	0,0664	0,000	0,000	1,1	0,01
									126,500	2,780	0,000	0,157	0,0664	0,000	0,004	1,1	0,01
									126,550	2,780	0,016	0,157	0,0664	3,750E-4	0,004	1,1	0,01
									126,600	2,782	0,016	-0,157	0,0664	3,750E-4	-0,004	1,1	0,01
									126,650	2,782	0,000	0,000	0,0664	0,000	0,000	1,0	0,01
									126,700	2,782	0,016	0,157	0,0664	3,750E-4	0,004	1,0	0,01
									126,750	2,783	0,016	-0,157	0,0665	3,750E-4	-0,004	1,0	0,01
									126,800	2,783	0,000	-0,157	0,0665	0,000	-0,004	1,0	0,01
									126,850	2,783	0,000	0,157	0,0665	0,000	0,004	1,0	0,01
									126,900	2,783	0,016	0,157	0,0665	3,750E-4	0,004	1,0	0,01
									126,950	2,785	0,016	-0,157	0,0665	3,750E-4	-0,004	1,0	0,01
									127,000	2,785	0,000	-0,157	0,0665	0,000	-0,004	1,0	0,01
									127,050	2,785	0,000	0,157	0,0665	0,000	0,004	1,0	0,01
									127,100	2,785	0,016	0,157	0,0665	3,750E-4	0,004	1,0	0,01
									127,150	2,787	0,016	-0,157	0,0665	3,750E-4	-0,004	1,0	0,01
									127,200	2,787	0,000	-0,157	0,0665	0,000	-0,004	1,0	0,01
									127,250	2,787	0,000	0,157	0,0665	0,000	0,004	1,0	0,01
									127,300	2,787	0,016	0,157	0,0665	3,750E-4	0,004	1,0	0,01
									127,350	2,788	0,016	-0,157	0,0666	3,750E-4	-0,004	1,0	0,01
									127,400	2,788	0,000	-0,157	0,0666	0,000	-0,004	1,0	0,01
									127,450	2,788	0,000	0,157	0,0666	0,000	0,004	1,0	0,01
									127,500	2,788	0,016	0,157	0,0666	3,750E-4	0,004	1,0	0,01
									127,550	2,790	0,016	-0,157	0,0666	3,750E-4	-0,004	1,0	0,01
									127,600	2,790	0,000	2,231E-14	0,0666	0,000	5,329E-16	1,0	0,01
									127,650	2,790	0,016	0,157	0,0666	3,750E-4	0,004	1,0	0,01
									127,700	2,791	0,016	-0,157	0,0666	3,750E-4	-0,004	1,0	0,01
									127,750	2,791	0,000	-0,157	0,0666	0,000	-0,004	1,0	0,01
									127,800	2,791	0,000	0,157	0,0666	0,000	0,004	1,0	0,01
									127,850	2,791	0,016	0,157	0,0666	3,750E-4	0,004	1,0	0,01
									127,900	2,793	0,016	-0,157	0,0667	3,750E-4	-0,004	1,0	0,01
									127,950	2,793	0,000	-0,157	0,0667	0,000	-0,004	1,0	0,01
									128,000	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,050	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,100	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,150	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,200	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,250	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,300	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,350	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,400	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,450	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,500	2,793	0,000	0,000	0,0667	0,000	0,000	1,0	0,01
									128,550	2,793	0,000	0,157	0,0667	0,000	0,004	1,0	0,01
									128,600	2,793	0,016	0,157	0,0667	3,750E-4	0,004	1,0	0,01
									128,650	2,794	0,016	-0,157	0,0667	3,750E-4	-0,004	1,0	0,01
									128,700	2,794	0,000	-0,157	0,0667	0,000	-0,004	1,0	0,01
									128,750	2,794	0,000	0,157	0,0667	0,000	0,004	1,1	0,01
									128,800	2,794	0,016	0,157	0,0667	3,750E-4	0,004	1,1	0,01
									128,850	2,796	0,016	-0,157	0,0668	3,750E-4	-0,004	1,1	0,01
									128,900	2,796	0,000	-0,157	0,0668	0,000	-0,004	1,1	0,01
									128,950	2,796	0,000	0,000	0,0668	0,000	0,000	1,1	0,01
									129,000	2,796	0,000	0,157	0,0668	0,000	0,004	1,1	0,01
									129,050	2,796	0,016	0,157	0,0668	3,750E-4	0,004	1,1	0,01
									129,100	2,798	0,016	-0,157	0,0668	3,750E-4	-0,004	1,1	0,01
									129,150	2,798	0,000	-0,157	0,0668	0,000	-0,004	1,2	0,01
									129,200	2,798	0,000	0,000	0,0668	0,000	0,000	1,2	0,01
									129,250	2,798	0,000	0,157	0,0668	0,000	0,004	1,2	0,01
									129,300	2,798	0,016	0,157	0,0668	3,750E-4	0,004	1,2	0,01
									129,350	2,799	0,016	-0,157	0,0668	3,750E-4	-0,004	1,2	0,01
									129,400	2,799	0,000	-0,157	0,0668	0,000	-0,004	1,2	0,01
									129,450	2,799	0,000	0,000	0,0668	0,000	0,000	1,3	0,01
									129,500	2,799	0,000	0,000	0,0668	0,000	0,000	1,3	0,01
									129,550	2,799	0,000	0,157	0,0668	0,000	0,004	1,3	0,01
									129,600	2,799	0,016	0,157	0,0668	3,750E-4	0,004	1,3	0,01
									129,650	2,801	0,016	-0,157	0,0669	3,750E-4	-0,004	1,3	0,01
									129,700	2,801	0,000	-0,157	0,0669	0,000	-0,004	1,3	0,01
									129,750	2,801	0,000	0,000	0,0669	0,000	0,000	1,4	0,01
									129,800	2,801	0,000	0,157	0,0669	0,000	0,004	1,4	0,01
									129,850	2,801	0,016	0,157	0,0669	3,750E-4	0,004	1,4	0,01
									129,900	2,802	0,016	-0,157	0,0669	3,750E-4	-0,004	1,5	0,01
									129,950	2,802	0,000	-0,157	0,0669	0,000	-0,004	1,5	0,01
									130,000	2,802	0,000	0,000	0,0669	0,000	0,000	1,5	0,01
									130,050	2,802	0,000	0,000	0,0669	0,000	0,000	1,5	0,02
									130,100	2,802	0,000	0,157	0,0669	0,000	0,004	1,5	0,02
									130,150	2,802	0,016	0,157	0,0669	3,750E-4	0,004	1,5	0,02
									130,200	2,804	0,016	-0,157	0,0669	3,750E-4	-0,004	1,5	0,02
									130,250	2,804	0,000	-0,157	0,0669	0,000	-0,004	1,5	0,02
									130,300	2,804	0,000	0,000	0,0669	0,000	0,000	1,6	0,02
									130,350	2,804	0,000	0,000	0,0669	0,000	0,000	1,6	0,02
									130,400	2,804	0,000	0,000	0,0669	0,000	0,000	1,6	0,02
									130,450	2,804	0,000	0,157	0,0669	0,000	0,004	1,6	0,02
									130,500	2,804	0,016	0,157	0,0669	3,750E-4	0,004	1,7	0,02
									130,550	2,805	0,016	-0,157	0,0670	3,750E-4	-0,004	1,7	0,02
									130,600	2,805	0,000	-0,157	0,0670	0,000	-0,004	1,8	0,02
									130,650	2,805	0,000	0,157	0,0670	0,000	0,004	1,8	0,02
									130,700	2,805	0,016	0,157	0,0670	3,750E-4	0,004	1,8	0,02
									130,750	2,807	0,016	-0,157	0,0670	3,750E-4	-0,004	1,9	0,02
									130,800	2,807	0,000	-0,157	0,0670	0,000	-0,004	1,9	0,02
