4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
4,700	51,78	0,05	-2,88	4,700	49,64	0,12	-0,43	4,700	53,97	0,15	-0,42
4,720	51,66	-0,01	-0,28	4,720	49,86	0,11	-0,43	4,720	54,25	0,13	-0,53
4,740	51,75	0,04	2,26	4,740	50,09	0,10	-0,43	4,740	54,50	0,13	-0,64
4,760	51,82	0,08	0,82	4,760	50,28	0,10	-0,43	4,760	54,75	0,11	-0,76
4,780	52,08	0,07	-1,63	4,780	50,47	0,09	-0,43	4,780	54,94	0,10	-0,63
4,800	52,11	0,02	-1,49	4,800	50,63	0,08	-0,50	4,800	55,13	0,08	-0,85
4,820	52,15	0,01	-0,21	4,820	50,78	0,07	0,55	4,820	55,27	0,06	-0,99
4,840	52,17	0,01	-0,31	4,840	50,89	0,10	0,58	4,840	55,38	0,04	-0,65
4,860	52,19	6,52E-4	-0,43	4,860	51,18	0,09	-1,61	4,860	55,45	0,04	-0,51
4,880	52,17	-0,01	-0,43	4,880	51,25	0,04	-1,60	4,880	55,52	0,02	-0,86
4,900	52,15	-0,02	-0,44	4,900	51,32	0,03	-1,84	4,900	55,54	0,00	-0,87
4,920	52,10	-0,03	-0,24	4,920	51,35	-0,04	-1,90	4,920	55,52	-0,01	-0,74
4,940	52,05	-0,03	-1,39	4,940	51,17	-0,05	0,64	4,940	55,49	-0,03	-0,99
4,960	52,00	-0,08	-1,68	4,960	51,16	-0,01	0,73	4,960	55,41	-0,05	-0,78
4,980	51,73	-0,09	0,74	4,980	51,12	-0,02	-0,54	4,980	55,29	-0,06	-0,42
5,000	51,62	-0,05	0,94	5,000	51,07	-0,03	-0,63	5,000	55,17	-0,07	-0,51
5,020	51,52	-0,06	-0,22	5,020	50,99	-0,05	0,85	5,020	55,02	-0,08	-0,85
5,040	51,40	-0,06	-0,21	5,040	50,89	1,61E-4	-0,35	5,040	54,85	-0,10	-1,00
5,060	51,28	-0,06	-0,31	5,060	50,99	-0,06	-3,19	5,060	54,61	-0,12	-0,55
5,080	51,15	-0,07	-0,44	5,080	50,65	-0,13	-0,64	5,080	54,37	-0,12	-0,42
5,100	50,99	-0,08	-0,33	5,100	50,48	-0,09	0,96	5,100	54,12	-0,14	-0,55
5,120	50,82	-0,09	-0,22	5,120	50,31	-0,09	-0,54	5,120	53,82	-0,15	-0,41
5,140	50,65	-0,09	-0,22	5,140	50,12	-0,11	-0,56	5,140	53,53	-0,15	-0,51
5,160	50,46	-0,09	-0,21	5,160	49,88	-0,11	-0,21	5,160	53,21	-0,17	-2,28
5,180	50,27	-0,10	-0,33	5,180	49,68	-0,12	-0,32	5,180	52,87	-0,24	-3,80
5,200	50,07	-0,11	-0,22	5,200	49,42	-0,12	-0,32	5,200	52,23	-0,32	-0,53
5,220	49,84	-0,11	-0,09	5,220	49,18	-0,13	-0,32	5,220	51,60	-0,27	2,47
5,240	49,64	-0,11	-0,34	5,240	48,90	-0,14	-0,34	5,240	51,17	-0,22	1,06
5,260	49,40	-0,12	-0,12	5,260	48,63	-0,14	-0,11	5,260	50,72	-0,22	-0,22
5,280	49,16	-0,12	0,02	5,280	48,33	-0,14	-0,10	5,280	50,28	-0,23	-0,22
5,300	48,94	-0,12	-0,34	5,300	48,06	-0,15	-0,22	5,300	49,81	-0,23	-0,10
5,320	48,68	-0,13	-0,12	5,320	47,75	-0,15	-0,11	5,320	49,35	-0,23	-0,21
5,340	48,42	-0,12	0,02	5,340	47,46	-0,15	-0,11	5,340	48,88	-0,24	-0,35
5,360	48,18	-0,13	-0,23	5,360	47,15	-0,15	-0,12	5,360	48,38	-0,25	0,10
5,380	47,90	-0,13	-1,61E-4	5,380	46,84	-0,16	0,11	5,380	47,90	-0,24	0,23
5,400	47,64	-0,13	0,01	5,400	46,53	-0,15	0,11	5,400	47,44	-0,24	-0,01
5,420	47,39	-0,13	-0,12	5,420	46,24	-0,15	-0,01	5,420	46,95	-0,24	0,11
5,440	47,11	-0,13	0,00	5,440	45,93	-0,15	0,21	5,440	46,49	-0,23	0,10
5,460	46,85	-0,13	-1,78E-13	5,460	45,63	-0,14	0,34	5,460	46,02	-0,23	0,21
5,480	46,58	-0,13	-7,36E-14	5,480	45,36	-0,14	0,11	5,480	45,56	-0,22	0,34
5,500	46,32	-0,13	-0,01	5,500	45,08	-0,14	0,09	5,500	45,13	-0,22	0,09
5,520	46,04	-0,13	0,11	5,520	44,81	-0,13	0,32	5,520	44,68	-0,22	0,30
5,540	45,79	-0,13	0,11	5,540	44,55	-0,13	0,33	5,540	44,25	-0,21	0,66
5,560	45,53	-0,13	-0,01	5,560	44,31	-0,12	0,20	5,560	43,85	-0,19	0,44
5,580	45,27	-0,13	0,11	5,580	44,06	-0,12	0,42	5,580	43,47	-0,19	0,32
5,600	45,01	-0,12	0,11	5,600	43,84	-0,10	0,55	5,600	43,09	-0,18	0,43
5,620	44,77	-0,12	-0,01	5,620	43,65	-0,09	0,32	5,620	42,75	-0,17	0,42
5,640	44,51	-0,13	0,21	5,640	43,46	-0,09	0,42	5,640	42,40	-0,16	0,65
5,660	44,27	-0,12	0,33	5,660	43,28	-0,08	0,54	5,660	42,09	-0,15	0,65
5,680	44,05	-0,11	0,22	5,680	43,15	-0,07	0,42	5,680	41,81	-0,14	0,53
5,700	43,82	-0,11	0,22	5,700	43,01	-0,06	0,54	5,700	41,53	-0,13	0,65
5,720	43,62	-0,10	0,11	5,720	42,90	-0,05	0,54	5,720	41,31	-0,11	0,53
5,740	43,41	-0,10	0,09	5,740	42,82	-0,04	0,42	5,740	41,08	-0,10	0,64
5,760	43,20	-0,10	0,32	5,760	42,75	-0,03	0,54	5,760	40,89	-0,09	0,76
5,780	43,01	-0,09	0,33	5,780	42,69	-0,02	0,54	5,780	40,74	-0,07	0,65
5,800	42,84	-0,09	0,22	5,800	42,67	-0,01	0,42	5,800	40,60	-0,06	0,65
5,820	42,67	-0,08	0,22	5,820	42,65	0,00	0,64	5,820	40,49	-0,05	0,65
5,840	42,51	-0,08	0,21	5,840	42,67	0,02	0,66	5,840	40,41	-0,04	0,65
5,860	42,35	-0,07	0,32	5,860	42,72	0,03	0,42	5,860	40,35	-0,02	0,65
5,880	42,22	-0,07	0,44	5,880	42,77	0,03	0,54	5,880	40,32	-0,01	0,65
5,900	42,09	-0,06	0,34	5,900	42,86	0,05	0,54	5,900	40,32	0,00	0,64
5,920	41,99	-0,05	-0,02	5,920	42,96	0,06	0,42	5,920	40,33	0,02	0,65
5,940	41,89	-0,06	0,29	5,940	43,08	0,06	0,54	5,940	40,38	0,03	0,53
5,960	41,76	-0,04	0,89	5,960	43,21	0,08	0,55	5,960	40,45	0,04	0,64
5,980	41,73	-0,02	0,34	5,980	43,38	0,09	0,32	5,980	40,53	0,06	0,66
6,000	41,68	-0,03	-0,02	6,000	43,56	0,09	0,32	6,000	40,67	0,06	0,42
6,020	41,63	-0,02	0,33	6,020	43,74	0,10	0,43	6,020	40,79	0,07	0,54
6,040	41,59	-0,01	0,22	6,040	43,95	0,11	0,44	6,040	40,96	0,09	0,54
6,060	41,57	-0,01	0,07	6,060	44,17	0,12	0,33	6,060	41,13	0,09	0,43
6,080	41,54	-0,01	0,75	6,080	44,41	0,12	0,21	6,080	41,34	0,10	0,43
6,100	41,53	0,02	0,91	6,100	44,65	0,12	0,32	6,100	41,54	0,11	0,44
6,120	41,60	0,03	0,11	6,120	44,91	0,13	0,34	6,120	41,78	0,12	0,32
6,140	41,64	0,02	0,09	6,140	45,18	0,14	0,11	6,140	42,02	0,12	0,32
6,160	41,69	0,03	0,32	6,160	45,46	0,14	0,10	6,160	42,28	0,13	0,44
6,180	41,76	0,03	0,32	6,180	45,73	0,14	0,22	6,180	42,55	0,14	0,34
6,200	41,82	0,04	0,44	6,200	46,02	0,15	0,12	6,200	42,84	0,15	0,11
6,220	41,93	0,05	0,21	6,220	46,32	0,15	-0,11	6,220	43,14	0,15	0,10
6,240	42,03	0,05	0,20	6,240	46,61	0,14	-0,12	6,240	43,43	0,15	0,22
6,260	42,13	0,06	0,44	6,260	46,88	0,14	0,11	6,260	43,74	0,15	0,11
6,280	42,27	0,07	0,33	6,280	47,18	0,15	0,12	6,280	44,05	0,15	-0,01
6,300	42,41	0,07	0,21	6,300	47,47	0,15	-0,10	6,300	44,36	0,15	0,11
6,320	42,56	0,08	0,32	6,320	47,76	0,14	-0,21	6,320	44,66	0,16	0,12
6,340	42,71	0,09	0,34	6,340	48,04	0,14	-0,21	6,340	44,99	0,16	-0,11
6,360	42,90	0,09	0,10	6,360	48,31	0,13	-0,21	6,360	45,30	0,15	-0,11
6,380	43,07	0,09	0,21	6,380	48,57	0,13	-0,32	6,380	45,61	0,16	-0,10
6,400	43,26	0,10	0,33	6,400	48,83	0,12	-0,34	6,400	45,92	0,15	-0,22
6,420	43,47	0,10	0,21	6,420	49,05	0,12	-0,09	6,420	46,21	0,15	-0,11
6,440	43,67	0,11	0,21	6,440	49,30	0,12	-0,31	6,440	46,51	0,15	-0,09
6,460	43,90	0,11	0,21	6,460	49,52	0,10	-0,55	6,460	46,80	0,14	-0,32
6,480	44,12	0,12	0,22	6,480	49,71	0,09	-0,32	6,480	47,08	0,13	-0,33
6,500	44,36	0,12	0,11	6,500	49,90	0,09	-0,31	6,500	47,33	0,13	-0,21
6,520	44,60	0,12	0,11	6,520	50,08	0,08	-0,54	6,520	47,59	0,13	-0,31
6,540	44,84	0,12	0,11	6,540	50,23	0,07	-0,55	6,540	47,83	0,12	-0,44
6,560	45,10	0,12	-0,01	6,560	50,35	0,06	-0,43	6,560	48,06	0,11	-0,33
6,580	45,34	0,12	0,21	6,580	50,48	0,05	-0,43	6,580	48,27	0,10	-0,21
6,600	45,60	0,13	0,24	6,600	50,56	0,04	-0,42	6,600	48,47	0,10	-0,31
6,620	45,87	0,13	-0,11	6,620	50,65	0,04	-0,53	6,620	48,66	0,09	-0,54
6,640	46,13	0,13	-0,01	6,640	50,70	0,02	-0,64	6,640	48,84	0,08	-0,44
6,660	46,39	0,13	0,11	6,660	50,74	0,01	-0,65	6,660	48,97	0,07	-0,19
6,680	46,66	0,13	3,47E-14	6,680	50,74	0,00	-0,54	6,680	49,13	0,07	-0,54
6,700	46,92	0,13	-1,82E-13	6,700	50,73	-0,01	-0,54	6,700	49,25	0,05	-0,56
6,720	47,20	0,13	-2,17E-13	6,720	50,69	-0,03	-0,55	6,720	49,34	0,05	-0,20
6,740	47,45	0,13	0,01	6,740	50,62	-0,03	-0,32	6,740	49,45	0,04	-0,42
6,760	47,73	0,13	-0,11	6,760	50,56	-0,04	-0,30	6,760	49,52	0,03	-0,55
6,780	47,99	0,13	-0,10	6,780	50,47	-0,05	-0,65	6,780	49,57	0,02	-0,32
6,800	48,25	0,13	-0,21	6,800	50,37	-0,06	-0,66	6,800	49,60	0,02	-0,31
6,820	48,51	0,12	-0,24	6,820	50,22	-0,07	-0,43	6,820	49,64	0,01	-0,44
6,840	48,73	0,12	0,12	6,840	50,08	-0,08	-0,44	6,840	49,64	3,10E-4	-0,32
6,860	48,99	0,13	-0,09	6,860	49,89	-0,09	-0,32	6,860	49,64	0,00	-0,31
6,880	49,23	0,12	-0,33	6,880	49,72	-0,09	-0,43	6,880	49,62	-0,01	-0,43
6,900	49,45	0,11	-0,22	6,900	49,52	-0,11	-0,45	6,900	49,59	-0,02	-0,44
6,920	49,68	0,11	-0,11	6,920	49,29	-0,11	-0,21	6,920	49,54	-0,03	-0,34
6,940	49,88	0,11	-0,09	6,940	49,07	-0,12	-0,32	6,940	49,47	-0,03	-0,11
6,960	50,11	0,10	-0,32	6,960	48,83	-0,12	-0,33	6,960	49,40	-0,03	-0,09
6,980	50,30	0,09	-0,34	6,980	48,57	-0,13	-0,22	6,980	49,34	-0,04	-0,32
7,000	50,49	0,09	-0,10	7,000	48,32	-0,13	-0,22	7,000	49,25	-0,05	-0,34
7,020	50,66	0,09	-0,20	7,020	48,04	-0,14	-0,10	7,020	49,15	-0,05	-0,11
7,040	50,85	0,08	-0,45	7,040	47,77	-0,14	-0,22	7,040	49,04	-0,05	-0,10
7,060	50,99	0,07	-0,21	7,060	47,49	-0,15	-0,24	7,060	48,94	-0,06	-0,22
7,080	51,14	0,07	-0,31	7,080	47,18	-0,15	0,11	7,080	48,82	-0,06	-0,12
7,100	51,28	0,06	-0,45	7,100	46,91	-0,14	0,11	7,100	48,70	-0,06	-3,33E-14
7,120	51,38	0,06	-0,21	7,120	46,61	-0,14	0,01	7,120	48,58	-0,06	-1,03E-13
7,140	51,51	0,05	-0,32	7,140	46,34	-0,14	-0,11	7,140	48,46	-0,06	-3,35E-14
7,160	51,59	0,04	-0,33	7,160	46,05	-0,15	-0,01	7,160	48,34	-0,06	0,01
7,180	51,68	0,04	-0,30	7,180	45,75	-0,14	0,22	7,180	48,22	-0,06	-0,12
7,200	51,75	0,03	0,87	7,200	45,48	-0,14	0,22	7,200	48,10	-0,06	-0,02
7,220	51,81	0,07	0,92	7,220	45,20	-0,13	0,22	7,220	47,96	-0,06	0,22
7,240	52,04	0,07	-1,50	7,240	44,94	-0,13	0,22	7,240	47,86	-0,06	0,11
7,260	52,08	0,01	-1,59	7,260	44,68	-0,13	0,21	7,260	47,74	-0,06	0,11
7,280	52,10	0,00	-0,34	7,280	44,44	-0,12	0,32	7,280	47,63	-0,05	0,11
7,300	52,10	-6,70E-5	-1,62	7,300	44,20	-0,11	0,44	7,300	47,53	-0,05	0,10
7,320	52,10	-0,06	-1,69	7,320	43,99	-0,10	0,32	7,320	47,43	-0,05	0,22
7,340	51,86	-0,07	0,98	7,340	43,79	-0,10	0,42	7,340	47,34	-0,04	0,22
7,360	51,83	-0,02	0,86	7,360	43,59	-0,09	0,55	7,360	47,25	-0,04	0,22
7,380	51,78	-0,03	0,94	7,380	43,44	-0,08	0,32	7,380	47,18	-0,03	0,21
7,400	51,69	0,02	-0,02	7,400	43,28	-0,07	0,32	7,400	47,11	-0,03	0,32
7,420	51,84	-0,03	-2,97	7,420	43,15	-0,07	0,42	7,420	47,06	-0,02	0,34
7,440	51,56	-0,10	-0,54	7,440	43,02	-0,06	0,53	7,440	47,03	-0,02	0,11
7,460	51,44	-0,06	1,07	7,460	42,92	-0,04	0,65	7,460	46,99	-0,02	0,10
7,480	51,34	-0,06	-0,44	7,480	42,85	-0,03	0,54	7,480	46,96	-0,01	0,21
7,500	51,20	-0,07	-0,34	7,500	42,80	-0,02	0,43	7,500	46,94	-0,01	0,32
7,520	51,04	-0,07	-0,09	7,520	42,76	-0,01	0,42	7,520	46,92	-5,87E-4	0,44
7,540	50,91	-0,08	-0,32	7,540	42,74	-0,01	0,53	7,540	46,94	0,01	0,22
7,560	50,74	-0,09	-0,33	7,560	42,74	0,01	0,65	7,560	46,95	0,01	0,10
7,580	50,56	-0,09	-0,22	7,580	42,77	0,02	0,54	7,580	46,97	0,01	0,21
7,600	50,38	-0,09	-0,22	7,600	42,82	0,03	0,42	7,600	47,01	0,02	0,21
7,620	50,19	-0,10	-0,22	7,620	42,89	0,04	0,54	7,620	47,04	0,02	0,33
7,640	49,98	-0,10	-0,10	7,640	42,98	0,05	0,54	7,640	47,09	0,03	0,23
7,660	49,77	-0,10	-0,21	7,660	43,10	0,06	0,43	7,660	47,16	0,03	-0,01
7,680	49,57	-0,11	-0,34	7,680	43,21	0,07	0,43	7,680	47,21	0,03	0,21
7,700	49,33	-0,12	-0,11	7,700	43,37	0,08	0,42	7,700	47,28	0,04	0,34
7,720	49,11	-0,12	-0,11	7,720	43,52	0,09	0,54	7,720	47,36	0,04	0,11
7,740	48,87	-0,12	-0,11	7,740	43,71	0,10	0,44	7,740	47,45	0,04	-0,01
7,760	48,62	-0,12	-0,10	7,760	43,92	0,10	0,32	7,760	47,53	0,04	0,10
7,780	48,38	-0,12	-0,22	7,780	44,12	0,11	0,44	7,780	47,62	0,05	0,23
7,800	48,13	-0,13	-0,12	7,800	44,36	0,12	0,32	7,800	47,72	0,05	0,01
7,820	47,87	-0,13	-0,01	7,820	44,60	0,12	0,33	7,820	47,83	0,05	-0,11
7,840	47,61	-0,13	0,11	7,840	44,86	0,13	0,23	7,840	47,91	0,05	1,70E-14
7,860	47,35	-0,12	0,01	7,860	45,13	0,13	-0,01	7,860	48,02	0,05	1,77E-14
7,880	47,11	-0,13	-0,23	7,880	45,39	0,13	0,21	7,880	48,10	0,05	0,01
7,900	46,84	-0,13	-0,01	7,900	45,66	0,14	0,34	7,900	48,21	0,05	-0,11
7,920	46,58	-0,13	0,11	7,920	45,96	0,15	0,11	7,920	48,29	0,04	-0,11
7,940	46,32	-0,13	-0,01	7,940	46,25	0,15	0,11	7,940	48,38	0,04	-0,10
7,960	46,06	-0,13	0,11	7,960	46,54	0,15	0,11	7,960	48,46	0,04	-0,21
7,980	45,80	-0,12	0,11	7,980	46,85	0,15	0,01	7,980	48,53	0,03	-0,22
8,000	45,56	-0,12	-0,01	8,000	47,14	0,15	-0,10	8,000	48,60	0,03	-0,11
8,020	45,30	-0,13	0,11	8,020	47,45	0,15	-0,22	8,020	48,65	0,03	-0,09
8,040	45,06	-0,12	0,11	8,040	47,73	0,14	-0,11	8,040	48,73	0,03	-0,32
8,060	44,82	-0,12	0,10	8,060	48,02	0,14	0,01	8,060	48,76	0,02	-0,33
8,080	44,58	-0,12	0,22	8,080	48,29	0,14	-0,09	8,080	48,80	0,01	-0,21
8,100	44,36	-0,11	0,10	8,100	48,59	0,14	-0,32	8,100	48,81	0,01	-0,31
8,120	44,13	-0,11	0,21	8,120	48,85	0,13	-0,33	8,120	48,83	6,10E-4	-0,44
8,140	43,91	-0,10	0,34	8,140	49,11	0,12	-0,21	8,140	48,81	-0,01	-0,32
8,160	43,72	-0,10	0,11	8,160	49,35	0,12	-0,32	8,160	48,80	-0,01	-0,32
8,180	43,51	-0,10	0,10	8,180	49,59	0,11	-0,33	8,180	48,77	-0,02	-0,34
8,200	43,32	-0,09	0,21	8,200	49,80	0,11	-0,20	8,200	48,71	-0,03	-0,10
8,220	43,13	-0,09	0,32	8,220	50,02	0,10	-0,42	8,220	48,66	-0,03	-0,18
8,240	42,96	-0,08	0,33	8,240	50,21	0,09	-0,54	8,240	48,61	-0,03	-0,65
8,260	42,80	-0,08	0,21	8,260	50,38	0,08	-0,54	8,260	48,53	-0,05	-0,56
8,280	42,65	-0,07	0,32	8,280	50,54	0,07	-0,55	8,280	48,41	-0,06	-0,21
8,300	42,51	-0,06	0,33	8,300	50,66	0,06	-0,42	8,300	48,31	-0,06	-0,32
8,320	42,39	-0,06	0,21	8,320	50,79	0,05	-0,54	8,320	48,17	-0,07	-0,32
8,340	42,27	-0,06	0,32	8,340	50,87	0,04	-0,55	8,340	48,03	-0,07	-0,32
8,360	42,16	-0,05	0,33	8,360	50,94	0,03	-0,42	8,360	47,88	-0,08	-0,44
8,380	42,08	-0,04	0,21	8,380	51,00	0,02	-0,54	8,380	47,71	-0,09	-0,33
8,400	41,99	-0,04	0,33	8,400	51,03	0,01	-0,55	8,400	47,52	-0,09	-0,22
8,420	41,92	-0,03	0,23	8,420	51,03	6,38E-4	-0,41	8,420	47,33	-0,10	-0,21
8,440	41,87	-0,03	-0,01	8,440	51,03	-0,01	-0,65	8,440	47,12	-0,10	-0,32
8,460	41,80	-0,03	0,27	8,460	51,00	-0,03	-0,66	8,460	46,92	-0,11	-0,34
8,480	41,75	-0,02	-0,83	8,480	50,93	-0,03	-0,41	8,480	46,68	-0,12	-0,10
8,500	41,72	-0,06	0,39	8,500	50,87	-0,04	-0,65	8,500	46,46	-0,12	-0,21
8,520	41,49	0,00	3,05	8,520	50,77	-0,06	-0,67	8,520	46,22	-0,12	-0,34
8,540	41,71	0,06	0,48	8,540	50,63	-0,07	-0,32	8,540	45,96	-0,13	-0,11
8,560	41,72	0,02	-0,49	8,560	50,49	-0,07	-0,31	8,560	45,70	-0,13	0,01
8,580	41,77	0,04	0,69	8,580	50,34	-0,08	-0,54	8,580	45,44	-0,13	-0,10
8,600	41,88	0,04	-0,11	8,600	50,17	-0,09	-0,55	8,600	45,19	-0,13	-0,23
8,620	41,95	0,03	-0,13	8,620	49,96	-0,10	-0,44	8,620	44,91	-0,14	-0,01
8,640	42,01	0,04	0,32	8,640	49,76	-0,11	-0,33	8,640	44,63	-0,13	0,23
8,660	42,10	0,05	0,32	8,660	49,52	-0,12	-0,20	8,660	44,38	-0,13	0,01
8,680	42,20	0,05	0,32	8,680	49,30	-0,12	-0,43	8,680	44,12	-0,13	-0,12
8,700	42,30	0,06	0,33	8,700	49,04	-0,13	-0,45	8,700	43,84	-0,13	0,10
8,720	42,44	0,06	0,21	8,720	48,76	-0,14	-0,22	8,720	43,58	-0,13	0,22
8,740	42,56	0,07	0,33	8,740	48,49	-0,14	-0,22	8,740	43,32	-0,13	0,22
8,760	42,72	0,08	0,22	8,760	48,20	-0,15	-0,11	8,760	43,08	-0,12	0,22
8,780	42,87	0,08	0,09	8,780	47,91	-0,15	-0,10	8,780	42,84	-0,12	0,22
8,800	43,02	0,08	0,32	8,800	47,61	-0,15	-0,23	8,800	42,62	-0,11	0,21
8,820	43,19	0,09	0,33	8,820	47,30	-0,16	-1,88E-4	8,820	42,39	-0,11	0,32
8,840	43,38	0,09	0,21	8,840	46,99	-0,15	0,01	8,840	42,19	-0,10	0,43
8,860	43,57	0,10	0,22	8,860	46,70	-0,15	-0,12	8,860	42,00	-0,09	0,44
8,880	43,78	0,10	0,10	8,880	46,37	-0,16	0,11	8,880	41,82	-0,08	0,32
8,900	43,98	0,10	0,21	8,900	46,08	-0,15	0,11	8,900	41,67	-0,08	0,31
8,920	44,19	0,11	0,34	8,920	45,77	-0,15	0,11	8,920	41,51	-0,07	0,54
8,940	44,43	0,12	-1,39E-4	8,940	45,48	-0,15	0,11	8,940	41,39	-0,06	0,54
8,960	44,65	0,11	-0,01	8,960	45,19	-0,15	0,10	8,960	41,29	-0,05	0,42
8,980	44,88	0,12	0,22	8,980	44,89	-0,14	0,21	8,980	41,20	-0,04	0,53
9,000	45,12	0,12	0,11	9,000	44,62	-0,14	0,32	9,000	41,13	-0,03	0,65
9,020	45,36	0,12	0,11	9,020	44,34	-0,13	0,44	9,020	41,09	-0,01	0,54
9,040	45,60	0,12	0,11	9,040	44,10	-0,12	0,32	9,040	41,07	0,00	0,42
9,060	45,86	0,12	-0,01	9,060	43,86	-0,12	0,32	9,060	41,07	0,00	0,53
9,080	46,10	0,12	0,11	9,080	43,63	-0,11	0,32	9,080	41,09	0,02	0,64
9,100	46,35	0,13	0,01	9,100	43,43	-0,10	0,31	9,100	41,14	0,03	0,64
9,120	46,61	0,12	-0,12	9,120	43,22	-0,10	0,54	9,120	41,21	0,04	0,76
9,140	46,85	0,12	0,11	9,140	43,04	-0,08	0,55	9,140	41,31	0,06	0,66
9,160	47,11	0,13	0,01	9,160	42,89	-0,07	0,32	9,160	41,44	0,07	0,42
9,180	47,37	0,12	-0,23	9,180	42,75	-0,07	0,41	9,180	41,58	0,08	0,53
9,200	47,61	0,12	1,56E-4	9,200	42,61	-0,06	0,77	9,200	41,75	0,09	0,64
9,220	47,85	0,12	0,01	9,220	42,52	-0,04	0,55	9,220	41,94	0,10	0,65
9,240	48,11	0,12	-0,23	9,240	42,45	-0,03	0,30	9,240	42,16	0,12	0,54
9,260	48,33	0,12	1,51E-4	9,260	42,38	-0,03	0,65	9,260	42,40	0,12	0,54
9,280	48,57	0,12	0,02	9,280	42,35	-0,01	0,66	9,280	42,66	0,14	0,54
9,300	48,81	0,12	-0,22	9,300	42,35	-5,29E-4	0,42	9,300	42,95	0,15	0,43
9,320	49,04	0,11	-0,10	9,320	42,34	0,01	0,53	9,320	43,24	0,15	0,43
9,340	49,26	0,11	-0,21	9,340	42,38	0,02	0,65	9,340	43,56	0,16	0,43
9,360	49,49	0,10	-0,34	9,360	42,43	0,03	0,54	9,360	43,89	0,17	0,43
9,380	49,68	0,10	-0,10	9,380	42,51	0,04	0,42	9,380	44,25	0,18	0,43
9,400	49,88	0,10	-0,21	9,400	42,60	0,05	0,53	9,400	44,61	0,19	0,44
9,420	50,07	0,09	-0,22	9,420	42,72	0,06	0,65	9,420	45,00	0,20	0,33
9,440	50,24	0,09	-0,09	9,440	42,85	0,08	0,55	9,440	45,40	0,20	0,21
9,460	50,44	0,09	-0,32	9,460	43,02	0,09	0,32	9,460	45,81	0,21	0,21
9,480	50,59	0,08	-0,33	9,480	43,19	0,09	0,31	9,480	46,22	0,21	0,34
9,500	50,75	0,07	-0,21	9,500	43,38	0,10	0,54	9,500	46,65	0,22	0,12
9,520	50,88	0,07	-0,21	9,520	43,59	0,11	0,56	9,520	47,10	0,21	-0,13
9,540	51,02	0,06	-0,21	9,540	43,83	0,12	0,21	9,540	47,51	0,21	0,22
9,560	51,14	0,06	-0,31	9,560	44,07	0,12	0,20	9,560	47,96	0,22	0,12
9,580	51,27	0,05	-0,44	9,580	44,31	0,13	0,44	9,580	48,40	0,22	-0,11
9,600	51,35	0,04	-0,32	9,600	44,58	0,14	0,33	9,600	48,83	0,22	0,01
9,620	51,44	0,04	-0,32	9,620	44,86	0,14	0,21	9,620	49,28	0,22	-0,10
9,640	51,51	0,03	-0,33	9,640	45,15	0,15	0,22	9,640	49,71	0,22	-0,21
9,660	51,56	0,03	-0,21	9,660	45,44	0,15	0,11	9,660	50,14	0,21	-0,21
9,680	51,61	0,02	-0,41	9,680	45,75	0,15	0,10	9,680	50,55	0,21	-0,21
9,700	51,65	0,01	0,86	9,700	46,04	0,15	0,23	9,700	50,97	0,20	-0,52
9,720	51,65	0,06	1,04	9,720	46,37	0,16	0,01	9,720	51,37	0,19	2,37
9,740	51,88	0,05	-1,51	9,740	46,68	0,15	-0,11	9,740	51,71	0,30	2,68
9,760	51,86	0,00	-1,48	9,760	46,99	0,15	0,01	9,760	52,56	0,29	-3,34
9,780	51,86	-0,01	-0,31	9,780	47,30	0,16	-0,11	9,780	52,88	0,16	-3,41
9,800	51,83	-0,02	-0,34	9,800	47,61	0,15	-0,11	9,800	53,21	0,16	-0,74
9,820	51,79	-0,02	-1,62	9,820	47,90	0,15	0,02	9,820	53,51	0,13	-0,75
9,840	51,74	-0,08	-1,69	9,840	48,21	0,15	-0,21	9,840	53,75	0,13	-2,40
9,860	51,47	-0,09	0,97	9,860	48,50	0,14	-0,33	9,860	54,01	0,04	-0,70
9,880	51,38	-0,04	1,06	9,880	48,78	0,14	-0,21	9,880	53,90	0,10	3,30
9,900	51,30	-0,05	-0,32	9,900	49,05	0,13	-0,21	9,900	54,41	0,17	-0,50
9,920	51,20	-0,06	-0,33	9,920	49,31	0,13	-0,32	9,920	54,58	0,08	-2,61
9,940	51,08	-0,06	-0,21	9,940	49,57	0,12	-0,32	9,940	54,72	0,07	-0,64
9,960	50,96	-0,06	-0,32	9,960	49,79	0,12	-0,31	9,960	54,84	0,05	-0,76
9,980	50,82	-0,07	-0,33	9,980	50,04	0,11	-0,54	9,980	54,93	0,04	-0,65
