4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 6,84V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 8V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 9V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 11V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 14V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s) 18V	Beschleunigung (m/s²)
15,300	-0,099	-2,827	-2,985	-0,0024	-0,067	-0,071	15,300	-2,257	4,791	11,153	-0,0539	0,114	0,266	15,300	-3,555	-0,628	82,938	-0,0849	-0,015	1,980	15,300	0,589	6,000	11,467	0,0141	0,143	0,274	15,300	-0,657	1,367	10,839	-0,0157	0,033	0,259	15,300	0,075	1,131	-6,126	0,0018	0,027	-0,146
15,350	-0,245	-2,937	-1,257	-0,0058	-0,070	-0,030	15,350	-2,004	5,278	8,168	-0,0478	0,126	0,195	15,350	-3,482	3,487	81,053	-0,0831	0,083	1,935	15,350	0,903	6,393	3,927	0,0216	0,153	0,094	15,350	-0,575	1,869	8,639	-0,0137	0,045	0,206	15,350	0,124	0,707	-9,739	0,0030	0,017	-0,232
15,400	-0,393	-2,953	0,471	-0,0094	-0,071	0,011	15,400	-1,729	5,608	4,555	-0,0413	0,134	0,109	15,400	-3,206	7,477	76,969	-0,0765	0,179	1,838	15,400	1,228	6,393	-4,084	0,0293	0,153	-0,098	15,400	-0,470	2,231	5,027	-0,0112	0,053	0,120	15,400	0,146	0,157	-11,153	0,0035	0,004	-0,266
15,450	-0,540	-2,890	2,356	-0,0129	-0,069	0,056	15,450	-1,444	5,733	0,785	-0,0345	0,137	0,019	15,450	-2,735	11,184	69,900	-0,0653	0,267	1,669	15,450	1,543	5,985	-11,781	0,0368	0,143	-0,281	15,450	-0,352	2,372	0,471	-0,0084	0,057	0,011	15,450	0,140	-0,408	-10,524	0,0033	-0,010	-0,251
15,500	-0,682	-2,717	4,398	-0,0163	-0,065	0,105	15,500	-1,156	5,686	-2,513	-0,0276	0,136	-0,060	15,500	-2,088	14,467	60,476	-0,0498	0,345	1,444	15,500	1,827	5,215	-18,850	0,0436	0,125	-0,450	15,500	-0,232	2,278	-4,241	-0,0056	0,054	-0,101	15,500	0,105	-0,895	-8,325	0,0025	-0,021	-0,199
15,550	-0,812	-2,450	5,812	-0,0194	-0,058	0,139	15,550	-0,875	5,482	-6,126	-0,0209	0,131	-0,146	15,550	-1,288	17,232	48,852	-0,0307	0,411	1,166	15,550	2,064	4,100	-25,447	0,0493	0,098	-0,607	15,550	-0,124	1,948	-8,796	-0,0030	0,046	-0,210	15,550	0,050	-1,241	-4,869	0,0012	-0,030	-0,116
15,600	-0,927	-2,136	7,069	-0,0221	-0,051	0,169	15,600	-0,608	5,074	-10,053	-0,0145	0,121	-0,240	15,600	-0,364	19,352	34,558	-0,0087	0,462	0,825	15,600	2,237	2,670	-30,316	0,0534	0,064	-0,724	15,600	-0,038	1,398	-12,723	-9,0000E-4	0,033	-0,304	15,600	-0,019	-1,382	-0,471	-4,5000E-4	-0,033	-0,011
15,650	-1,026	-1,744	8,482	-0,0245	-0,042	0,202	15,650	-0,368	4,477	-13,509	-0,0088	0,107	-0,323	15,650	0,647	20,687	18,535	0,0155	0,494	0,443	15,650	2,331	1,068	-32,044	0,0556	0,026	-0,765	15,650	0,016	0,675	-15,080	3,7500E-4	0,016	-0,360	15,650	-0,088	-1,288	4,241	-0,0021	-0,031	0,101
15,700	-1,101	-1,288	9,425	-0,0263	-0,031	0,225	15,700	-0,160	3,723	-16,493	-0,0038	0,089	-0,394	15,700	1,704	21,206	1,571	0,0407	0,506	0,038	15,700	2,344	-0,534	-31,259	0,0559	-0,013	-0,746	15,700	0,030	-0,110	-15,237	7,1250E-4	-0,003	-0,364	15,700	-0,148	-0,958	8,639	-0,0035	-0,023	0,206
15,750	-1,155	-0,801	10,053	-0,0276	-0,019	0,240	15,750	0,005	2,827	-18,850	1,1250E-4	0,068	-0,450	15,750	2,768	20,844	-16,022	0,0661	0,498	-0,383	15,750	2,278	-2,058	-29,060	0,0544	-0,049	-0,694	15,750	0,005	-0,848	-13,823	1,1250E-4	-0,020	-0,330	15,750	-0,184	-0,424	11,153	-0,0044	-0,010	0,266
15,800	-1,181	-0,283	9,425	-0,0282	-0,007	0,225	15,800	0,123	1,838	-20,420	0,0029	0,044	-0,487	15,800	3,789	19,604	-32,987	0,0905	0,468	-0,787	15,800	2,138	-3,440	-25,918	0,0510	-0,082	-0,619	15,800	-0,055	-1,492	-11,624	-0,0013	-0,036	-0,277	15,800	-0,190	0,157	10,524	-0,0045	0,004	0,251
15,850	-1,183	0,141	6,912	-0,0282	0,003	0,165	15,850	0,188	0,785	-20,892	0,0045	0,019	-0,499	15,850	4,728	17,546	-48,695	0,1129	0,419	-1,162	15,850	1,934	-4,650	-21,677	0,0462	-0,111	-0,518	15,850	-0,145	-2,011	-8,639	-0,0035	-0,048	-0,206	15,850	-0,168	0,628	8,482	-0,0040	0,015	0,202
15,900	-1,167	0,408	4,869	-0,0279	0,010	0,116	15,900	0,201	-0,251	-20,106	0,0048	-0,006	-0,480	15,900	5,543	14,734	-62,361	0,1323	0,352	-1,489	15,900	1,673	-5,608	-15,708	0,0399	-0,134	-0,375	15,900	-0,256	-2,356	-4,555	-0,0061	-0,056	-0,109	15,900	-0,127	1,005	6,440	-0,0030	0,024	0,154
15,950	-1,142	0,628	4,869	-0,0273	0,015	0,116	15,950	0,163	-1,225	-18,692	0,0039	-0,029	-0,446	15,950	6,202	11,310	-73,827	0,1481	0,270	-1,763	15,950	1,373	-6,220	-8,482	0,0328	-0,149	-0,203	15,950	-0,380	-2,466	0,628	-0,0091	-0,059	0,015	15,950	-0,068	1,272	3,299	-0,0016	0,030	0,079
16,000	-1,104	0,895	5,341	-0,0264	0,021	0,127	16,000	0,079	-2,121	-17,436	0,0019	-0,051	-0,416	16,000	6,674	7,351	-82,467	0,1593	0,176	-1,969	16,000	1,051	-6,456	-0,785	0,0251	-0,154	-0,019	16,000	-0,503	-2,293	5,969	-0,0120	-0,055	0,143	16,000	-1,110E-16	1,335	-0,942	3,2526E-18	0,032	-0,023
16,050	-1,052	1,162	5,498	-0,0251	0,028	0,131	16,050	-0,049	-2,969	-16,336	-0,0012	-0,071	-0,390	16,050	6,937	3,063	-86,865	0,1656	0,073	-2,074	16,050	0,727	-6,299	6,912	0,0174	-0,150	0,165	16,050	-0,609	-1,869	10,839	-0,0146	-0,045	0,259	16,050	0,066	1,178	-5,341	0,0016	0,028	-0,128
16,100	-0,988	1,445	5,655	-0,0236	0,034	0,135	16,100	-0,218	-3,754	-14,765	-0,0052	-0,090	-0,352	16,100	6,981	-1,335	-86,865	0,1667	-0,032	-2,074	16,100	0,421	-5,765	14,608	0,0100	-0,138	0,349	16,100	-0,690	-1,210	14,608	-0,0165	-0,029	0,349	16,100	0,118	0,801	-9,111	0,0028	0,019	-0,217
16,150	-0,908	1,728	5,341	-0,0217	0,041	0,128	16,150	-0,424	-4,445	-12,566	-0,0101	-0,106	-0,300	16,150	6,803	-5,623	-83,095	0,1624	-0,134	-1,984	16,150	0,151	-4,838	21,677	0,0036	-0,115	0,517	16,150	-0,730	-0,408	15,551	-0,0174	-0,010	0,371	16,150	0,146	0,267	-11,153	0,0035	0,006	-0,266
16,200	-0,815	1,979	4,712	-0,0195	0,047	0,113	16,200	-0,663	-5,011	-9,582	-0,0158	-0,120	-0,229	16,200	6,418	-9,645	-76,498	0,1532	-0,230	-1,826	16,200	-0,063	-3,597	27,332	-0,0015	-0,086	0,652	16,200	-0,730	0,346	14,137	-0,0174	0,008	0,337	16,200	0,145	-0,314	-10,839	0,0035	-0,008	-0,259
16,250	-0,710	2,199	3,927	-0,0169	0,053	0,094	16,250	-0,925	-5,404	-6,440	-0,0221	-0,129	-0,154	16,250	5,839	-13,273	-67,073	0,1394	-0,317	-1,601	16,250	-0,209	-2,105	31,102	-0,0050	-0,050	0,743	16,250	-0,696	1,005	12,252	-0,0166	0,024	0,292	16,250	0,115	-0,817	-8,796	0,0027	-0,019	-0,210
16,300	-0,595	2,372	3,299	-0,0142	0,057	0,079	16,300	-1,203	-5,655	-3,142	-0,0287	-0,135	-0,075	16,300	5,091	-16,352	-54,821	0,1215	-0,390	-1,309	16,300	-0,273	-0,487	32,044	-0,0065	-0,012	0,765	16,300	-0,630	1,571	10,053	-0,0150	0,037	0,240	16,300	0,063	-1,194	-5,812	0,0015	-0,028	-0,139
16,350	-0,473	2,529	2,513	-0,0113	0,060	0,060	16,350	-1,491	-5,718	0,628	-0,0356	-0,136	0,015	16,350	4,203	-18,755	-40,369	0,1004	-0,448	-0,964	16,350	-0,258	1,100	30,945	-0,0062	0,026	0,739	16,350	-0,539	2,011	7,383	-0,0129	0,048	0,176	16,350	-0,005	-1,398	-1,571	-1,1250E-4	-0,033	-0,037
16,400	-0,342	2,623	1,257	-0,0082	0,063	0,030	16,400	-1,775	-5,592	4,398	-0,0424	-0,133	0,105	16,400	3,215	-20,389	-24,662	0,0768	-0,487	-0,589	16,400	-0,163	2,608	28,589	-0,0039	0,062	0,683	16,400	-0,429	2,309	3,613	-0,0102	0,055	0,086	16,400	-0,077	-1,351	3,613	-0,0018	-0,032	0,086
16,450	-0,210	2,655	9,281E-13	-0,0050	0,063	2,207E-14	16,450	-2,050	-5,278	8,168	-0,0489	-0,126	0,195	16,450	2,165	-21,221	-8,011	0,0517	-0,507	-0,191	16,450	0,003	3,958	24,662	7,5000E-5	0,095	0,589	16,450	-0,308	2,372	-1,257	-0,0074	0,057	-0,030	16,450	-0,140	-1,037	8,168	-0,0033	-0,025	0,195
16,500	-0,077	2,623	-1,414	-0,0018	0,063	-0,034	16,500	-2,303	-4,775	11,624	-0,0550	-0,114	0,278	16,500	1,093	-21,190	8,954	0,0261	-0,506	0,214	16,500	0,232	5,074	19,478	0,0055	0,121	0,465	16,500	-0,192	2,183	-5,969	-0,0046	0,052	-0,143	16,500	-0,181	-0,534	10,524	-0,0043	-0,013	0,251
16,550	0,052	2,513	-2,670	0,0012	0,060	-0,064	16,550	-2,527	-4,115	14,923	-0,0603	-0,098	0,356	16,550	0,046	-20,326	25,447	0,0011	-0,485	0,607	16,550	0,511	5,906	13,195	0,0122	0,141	0,315	16,550	-0,090	1,775	-10,367	-0,0021	0,042	-0,247	16,550	-0,193	0,016	10,681	-0,0046	3,750E-4	0,255
16,600	0,174	2,356	-4,084	0,0042	0,056	-0,097	16,600	-2,714	-3,283	17,907	-0,0648	-0,078	0,427	16,600	-0,939	-18,645	41,626	-0,0224	-0,445	0,994	16,600	0,823	6,393	5,812	0,0196	0,153	0,139	16,600	-0,014	1,147	-13,823	-3,3750E-4	0,027	-0,330	16,600	-0,179	0,534	9,425	-0,0043	0,013	0,225
16,650	0,287	2,105	-5,655	0,0069	0,050	-0,135	16,650	-2,856	-2,325	20,106	-0,0682	-0,055	0,480	16,650	-1,819	-16,164	56,392	-0,0434	-0,386	1,346	16,650	1,150	6,487	-2,042	0,0274	0,155	-0,049	16,650	0,025	0,393	-15,394	6,0000E-4	0,009	-0,367	16,650	-0,140	0,958	7,069	-0,0033	0,023	0,169
16,700	0,385	1,791	-6,754	0,0092	0,043	-0,161	16,700	-2,947	-1,272	21,206	-0,0703	-0,030	0,506	16,700	-2,556	-13,006	68,644	-0,0610	-0,311	1,639	16,700	1,472	6,189	-9,896	0,0351	0,148	-0,236	16,700	0,025	-0,393	-14,923	6,0000E-4	-0,009	-0,356	16,700	-0,083	1,241	3,927	-0,0020	0,030	0,094
16,750	0,467	1,429	-8,011	0,0111	0,034	-0,191	16,750	-2,983	-0,204	20,577	-0,0712	-0,005	0,491	16,750	-3,120	-9,299	78,069	-0,0745	-0,222	1,864	16,750	1,769	5,498	-17,436	0,0422	0,131	-0,416	16,750	-0,014	-1,100	-13,195	-3,3750E-4	-0,026	-0,315	16,750	-0,016	1,351	-4,396E-13	-3,7500E-4	0,032	-1,051E-14
16,800	0,528	0,990	-9,111	0,0126	0,024	-0,217	16,800	-2,967	0,785	19,164	-0,0708	0,019	0,457	16,800	-3,486	-5,199	83,409	-0,0832	-0,124	1,991	16,800	2,022	4,445	-24,190	0,0483	0,106	-0,577	16,800	-0,085	-1,712	-10,839	-0,0020	-0,041	-0,259	16,800	0,052	1,241	-4,398	0,0012	0,030	-0,105
16,850	0,565	0,518	-9,111	0,0135	0,012	-0,218	16,850	-2,904	1,712	18,064	-0,0693	0,041	0,431	16,850	-3,640	-0,958	84,352	-0,0869	-0,023	2,014	16,850	2,213	3,079	-29,374	0,0528	0,073	-0,701	16,850	-0,185	-2,183	-7,069	-0,0044	-0,052	-0,169	16,850	0,108	0,911	-8,482	0,0026	0,022	-0,202
16,900	0,580	0,079	-8,168	0,0138	0,002	-0,195	16,900	-2,796	2,592	16,965	-0,0667	0,062	0,405	16,900	-3,581	3,236	82,624	-0,0855	0,077	1,973	16,900	2,329	1,508	-32,201	0,0556	0,036	-0,769	16,900	-0,303	-2,419	-2,513	-0,0072	-0,058	-0,060	16,900	0,143	0,393	-10,996	0,0034	0,009	-0,262
16,950	0,573	-0,298	-7,226	0,0137	-0,007	-0,172	16,950	-2,645	3,409	15,394	-0,0631	0,081	0,367	16,950	-3,316	7,304	78,540	-0,0792	0,174	1,875	16,950	2,364	-0,141	-32,201	0,0564	-0,003	-0,769	16,950	-0,427	-2,435	2,513	-0,0102	-0,058	0,060	16,950	0,148	-0,188	-10,996	0,0035	-0,005	-0,262
17,000	0,550	-0,644	-6,912	0,0131	-0,015	-0,165	17,000	-2,455	4,131	13,352	-0,0586	0,099	0,319	17,000	-2,851	11,090	71,785	-0,0681	0,265	1,714	17,000	2,315	-1,712	-29,845	0,0553	-0,041	-0,713	17,000	-0,547	-2,168	8,168	-0,0131	-0,052	0,195	17,000	0,124	-0,707	-9,425	0,0030	-0,017	-0,225
17,050	0,509	-0,990	-6,754	0,0122	-0,024	-0,161	17,050	-2,232	4,744	10,839	-0,0533	0,113	0,259	17,050	-2,207	14,483	62,518	-0,0527	0,346	1,492	17,050	2,193	-3,126	-26,861	0,0523	-0,075	-0,641	17,050	-0,644	-1,618	12,881	-0,0154	-0,039	0,307	17,050	0,077	-1,131	-6,597	0,0018	-0,027	-0,157
17,100	0,451	-1,319	-6,754	0,0108	-0,031	-0,161	17,100	-1,981	5,215	7,697	-0,0473	0,124	0,184	17,100	-1,403	17,342	50,423	-0,0335	0,414	1,204	17,100	2,003	-4,398	-23,091	0,0478	-0,105	-0,551	17,100	-0,708	-0,880	15,080	-0,0169	-0,021	0,360	17,100	0,011	-1,367	-2,356	2,6250E-4	-0,033	-0,056
17,150	0,377	-1,665	-6,597	0,0090	-0,040	-0,158	17,150	-1,711	5,513	4,398	-0,0408	0,132	0,105	17,150	-0,473	19,525	35,971	-0,0113	0,466	0,859	17,150	1,753	-5,435	-17,436	0,0418	-0,130	-0,416	17,150	-0,732	-0,110	14,765	-0,0175	-0,003	0,352	17,150	-0,060	-1,367	2,356	-0,0014	-0,033	0,056
17,200	0,284	-1,979	-5,812	0,0068	-0,047	-0,139	17,200	-1,429	5,655	0,942	-0,0341	0,135	0,023	17,200	0,550	20,939	19,949	0,0131	0,500	0,476	17,200	1,459	-6,142	-10,524	0,0348	-0,147	-0,251	17,200	-0,719	0,597	13,195	-0,0172	0,014	0,315	17,200	-0,126	-1,131	7,226	-0,0030	-0,027	0,173
17,250	0,179	-2,246	-5,184	0,0043	-0,054	-0,124	17,250	-1,145	5,608	-2,827	-0,0273	0,134	-0,068	17,250	1,621	21,520	2,985	0,0387	0,514	0,071	17,250	1,139	-6,487	-2,985	0,0272	-0,155	-0,071	17,250	-0,672	1,210	11,153	-0,0161	0,029	0,266	17,250	-0,173	-0,644	10,524	-0,0041	-0,015	0,251
17,300	0,060	-2,498	-4,398	0,0014	-0,060	-0,105	17,300	-0,869	5,372	-6,440	-0,0207	0,128	-0,154	17,300	2,702	21,237	-14,923	0,0645	0,507	-0,356	17,300	0,811	-6,440	5,027	0,0193	-0,154	0,120	17,300	-0,598	1,712	9,111	-0,0143	0,041	0,217	17,300	-0,190	-0,079	10,681	-0,0045	-0,002	0,255
17,350	-0,071	-2,686	-2,827	-0,0017	-0,064	-0,068	17,350	-0,608	4,964	-9,896	-0,0145	0,118	-0,236	17,350	3,745	20,028	-32,358	0,0894	0,478	-0,772	17,350	0,495	-5,985	13,038	0,0118	-0,143	0,311	17,350	-0,501	2,121	6,126	-0,0120	0,051	0,146	17,350	-0,181	0,424	9,425	-0,0043	0,010	0,225
17,400	-0,209	-2,780	-1,100	-0,0050	-0,066	-0,026	17,400	-0,372	4,383	-13,352	-0,0089	0,105	-0,319	17,400	4,705	18,001	-48,223	0,1123	0,430	-1,151	17,400	0,212	-5,137	20,263	0,0051	-0,123	0,484	17,400	-0,386	2,325	1,728	-0,0092	0,056	0,041	17,400	-0,148	0,864	7,540	-0,0035	0,021	0,180
17,450	-0,349	-2,796	0,471	-0,0083	-0,067	0,011	17,450	-0,170	3,629	-16,336	-0,0040	0,087	-0,390	17,450	5,545	15,205	-62,675	0,1324	0,363	-1,496	17,450	-0,019	-3,958	26,232	-4,5000E-4	-0,095	0,626	17,450	-0,269	2,293	-2,985	-0,0064	0,055	-0,071	17,450	-0,094	1,178	4,555	-0,0022	0,028	0,109
17,500	-0,489	-2,733	2,042	-0,0117	-0,065	0,049	17,500	-0,009	2,749	-18,378	-2,2500E-4	0,066	-0,439	17,500	6,225	11,734	-74,613	0,1486	0,280	-1,781	17,500	-0,184	-2,513	30,473	-0,0044	-0,060	0,728	17,500	-0,157	2,026	-7,854	-0,0038	0,048	-0,188	17,500	-0,030	1,319	0,942	-7,1250E-4	0,031	0,022
17,550	-0,622	-2,592	3,613	-0,0148	-0,062	0,086	17,550	0,105	1,791	-19,949	0,0025	0,043	-0,476	17,550	6,718	7,744	-83,409	0,1604	0,185	-1,991	17,550	-0,270	-0,911	32,201	-0,0065	-0,022	0,769	17,550	-0,066	1,508	-12,095	-0,0016	0,036	-0,289	17,550	0,038	1,272	-3,456	9,0000E-4	0,030	-0,082
17,600	-0,748	-2,372	5,341	-0,0178	-0,057	0,127	17,600	0,170	0,754	-20,577	0,0041	0,018	-0,491	17,600	6,999	3,393	-88,122	0,1671	0,081	-2,104	17,600	-0,275	0,707	31,573	-0,0066	0,017	0,754	17,600	-0,006	0,817	-14,451	-1,5000E-4	0,019	-0,345	17,600	0,097	0,974	-7,854	0,0023	0,023	-0,187
17,650	-0,859	-2,058	6,597	-0,0205	-0,049	0,157	17,650	0,181	-0,267	-19,635	0,0043	-0,006	-0,469	17,650	7,058	-1,068	-88,122	0,1685	-0,026	-2,104	17,650	-0,199	2,246	29,217	-0,0048	0,054	0,698	17,650	0,016	0,063	-14,765	3,7500E-4	0,002	-0,352	17,650	0,135	0,487	-10,524	0,0032	0,012	-0,251
17,700	-0,953	-1,712	7,069	-0,0228	-0,041	0,169	17,700	0,143	-1,210	-18,378	0,0034	-0,029	-0,439	17,700	6,893	-5,419	-84,509	0,1646	-0,129	-2,017	17,700	-0,050	3,629	25,761	-0,0012	0,087	0,615	17,700	4,857E-17	-0,660	-13,823	-7,6978E-18	-0,016	-0,330	17,700	0,146	-0,079	-11,153	0,0035	-0,002	-0,266
17,750	-1,030	-1,351	8,011	-0,0246	-0,032	0,191	17,750	0,060	-2,105	-17,436	0,0014	-0,050	-0,416	17,750	6,516	-9,519	-78,226	0,1556	-0,227	-1,867	17,750	0,163	4,822	21,206	0,0039	0,115	0,506	17,750	-0,050	-1,319	-12,095	-0,0012	-0,031	-0,289	17,750	0,127	-0,628	-9,896	0,0030	-0,015	-0,236
17,800	-1,089	-0,911	9,111	-0,0260	-0,022	0,217	17,800	-0,068	-2,953	-16,022	-0,0016	-0,070	-0,382	17,800	5,941	-13,242	-68,801	0,1418	-0,316	-1,642	17,800	0,432	5,749	14,923	0,0103	0,137	0,356	17,800	-0,132	-1,869	-9,268	-0,0032	-0,045	-0,221	17,800	0,083	-1,068	-6,912	0,0020	-0,025	-0,165
17,850	-1,122	-0,440	8,639	-0,0268	-0,010	0,206	17,850	-0,236	-3,707	-14,294	-0,0056	-0,088	-0,341	17,850	5,191	-16,399	-56,549	0,1239	-0,391	-1,350	17,850	0,738	6,315	7,540	0,0176	0,151	0,180	17,850	-0,237	-2,246	-5,184	-0,0057	-0,054	-0,124	17,850	0,020	-1,319	-2,985	4,8750E-4	-0,031	-0,071
17,900	-1,133	-0,047	6,597	-0,0270	-0,001	0,157	17,900	-0,438	-4,383	-12,409	-0,0105	-0,105	-0,296	17,900	4,301	-18,897	-42,097	0,1027	-0,451	-1,005	17,900	1,063	6,503	-0,157	0,0254	0,155	-0,004	17,900	-0,357	-2,388	-0,157	-0,0085	-0,057	-0,004	17,900	-0,049	-1,367	1,414	-0,0012	-0,033	0,034
17,950	-1,126	0,220	4,555	-0,0269	0,005	0,109	17,950	-0,674	-4,948	-9,739	-0,0161	-0,118	-0,232	17,950	3,302	-20,609	-25,761	0,0788	-0,492	-0,615	17,950	1,389	6,299	-8,011	0,0331	0,150	-0,191	17,950	-0,476	-2,262	4,869	-0,0114	-0,054	0,116	17,950	-0,116	-1,178	6,440	-0,0028	-0,028	0,154
18,000	-1,111	0,408	3,927	-0,0265	0,010	0,094	18,000	-0,933	-5,356	-6,440	-0,0223	-0,128	-0,154	18,000	2,240	-21,473	-9,111	0,0535	-0,513	-0,217	18,000	1,693	5,702	-15,551	0,0404	0,136	-0,371	18,000	-0,583	-1,901	9,582	-0,0139	-0,045	0,229	18,000	-0,167	-0,723	10,053	-0,0040	-0,017	0,240
18,050	-1,085	0,613	4,555	-0,0259	0,015	0,109	18,050	-1,210	-5,592	-2,985	-0,0289	-0,133	-0,071	18,050	1,155	-21,520	7,854	0,0276	-0,514	0,187	18,050	1,959	4,744	-22,619	0,0468	0,113	-0,540	18,050	-0,666	-1,304	13,509	-0,0159	-0,031	0,322	18,050	-0,188	-0,173	10,681	-0,0045	-0,004	0,255
18,100	-1,049	0,864	5,184	-0,0250	0,021	0,124	18,100	-1,492	-5,655	0,314	-0,0356	-0,135	0,007	18,100	0,088	-20,687	25,133	0,0021	-0,494	0,600	18,100	2,168	3,440	-28,431	0,0517	0,082	-0,679	18,100	-0,713	-0,550	15,237	-0,0170	-0,013	0,364	18,100	-0,184	0,346	9,739	-0,0044	0,008	0,232
18,150	-0,999	1,131	5,341	-0,0238	0,027	0,128	18,150	-1,775	-5,561	3,927	-0,0424	-0,133	0,094	18,150	-0,914	-19,007	41,312	-0,0218	-0,454	0,986	18,150	2,303	1,901	-31,730	0,0550	0,045	-0,757	18,150	-0,721	0,220	14,137	-0,0172	0,005	0,337	18,150	-0,154	0,801	8,011	-0,0037	0,019	0,191
18,200	-0,936	1,398	5,341	-0,0223	0,033	0,127	18,200	-2,048	-5,262	7,697	-0,0489	-0,126	0,184	18,200	-1,813	-16,556	56,392	-0,0433	-0,395	1,346	18,200	2,358	0,267	-32,201	0,0563	0,006	-0,769	18,200	-0,691	0,864	11,781	-0,0165	0,021	0,281	18,200	-0,104	1,147	5,184	-0,0025	0,027	0,124
18,250	-0,859	1,665	5,341	-0,0205	0,040	0,127	18,250	-2,301	-4,791	10,996	-0,0549	-0,114	0,263	18,250	-2,570	-13,367	69,429	-0,0613	-0,319	1,658	18,250	2,329	-1,319	-30,316	0,0556	-0,031	-0,724	18,250	-0,635	1,398	10,210	-0,0152	0,033	0,244	18,250	-0,039	1,319	1,414	-9,3750E-4	0,032	0,034
18,300	-0,770	1,932	5,027	-0,0184	0,046	0,120	18,300	-2,527	-4,163	14,294	-0,0603	-0,099	0,341	18,300	-3,149	-9,613	78,540	-0,0752	-0,229	1,875	18,300	2,226	-2,765	-27,646	0,0531	-0,066	-0,660	18,300	-0,551	1,885	8,011	-0,0132	0,045	0,191	18,300	0,028	1,288	-2,670	6,7500E-4	0,031	-0,064
18,350	-0,666	2,168	4,241	-0,0159	0,052	0,101	18,350	-2,717	-3,362	17,593	-0,0649	-0,080	0,420	18,350	-3,531	-5,513	83,881	-0,0843	-0,132	2,003	18,350	2,053	-4,084	-24,033	0,0490	-0,097	-0,574	18,350	-0,446	2,199	4,241	-0,0107	0,052	0,101	18,350	0,090	1,052	-7,069	0,0021	0,025	-0,169
18,400	-0,553	2,356	3,299	-0,0132	0,056	0,079	18,400	-2,864	-2,403	20,106	-0,0684	-0,057	0,480	18,400	-3,701	-1,225	85,608	-0,0883	-0,029	2,044	18,400	1,817	-5,168	-18,535	0,0434	-0,123	-0,443	18,400	-0,331	2,309	-0,157	-0,0079	0,055	-0,004	18,400	0,134	0,581	-10,524	0,0032	0,014	-0,251
18,450	-0,430	2,498	2,356	-0,0103	0,060	0,056	18,450	-2,958	-1,351	21,206	-0,0706	-0,032	0,506	18,450	-3,654	3,047	84,038	-0,0872	0,073	2,006	18,450	1,536	-5,938	-12,095	0,0367	-0,142	-0,289	18,450	-0,215	2,183	-5,184	-0,0051	0,052	-0,124	18,450	0,148	0,000	-11,153	0,0035	0,000	-0,266
18,500	-0,303	2,592	1,257	-0,0072	0,062	0,030	18,500	-2,999	-0,283	21,049	-0,0716	-0,007	0,503	18,500	-3,396	7,179	79,797	-0,0811	0,171	1,905	18,500	1,224	-6,377	-4,869	0,0292	-0,152	-0,116	18,500	-0,113	1,791	-9,739	-0,0027	0,043	-0,233	18,500	0,134	-0,534	-10,053	0,0032	-0,013	-0,240
18,550	-0,171	2,623	4,441E-15	-0,0041	0,063	-6,939E-17	18,550	-2,986	0,754	19,792	-0,0713	0,018	0,472	18,550	-2,936	11,027	73,042	-0,0701	0,263	1,744	18,550	0,898	-6,425	2,985	0,0214	-0,153	0,071	18,550	-0,036	1,210	-13,038	-8,6250E-4	0,029	-0,311	18,550	0,094	-1,005	-7,697	0,0023	-0,024	-0,184
