FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
2,97	2,97	0,02	0,01	2,020				-1,981	0,353	20,617	-0,0473	0,008	0,492		2,020				-1,632	14,098	255,255	-0,0390	0,337	6,094	
2,99	2,99	0,02	0,01	2,040				-1,970	0,785	21,598	-0,0470	0,019	0,516		2,040				-1,297	18,221	139,408	-0,0310	0,435	3,328	
3,02	3,02	0,02	0,02	2,050	99,52	99,75	-0,23								2,050	100,73	99,76	0,97							
3,04	3,04	0,03	0,02	2,060				-1,949	1,217	20,617	-0,0465	0,029	0,492		2,060				-0,903	19,674	-5,890	-0,0216	0,470	-0,141	
3,06	3,06	0,04	0,02	2,080				-1,921	1,610	19,635	-0,0459	0,038	0,469		2,080				-0,511	17,986	-159,043	-0,0122	0,429	-3,797	
3,09	3,09	0,06	0,04	2,100	99,55	99,75	-0,20	-1,885	2,003	19,635	-0,0450	0,048	0,469	24,5	2,100	100,86	99,76	1,10	-0,184	13,313	-290,598	-0,0044	0,318	-6,937	24,6
3,11	3,11	0,10	0,05	2,120				-1,841	2,395	17,671	-0,0439	0,057	0,422		2,120				0,022	6,362	-376,991	5,2500E-4	0,152	-9,000	
3,14	3,14	0,99	0,07	2,140				-1,789	2,710	16,690	-0,0427	0,065	0,398		2,140				0,071	-1,767	-402,517	0,0017	-0,042	-9,609	
3,16	3,16	0,13	1,00	2,150	99,58	99,75	-0,17								2,150	99,61	99,76	-0,15							
3,19	3,19	0,07	0,06	2,160				-1,733	3,063	17,671	-0,0414	0,073	0,422		2,160				-0,049	-9,739	-355,393	-0,0012	-0,232	-8,484	
3,21	3,21	0,04	0,05	2,180				-1,667	3,416	14,726	-0,0398	0,082	0,352		2,180				-0,319	-15,983	-242,492	-0,0076	-0,382	-5,789	
3,23	3,23	0,03	0,03	2,200	99,61	99,75	-0,14	-1,596	3,652	11,781	-0,0381	0,087	0,281	24,6	2,200	98,50	99,76	-1,26	-0,688	-19,439	-91,303	-0,0164	-0,464	-2,180	24,6
3,26	3,26	0,02	0,02	2,220				-1,521	3,888	11,781	-0,0363	0,093	0,281		2,220				-1,096	-19,635	70,686	-0,0262	-0,469	1,687	
3,28	3,28	0,02	0,02	2,240				-1,440	4,123	10,799	-0,0344	0,098	0,258		2,240				-1,473	-16,611	209,112	-0,0352	-0,397	4,992	
3,31	3,31	0,02	0,02	2,250	99,64	99,75	-0,11								2,250	98,35	99,76	-1,41							
3,33	3,33	0,02	0,01	2,260				-1,356	4,320	9,817	-0,0324	0,103	0,234		2,260				-1,761	-11,270	300,415	-0,0420	-0,269	7,172	
3,36	3,36	0,01	0,01	2,280				-1,268	4,516	6,872	-0,0303	0,108	0,164		2,280				-1,924	-4,595	346,557	-0,0459	-0,110	8,273	
3,38	3,38	0,01	0,01	2,300	99,68	99,75	-0,07	-1,175	4,595	3,927	-0,0280	0,110	0,094	24,5	2,300	99,41	99,77	-0,36	-1,945	2,592	352,448	-0,0464	0,062	8,414	24,6
3,41	3,41	0,01	0,01	2,320				-1,084	4,673	3,927	-0,0259	0,112	0,094		2,320				-1,821	9,503	316,123	-0,0435	0,227	7,547	
3,43	3,43	0,01	0,01	2,340				-0,988	4,752	0,982	-0,0236	0,113	0,023		2,340				-1,565	15,237	231,693	-0,0374	0,364	5,531	
3,45	3,45	0,01	0,01	2,350	99,72	99,75	-0,03								2,350	100,23	99,76	0,47							
3,48	3,48	0,01	0,01	2,360				-0,894	4,712	-0,982	-0,0213	0,113	-0,023		2,360				-1,211	18,771	107,011	-0,0289	0,448	2,555	
3,50	3,50	0,01	0,01	2,380				-0,800	4,712	-0,982	-0,0191	0,113	-0,023		2,380				-0,814	19,517	-38,288	-0,0194	0,466	-0,914	
3,53	3,53	0,01	0,01	2,400	99,75	99,75	8,99E-4	-0,705	4,673	-4,909	-0,0168	0,112	-0,117	24,5	2,400	101,20	99,76	1,44	-0,430	17,240	-190,459	-0,0103	0,412	-4,547	24,6
3,55	3,55	0,01	0,01	2,420				-0,613	4,516	-8,836	-0,0146	0,108	-0,211		2,420				-0,124	11,899	-317,105	-0,0030	0,284	-7,570	
3,58	3,58	0,01	0,01	2,440				-0,525	4,320	-9,817	-0,0125	0,103	-0,234		2,440				0,046	4,555	-384,845	0,0011	0,109	-9,187	
3,60	3,60	0,01	0,00	2,450	99,78	99,75	0,03								2,450	100,01	99,76	0,25							
3,63	3,63	0,01	0,00	2,460				-0,440	4,123	-10,799	-0,0105	0,098	-0,258		2,460				0,058	-3,495	-394,663	0,0014	-0,083	-9,422	
3,65	3,65	0,01	0,00	2,480				-0,360	3,888	-12,763	-0,0086	0,093	-0,305		2,480				-0,094	-11,231	-336,740	-0,0023	-0,268	-8,039	
3,67	3,67	0,01	0,00	2,500	99,78	99,76	0,02	-0,284	3,613	-14,726	-0,0068	0,086	-0,352	24,5	2,500	98,85	99,76	-0,92	-0,391	-16,965	-211,076	-0,0093	-0,405	-5,039	24,6
3,70	3,70	0,01	0,00	2,520				-0,215	3,299	-17,671	-0,0051	0,079	-0,422		2,520				-0,773	-19,674	-55,960	-0,0185	-0,470	-1,336	
3,72	3,72	0,01	0,00	2,540				-0,152	2,906	-20,617	-0,0036	0,069	-0,492		2,540				-1,178	-19,203	100,138	-0,0281	-0,458	2,391	
3,75	3,75	0,01	0,00	2,550	99,77	99,75	0,02								2,550	98,30	99,76	-1,47							
3,77	3,77	0,01	0,00	2,560				-0,099	2,474	-20,617	-0,0024	0,059	-0,492		2,560				-1,541	-15,669	230,711	-0,0368	-0,374	5,508	
3,80	3,80	0,01	0,00	2,580				-0,053	2,081	-21,598	-0,0013	0,050	-0,516		2,580				-1,805	-9,975	312,196	-0,0431	-0,238	7,453	
3,82	3,82	0,01	0,00	2,600	99,73	99,75	-0,02	-0,016	1,610	-23,562	-3,7500E-4	0,038	-0,562	24,6	2,600	99,02	99,76	-0,74	-1,940	-3,181	351,466	-0,0463	-0,076	8,391	24,6
3,85	3,85	0,01	0,00	2,620				0,011	1,139	-23,562	2,6250E-4	0,027	-0,562		2,620				-1,932	4,084	353,429	-0,0461	0,097	8,437	
3,87	3,87	0,01	0,00	2,640				0,030	0,668	-23,562	7,1250E-4	0,016	-0,562		2,640				-1,777	10,956	305,324	-0,0424	0,262	7,289	
3,89	3,89	0,01	0,00	2,650	99,70	99,75	-0,06								2,650	99,79	99,76	0,02							
3,92	3,92	0,01	0,00	2,660				0,038	0,196	-24,544	9,0000E-4	0,005	-0,586		2,660				-1,494	16,297	208,131	-0,0357	0,389	4,969	
3,94	3,94	0,00	0,00	2,680				0,038	-0,314	-26,507	9,0000E-4	-0,007	-0,633		2,680				-1,125	19,282	76,576	-0,0269	0,460	1,828	
3,97	3,97	0,01	0,00	2,700	99,64	99,75	-0,11	0,025	-0,864	-26,507	6,0000E-4	-0,021	-0,633	24,5	2,700	101,21	99,75	1,46	-0,723	19,360	-76,576	-0,0173	0,462	-1,828	24,6
3,99	3,99	0,00	0,00	2,720				0,003	-1,374	-24,544	7,5000E-5	-0,033	-0,586		2,720				-0,350	16,218	-225,802	-0,0084	0,387	-5,391	
4,02	4,02	0,00	0,00	2,740				-0,030	-1,846	-24,544	-7,1250E-4	-0,044	-0,586		2,740				-0,074	10,328	-334,776	-0,0018	0,247	-7,992	
4,04	4,04	0,00	0,00	2,750	99,60	99,75	-0,15								2,750	100,57	99,76	0,81							
4,06	4,06	0,00	0,00	2,760				-0,071	-2,356	-23,562	-0,0017	-0,056	-0,562		2,760				0,063	2,827	-392,699	0,0015	0,067	-9,375	
4,09	4,09	0,00	0,00	2,780				-0,124	-2,788	-19,635	-0,0030	-0,067	-0,469		2,780				0,039	-5,380	-390,736	9,3750E-4	-0,128	-9,328	
4,11	4,11	0,00	0,00	2,800	99,57	99,76	-0,19	-0,182	-3,142	-18,653	-0,0043	-0,075	-0,445	24,5	2,800	99,24	99,76	-0,52	-0,152	-12,802	-311,214	-0,0036	-0,306	-7,430	24,6
4,14	4,14	0,00	0,00	2,820				-0,250	-3,534	-16,690	-0,0060	-0,084	-0,398		2,820				-0,473	-17,829	-174,751	-0,0113	-0,426	-4,172	
4,16	4,16	0,00	0,00	2,840				-0,324	-3,809	-13,744	-0,0077	-0,091	-0,328		2,840				-0,866	-19,792	-18,653	-0,0207	-0,473	-0,445	
4,19	4,19	0,00	0,00	2,850	99,54	99,75	-0,21								2,850	98,43	99,75	-1,33							
4,21	4,21	0,00	0,00	2,860				-0,402	-4,084	-12,763	-0,0096	-0,098	-0,305		2,860				-1,264	-18,575	129,591	-0,0302	-0,443	3,094	
4,24	4,24	0,00	0,00	2,880				-0,487	-4,320	-9,817	-0,0116	-0,103	-0,234		2,880				-1,608	-14,608	251,328	-0,0384	-0,349	6,000	
4,26	4,26	0,00	0,00	2,900	99,50	99,75	-0,25	-0,575	-4,477	-7,854	-0,0137	-0,107	-0,187	24,5	2,900	98,67	99,76	-1,09	-1,849	-8,522	326,922	-0,0441	-0,203	7,805	24,6
4,28	4,28	0,00	0,00	2,920				-0,666	-4,634	-5,890	-0,0159	-0,111	-0,141		2,920				-1,949	-1,532	353,429	-0,0465	-0,037	8,437	
4,31	4,31	0,00	0,00	2,940				-0,760	-4,712	-1,963	-0,0181	-0,112	-0,047		2,940				-1,910	5,616	343,612	-0,0456	0,134	8,203	
4,33	4,33	0,00	0,00	2,950	99,47	99,75	-0,28								2,950	99,56	99,76	-0,20							
4,36	4,36	0,00	0,00	2,960				-0,855	-4,712	0,000	-0,0204	-0,112	0,000		2,960				-1,725	12,213	287,652	-0,0412	0,292	6,867	
4,38	4,38	0,00	0,00	2,980				-0,949	-4,712	-0,982	-0,0226	-0,112	-0,023		2,980				-1,422	17,122	186,532	-0,0339	0,409	4,453	
4,41	4,41	0,00	0,00	3,000	99,45	99,75	-0,30	-1,043	-4,752	0,000	-0,0249	-0,113	-2,429E-15	24,5	3,000	100,87	99,76	1,11	-1,040	19,674	46,142	-0,0248	0,470	1,102	24,6
4,43	4,43	0,00	0,00	3,020				-1,139	-4,712	4,909	-0,0272	-0,112	0,117		3,020				-0,635	18,967	-114,865	-0,0152	0,453	-2,742	
4,46	4,46	0,00	0,00	3,040				-1,232	-4,555	7,854	-0,0294	-0,109	0,187		3,040				-0,281	15,080	-254,273	-0,0067	0,360	-6,070	
4,48	4,48	0,00	0,00	3,050	99,44	99,75	-0,31								3,050	101,06	99,76	1,31							
4,50	4,50	0,00	0,00	3,060				-1,321	-4,398	8,836	-0,0315	-0,105	0,211		3,060				-0,031	8,796	-351,466	-7,5000E-4	0,210	-8,391	
4,53	4,53	0,00	0,00	3,080				-1,407	-4,202	10,799	-0,0336	-0,100	0,258		3,080				0,071	1,021	-396,626	0,0017	0,024	-9,469	
4,55	4,55	0,00	0,00	3,100	99,42	99,75	-0,33	-1,489	-3,966	11,781	-0,0355	-0,095	0,281	24,5	3,100	99,54	99,76	-0,22	0,009	-7,069	-376,991	2,2500E-4	-0,169	-9,000	24,6
4,58	4,58	0,00	0,00	3,120				-1,566	-3,731	12,763	-0,0374	-0,089	0,305		3,120				-0,212	-14,059	-285,689	-0,0051	-0,336	-6,820	
4,60	4,60	0,00	0,00	3,140				-1,638	-3,456	14,726	-0,0391	-0,082	0,352		3,140				-0,553	-18,496	-145,299	-0,0132	-0,442	-3,469	
4,63	4,63	0,00	0,00	3,150	99,42	99,75	-0,33								3,150	98,65	99,76	-1,11							
4,65	4,65	0,00	0,00	3,160				-1,704	-3,142	16,690	-0,0407	-0,075	0,398		3,160				-0,952	-19,871	12,763	-0,0227	-0,474	0,305	
4,68	4,68	0,00	0,00	3,180				-1,764	-2,788	16,690	-0,0421	-0,067	0,398		3,180				-1,348	-17,986	163,952	-0,0322	-0,429	3,914	
4,70	4,70	0,00	9,51E-4	3,200	99,44	99,75	-0,32	-1,816	-2,474	15,708	-0,0433	-0,059	0,375	24,5	3,200	98,40	99,76	-1,36	-1,671	-13,313	273,908	-0,0399	-0,318	6,539	24,6
4,72	4,72	0,00	0,00	3,220				-1,863	-2,160	17,671	-0,0445	-0,052	0,422		3,220				-1,880	-7,029	330,849	-0,0449	-0,168	7,898	
4,75	4,75	0,00	0,00	3,240				-1,902	-1,767	19,635	-0,0454	-0,042	0,469		3,240				-1,953	-0,079	351,466	-0,0466	-0,002	8,391	
4,77	4,77	0,00	0,00	3,250	99,45	99,76	-0,31								3,250	99,23	99,76	-0,53							
4,80	4,80	0,00	0,00	3,260				-1,934	-1,374	19,635	-0,0462	-0,033	0,469		3,260				-1,883	7,029	337,721	-0,0450	0,168	8,062	
4,82	4,82	0,00	0,00	3,280				-1,957	-0,982	18,653	-0,0467	-0,023	0,445		3,280				-1,671	13,430	272,926	-0,0399	0,321	6,516	
4,85	4,85	0,00	0,00	3,300	99,47	99,75	-0,28	-1,973	-0,628	17,671	-0,0471	-0,015	0,422	24,5	3,300	100,41	99,76	0,65	-1,346	17,946	157,080	-0,0321	0,428	3,750	24,6
4,87	4,87	0,00	9,51E-4	3,320				-1,982	-0,275	18,653	-0,0473	-0,007	0,445		3,320				-0,953	19,714	11,781	-0,0228	0,471	0,281	
4,90	4,90	0,00	0,00	3,340				-1,984	0,118	19,635	-0,0474	0,003	0,469		3,340				-0,558	18,418	-140,390	-0,0133	0,440	-3,352	
4,92	4,92	0,00	0,00	3,350	99,49	99,75	-0,26								3,350	101,32	99,76	1,55							
4,94	4,94	0,00	0,00	3,360				-1,978	0,511	19,635	-0,0472	0,012	0,469		3,360				-0,217	14,098	-279,798	-0,0052	0,337	-6,680	
4,97	4,97	0,00	9,32E-4	3,380				-1,963	0,903	21,598	-0,0469	0,022	0,516		3,380				0,006	7,226	-374,046	1,5000E-4	0,172	-8,930	
4,99	4,99	0,00	0,00	3,400	99,53	99,76	-0,22	-1,942	1,374	22,580	-0,0464	0,033	0,539	24,5	3,400	99,84	99,76	0,08	0,072	-0,864	-401,535	0,0017	-0,021	-9,586	24,6
5,02	5,02	0,00	9,90E-4	3,420				-1,909	1,806	18,653	-0,0456	0,043	0,445		3,420				-0,028	-8,836	-363,247	-6,7500E-4	-0,211	-8,672	
5,04	5,04	0,00	0,00	3,440				-1,869	2,121	16,690	-0,0446	0,051	0,398		3,440				-0,281	-15,394	-258,200	-0,0067	-0,367	-6,164	
5,07	5,07	0,00	0,00	3,450	99,56	99,75	-0,19								3,450	99,02	99,76	-0,74							
5,09	5,09	0,00	8,31E-4	3,460				-1,824	2,474	18,653	-0,0435	0,059	0,445		3,460				-0,644	-19,164	-107,992	-0,0154	-0,457	-2,578	
5,11	5,11	0,00	9,58E-4	3,480				-1,770	2,867	17,671	-0,0423	0,068	0,422		3,480				-1,048	-19,714	51,051	-0,0250	-0,471	1,219	
5,14	5,14	0,00	6,94E-4	3,500	99,59	99,75	-0,17	-1,709	3,181	14,726	-0,0408	0,076	0,352	24,5	3,500	98,28	99,77	-1,49	-1,433	-17,122	193,404	-0,0342	-0,409	4,617	24,6
5,16	5,16	0,00	8,04E-4	3,520				-1,643	3,456	14,726	-0,0392	0,082	0,352		3,520				-1,733	-11,977	291,579	-0,0414	-0,286	6,961	
5,19	5,19	0,00	9,45E-4	3,540				-1,571	3,770	13,744	-0,0375	0,090	0,328		3,540				-1,912	-5,459	341,648	-0,0456	-0,130	8,156	
5,21	5,21	0,00	7,02E-4	3,550	99,62	99,76	-0,13								3,550	99,16	99,76	-0,60							
5,24	5,24	0,00	8,35E-4	3,560				-1,492	4,006	10,799	-0,0356	0,096	0,258		3,560				-1,951	1,689	353,429	-0,0466	0,040	8,437	
5,26	5,26	0,00	8,43E-4	3,580				-1,411	4,202	10,799	-0,0337	0,100	0,258		3,580				-1,844	8,679	322,995	-0,0440	0,207	7,711	
5,29	5,29	0,00	6,47E-4	3,600	99,66	99,75	-0,09	-1,324	4,438	9,817	-0,0316	0,106	0,234	24,5	3,600	99,92	99,76	0,17	-1,604	14,608	246,419	-0,0383	0,349	5,883	24,6
5,31	5,31	0,00	8,64E-4	3,620				-1,233	4,595	5,890	-0,0294	0,110	0,141		3,620				-1,260	18,535	126,646	-0,0301	0,442	3,023	
5,33	5,33	0,00	7,16E-4	3,640				-1,140	4,673	4,909	-0,0272	0,112	0,117		3,640				-0,862	19,674	-21,598	-0,0206	0,470	-0,516	
5,36	5,36	0,00	8,44E-4	3,650	99,71	99,75	-0,05								3,650	101,31	99,76	1,55							
5,38	5,38	0,00	7,17E-4	3,660				-1,046	4,791	3,927	-0,0250	0,114	0,094		3,660				-0,473	17,671	-174,751	-0,0113	0,422	-4,172	
5,41	5,41	0,00	7,41E-4	3,680				-0,949	4,830	0,982	-0,0227	0,115	0,023		3,680				-0,156	12,684	-303,360	-0,0037	0,303	-7,242	
5,43	5,43	0,00	7,70E-4	3,700	99,74	99,76	-0,02	-0,853	4,830	0,000	-0,0204	0,115	0,000	24,5	3,700	100,38	99,76	0,62	0,035	5,537	-383,864	8,2500E-4	0,132	-9,164	24,6
5,46	5,46	0,00	6,66E-4	3,720				-0,756	4,830	-4,909	-0,0180	0,115	-0,117		3,720				0,066	-2,670	-403,499	0,0016	-0,064	-9,633	
5,48	5,48	0,00	7,61E-4	3,740				-0,660	4,634	-8,836	-0,0158	0,111	-0,211		3,740				-0,072	-10,603	-346,557	-0,0017	-0,253	-8,273	
5,51	5,51	0,00	6,26E-4	3,750	99,77	99,75	0,02								3,750	99,10	99,76	-0,66							
5,53	5,53	0,00	7,54E-4	3,760				-0,570	4,477	-6,872	-0,0136	0,107	-0,164		3,760				-0,358	-16,533	-223,839	-0,0086	-0,395	-5,344	
5,55	5,55	0,00	6,58E-4	3,780				-0,481	4,359	-10,799	-0,0115	0,104	-0,258		3,780				-0,734	-19,556	-72,649	-0,0175	-0,467	-1,734	
5,58	5,58	0,00	7,26E-4	3,800	99,79	99,76	0,03	-0,396	4,045	-14,726	-0,0095	0,097	-0,352	24,5	3,800	98,30	99,76	-1,46	-1,140	-19,439	86,394	-0,0272	-0,464	2,063	24,6
5,60	5,60	0,00	7,39E-4	3,820				-0,319	3,770	-15,708	-0,0076	0,090	-0,375		3,820				-1,511	-16,101	221,875	-0,0361	-0,384	5,297	
5,63	5,63	0,00	6,74E-4	3,840				-0,245	3,416	-18,653	-0,0059	0,082	-0,445		3,840				-1,784	-10,564	306,306	-0,0426	-0,252	7,312	
5,65	5,65	0,00	6,54E-4	3,850	99,78	99,76	0,02								3,850	98,79	99,76	-0,97							
5,68	5,68	0,00	8,86E-4	3,860				-0,182	3,024	-17,671	-0,0044	0,072	-0,422		3,860				-1,934	-3,848	346,557	-0,0462	-0,092	8,273	
5,70	5,70	0,00	0,00	3,880				-0,124	2,710	-18,653	-0,0030	0,065	-0,445		3,880				-1,938	3,299	350,484	-0,0463	0,079	8,367	
5,73	5,73	0,00	3,10E-4	3,900	99,76	99,75	0,00	-0,074	2,278	-22,580	-0,0018	0,054	-0,539	24,5	3,900	99,63	99,76	-0,13	-1,802	10,171	309,251	-0,0430	0,243	7,383	24,6
5,75	5,75	0,00	4,22E-4	3,920				-0,033	1,806	-22,580	-7,8750E-4	0,043	-0,539		3,920				-1,532	15,669	217,948	-0,0366	0,374	5,203	
5,77	5,77	0,00	4,71E-4	3,940				-0,002	1,374	-22,580	-3,7500E-5	0,033	-0,539		3,940				-1,175	18,889	94,248	-0,0281	0,451	2,250	
5,80	5,80	0,00	4,80E-4	3,950	99,71	99,75	-0,04								3,950	101,06	99,76	1,30							
5,82	5,82	0,00	5,17E-4	3,960				0,022	0,903	-24,544	5,2500E-4	0,022	-0,586		3,960				-0,776	19,439	-52,033	-0,0185	0,464	-1,242	
5,85	5,85	0,00	5,21E-4	3,980				0,035	0,393	-23,562	8,2500E-4	0,009	-0,562		3,980				-0,397	16,808	-204,204	-0,0095	0,401	-4,875	
5,87	5,87	0,00	4,38E-4	4,000	99,67	99,76	-0,08	0,038	-0,039	-22,580	9,0000E-4	-9,375E-4	-0,539	24,6	4,000	100,93	99,76	1,17	-0,104	11,270	-322,995	-0,0025	0,269	-7,711	24,6
5,90	5,90	0,00	4,83E-4	4,020				0,033	-0,511	-24,544	7,8750E-4	-0,012	-0,586		4,020				0,053	3,888	-387,791	0,0013	0,093	-9,258	
5,92	5,92	0,00	4,53E-4	4,040				0,017	-1,021	-25,525	4,1250E-4	-0,024	-0,609		4,040				0,052	-4,241	-392,699	0,0012	-0,101	-9,375	
5,94	5,94	0,00	4,51E-4	4,050	99,62	99,75	-0,13								4,050	99,48	99,76	-0,28							
5,97	5,97	0,00	3,35E-4	4,060				-0,008	-1,532	-24,544	-1,8750E-4	-0,037	-0,586		4,060				-0,116	-11,820	-325,940	-0,0028	-0,282	-7,781	
5,99	5,99	0,00	4,10E-4	4,080				-0,044	-2,003	-23,562	-0,0011	-0,048	-0,563		4,080				-0,421	-17,279	-199,295	-0,0101	-0,412	-4,758	
6,02	6,02	0,00	3,37E-4	4,100	99,59	99,76	-0,17	-0,088	-2,474	-22,580	-0,0021	-0,059	-0,539	24,5	4,100	98,54	99,76	-1,22	-0,807	-19,792	-43,197	-0,0193	-0,472	-1,031	24,6
6,04	6,04	0,00	2,47E-4	4,120				-0,143	-2,906	-19,635	-0,0034	-0,069	-0,469		4,120				-1,213	-19,007	112,901	-0,0290	-0,454	2,695	
6,07	6,07	0,00	2,96E-4	4,140				-0,204	-3,259	-17,671	-0,0049	-0,078	-0,422		4,140				-1,568	-15,276	239,547	-0,0374	-0,365	5,719	
6,09	6,09	0,00	2,54E-4	4,150	99,56	99,75	-0,19								4,150	98,48	99,76	-1,29							
6,12	6,12	0,00	2,29E-4	4,160				-0,273	-3,613	-15,708	-0,0065	-0,086	-0,375		4,160				-1,824	-9,425	320,050	-0,0435	-0,225	7,641	
6,14	6,14	0,00	1,89E-4	4,180				-0,349	-3,888	-13,744	-0,0083	-0,093	-0,328		4,180				-1,945	-2,474	354,411	-0,0464	-0,059	8,461	
6,16	6,16	0,00	1,08E-4	4,200	99,54	99,75	-0,21	-0,429	-4,163	-12,763	-0,0102	-0,099	-0,305	24,5	4,200	99,36	99,76	-0,40	-1,923	4,752	348,521	-0,0459	0,113	8,320	24,6
6,19	6,19	0,00	4,17E-5	4,220				-0,515	-4,398	-9,817	-0,0123	-0,105	-0,234		4,220				-1,755	11,467	297,470	-0,0419	0,274	7,102	
6,21	6,21	0,00	1,91E-4	4,240				-0,605	-4,555	-7,854	-0,0144	-0,109	-0,188		4,240				-1,464	16,650	199,295	-0,0350	0,397	4,758	
6,24	6,24	0,00	3,38E-4	4,250	99,49	99,75	-0,26								4,250	100,60	99,76	0,84							
6,26	6,26	0,00	7,57E-4	4,260				-0,697	-4,712	-5,890	-0,0167	-0,113	-0,141		4,260				-1,089	19,439	62,832	-0,0260	0,464	1,500	
6,29	6,29	0,02	0,00	4,280				-0,793	-4,791	-1,963	-0,0189	-0,114	-0,047		4,280				-0,686	19,164	-91,303	-0,0164	0,457	-2,180	
6,31	6,31	0,00	0,00	4,300	99,46	99,75	-0,29	-0,889	-4,791	-2,576E-12	-0,0212	-0,114	-6,349E-14	24,5	4,300	101,24	99,76	1,47	-0,322	15,787	-236,601	-0,0077	0,377	-5,648	24,6
6,34	6,34	0,00	0,02	4,320				-0,985	-4,791	0,982	-0,0235	-0,114	0,023		4,320				-0,055	9,700	-342,630	-0,0013	0,232	-8,180	
6,36	6,36	0,00	0,00	4,340				-1,081	-4,752	2,945	-0,0258	-0,113	0,070		4,340				0,066	2,081	-393,681	0,0016	0,050	-9,398	
6,38	6,38	0,00	0,00	4,350	99,44	99,75	-0,31								4,350	99,71	99,76	-0,05							
6,41	6,41	0,00	0,00	4,360				-1,175	-4,673	4,909	-0,0281	-0,112	0,117		4,360				0,028	-6,048	-384,845	6,7500E-4	-0,144	-9,188	
6,43	6,43	0,00	0,00	4,380				-1,268	-4,555	7,854	-0,0303	-0,109	0,187		4,380				-0,176	-13,313	-302,379	-0,0042	-0,318	-7,219	
6,46	6,46	0,00	0,00	4,400	99,43	99,75	-0,32	-1,357	-4,359	10,799	-0,0324	-0,104	0,258	24,5	4,400	98,89	99,76	-0,88	-0,504	-18,143	-162,970	-0,0120	-0,433	-3,891	24,6
6,48	6,48	0,00	1,00E-3	4,420				-1,442	-4,123	11,781	-0,0344	-0,098	0,281		4,420				-0,902	-19,831	-5,890	-0,0215	-0,473	-0,141	
6,51	6,51	0,00	9,16E-4	4,440				-1,522	-3,888	12,763	-0,0363	-0,093	0,305		4,440				-1,297	-18,378	143,335	-0,0310	-0,439	3,422	
6,53	6,53	0,00	9,32E-4	4,450	99,43	99,75	-0,32								4,450	98,30	99,76	-1,46							
6,56	6,56	0,00	7,98E-4	4,460				-1,598	-3,613	14,726	-0,0381	-0,086	0,352		4,460				-1,637	-14,098	262,127	-0,0391	-0,337	6,258	
6,58	6,58	0,00	8,06E-4	4,480				-1,667	-3,299	15,708	-0,0398	-0,079	0,375		4,480				-1,861	-7,893	328,886	-0,0444	-0,188	7,852	
6,60	6,60	0,00	8,01E-4	4,500	99,43	99,75	-0,32	-1,729	-2,985	16,690	-0,0413	-0,071	0,398	24,6	4,500	98,97	99,77	-0,79	-1,953	-0,942	353,429	-0,0466	-0,023	8,438	24,6
6,63	6,63	0,00	7,12E-4	4,520				-1,786	-2,631	16,690	-0,0426	-0,063	0,398		4,520				-1,899	6,244	342,630	-0,0453	0,149	8,180	
6,65	6,65	0,00	7,59E-4	4,540				-1,835	-2,317	15,708	-0,0438	-0,055	0,375		4,540				-1,703	12,763	281,762	-0,0407	0,305	6,727	
6,68	6,68	0,00	6,57E-4	4,550	99,44	99,75	-0,31								4,550	100,08	99,76	0,32							
6,70	6,70	0,00	6,78E-4	4,560				-1,879	-2,003	17,671	-0,0449	-0,048	0,422		4,560				-1,389	17,514	172,788	-0,0332	0,418	4,125	
6,73	6,73	0,00	6,46E-4	4,580				-1,915	-1,610	19,635	-0,0457	-0,038	0,469		4,580				-1,002	19,674	30,434	-0,0239	0,470	0,727	
6,75	6,75	0,00	6,62E-4	4,600	99,46	99,75	-0,29	-1,943	-1,217	18,653	-0,0464	-0,029	0,445	24,5	4,600	101,18	99,77	1,41	-0,602	18,732	-125,664	-0,0144	0,447	-3,000	24,6
6,77	6,77	0,00	5,75E-4	4,620				-1,963	-0,864	17,671	-0,0469	-0,021	0,422		4,620				-0,253	14,648	-265,072	-0,0060	0,350	-6,328	
6,80	6,80	0,00	6,33E-4	4,640				-1,978	-0,511	17,671	-0,0472	-0,012	0,422		4,640				-0,016	8,129	-358,338	-3,7500E-4	0,194	-8,555	
6,82	6,82	0,00	5,80E-4	4,650	99,48	99,75	-0,27								4,650	100,18	99,76	0,42							
