FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				54,800	99,45	99,76	-0,31	-1,122	-4,752	3,927	-0,0268	-0,113	0,094	24,6	54,800	100,32	99,76	0,55	0,060	3,181	-394,663	0,0014	0,076	-9,422	24,6	328,800	169,85	99,77	70,08	-1,483	7,359	45,828	-0,0354	0,176	1,094	0,4
				54,820				-1,216	-4,634	7,854	-0,0290	-0,111	0,187		54,820				0,042	-5,066	-394,663	0,0010	-0,121	-9,422		328,900	117,00	99,77	17,24	0,033	1,461	-79,522	7,8750E-4	0,035	-1,898	0,4
				54,840				-1,307	-4,438	8,836	-0,0312	-0,106	0,211		54,840				-0,143	-12,606	-318,086	-0,0034	-0,301	-7,594		329,000	110,14	99,77	10,37	-1,191	-8,545	21,559	-0,0284	-0,204	0,515	0,4
				54,850	99,43	99,76	-0,33								54,850	99,05	99,76	-0,71								329,100	166,09	99,77	66,32	-1,676	5,773	61,418	-0,0400	0,138	1,466	0,4
				54,860				-1,393	-4,280	9,817	-0,0333	-0,102	0,234		54,860				-0,462	-17,789	-180,642	-0,0110	-0,425	-4,312		329,200	117,01	99,76	17,24	-0,036	3,738	-73,513	-8,6250E-4	0,089	-1,755	0,4
				54,880				-1,478	-4,045	12,763	-0,0353	-0,097	0,305		54,880				-0,855	-19,831	-23,562	-0,0204	-0,473	-0,562		329,300	99,74	99,76	-0,03	-0,928	-8,930	0,825	-0,0222	-0,213	0,020	0,4
				54,900	99,43	99,75	-0,33	-1,555	-3,770	13,744	-0,0371	-0,090	0,328	24,6	54,900	98,28	99,76	-1,49	-1,255	-18,732	127,627	-0,0300	-0,447	3,047	24,6	329,400	166,27	99,77	66,50	-1,822	3,903	73,435	-0,0435	0,093	1,753	0,4
				54,920				-1,629	-3,495	14,726	-0,0389	-0,083	0,352		54,920				-1,604	-14,726	252,309	-0,0383	-0,352	6,023		329,500	138,55	99,77	38,78	-0,148	5,757	-63,853	-0,0035	0,137	-1,524	0,4
				54,940				-1,695	-3,181	15,708	-0,0405	-0,076	0,375		54,940				-1,844	-8,639	324,959	-0,0440	-0,206	7,758		329,600	99,73	99,76	-0,03	-0,671	-8,867	-19,478	-0,0160	-0,212	-0,465	0,4
				54,950	99,43	99,76	-0,33								54,950	98,83	99,77	-0,93								329,700	149,93	99,77	50,16	-1,921	1,861	81,367	-0,0459	0,044	1,942	0,4
				54,960				-1,756	-2,867	16,690	-0,0419	-0,068	0,398		54,960				-1,949	-1,728	351,466	-0,0465	-0,041	8,391		329,800	138,10	99,76	38,34	-0,298	7,406	-50,697	-0,0071	0,177	-1,210	0,4
				54,980				-1,810	-2,513	16,690	-0,0432	-0,060	0,398		54,980				-1,913	5,419	344,594	-0,0457	0,129	8,227		329,900	96,84	99,77	-2,93	-0,440	-8,278	-38,249	-0,0105	-0,198	-0,913	0,4
				55,000	99,44	99,76	-0,32	-1,857	-2,199	17,671	-0,0443	-0,052	0,422	24,6	55,000	99,65	99,76	-0,10	-1,733	12,056	289,616	-0,0414	0,288	6,914	24,6	330,000	149,94	99,77	50,17	-1,954	-0,243	84,273	-0,0467	-0,006	2,012	0,4
				55,020				-1,898	-1,806	19,635	-0,0453	-0,043	0,469		55,020				-1,431	17,004	186,532	-0,0342	0,406	4,453		330,100	137,99	99,77	38,22	-0,489	8,577	-34,832	-0,0117	0,205	-0,832	0,4
				55,040				-1,929	-1,414	18,653	-0,0460	-0,034	0,445		55,040				-1,052	19,517	50,069	-0,0251	0,466	1,195		330,200	96,90	99,77	-2,86	-0,239	-7,210	-54,467	-0,0057	-0,172	-1,300	0,4
				55,050	99,46	99,76	-0,30								55,050	101,15	99,76	1,39								330,300	150,25	99,77	50,48	-1,931	-2,317	82,271	-0,0461	-0,055	1,964	0,4
				55,060				-1,954	-1,060	18,653	-0,0466	-0,025	0,445		55,060				-0,650	19,007	-105,047	-0,0155	0,454	-2,508		330,400	158,88	99,77	59,11	-0,702	9,244	-17,004	-0,0168	0,221	-0,406	0,4
				55,080				-1,971	-0,668	18,653	-0,0471	-0,016	0,445		55,080				-0,292	15,315	-249,364	-0,0070	0,366	-5,953		330,500	96,83	99,77	-2,94	-0,082	-5,718	-67,623	-0,0020	-0,137	-1,614	0,4
				55,100	99,48	99,76	-0,27	-1,981	-0,314	17,671	-0,0473	-0,007	0,422	24,6	55,100	100,86	99,76	1,09	-0,038	9,032	-350,484	-9,0000E-4	0,216	-8,367	24,6	330,600	128,69	99,77	28,92	-1,846	-4,280	75,084	-0,0441	-0,102	1,792	0,4
				55,120				-1,984	0,039	18,653	-0,0474	9,375E-4	0,445		55,120				0,069	1,296	-396,626	0,0016	0,031	-9,469		330,700	158,70	99,77	58,93	-0,938	9,299	2,238	-0,0224	0,222	0,053	0,4
				55,140				-1,979	0,432	20,617	-0,0472	0,010	0,492		55,140				0,014	-6,833	-381,900	3,3750E-4	-0,163	-9,117		330,800	101,87	99,77	2,10	0,014	-3,833	-76,223	3,3750E-4	-0,092	-1,820	0,4
				55,150	99,51	99,76	-0,25								55,150	99,44	99,76	-0,33								330,900	128,93	99,77	29,16	-1,704	-5,945	63,185	-0,0407	-0,142	1,508	0,4
				55,160				-1,967	0,864	22,580	-0,0469	0,021	0,539		55,160				-0,204	-13,980	-292,561	-0,0049	-0,334	-6,984		331,000	169,70	99,77	69,93	-1,175	8,804	21,206	-0,0281	0,210	0,506	0,4
				55,180				-1,945	1,335	21,598	-0,0464	0,032	0,516		55,180				-0,545	-18,535	-149,226	-0,0130	-0,442	-3,562		331,100	101,76	99,77	1,99	0,057	-1,704	-80,503	0,0013	-0,041	-1,922	0,4
				55,200	99,54	99,76	-0,22	-1,913	1,728	18,653	-0,0457	0,041	0,445	24,6	55,200	98,50	99,76	-1,26	-0,946	-19,949	11,781	-0,0226	-0,476	0,281	24,6	331,200	111,03	99,77	11,26	-1,516	-7,296	47,674	-0,0362	-0,174	1,138	0,4
				55,220				-1,876	2,081	17,671	-0,0448	0,050	0,422		55,220				-1,343	-18,064	162,970	-0,0321	-0,431	3,891		331,300	169,59	99,77	69,82	-1,403	7,830	39,348	-0,0335	0,187	0,939	0,4
				55,240				-1,830	2,435	16,690	-0,0437	0,058	0,398		55,240				-1,668	-13,430	273,908	-0,0398	-0,321	6,539		331,400	115,70	99,77	15,93	0,050	0,573	-80,660	0,0012	0,014	-1,926	0,4
				55,250	99,58	99,76	-0,18								55,250	98,52	99,76	-1,24								331,500	111,02	99,77	11,25	-1,288	-8,302	29,256	-0,0308	-0,198	0,698	0,4
				55,260				-1,778	2,749	16,690	-0,0424	0,066	0,398		55,260				-1,880	-7,108	333,794	-0,0449	-0,170	7,969		331,600	166,69	99,77	66,92	-1,610	6,425	55,842	-0,0384	0,153	1,333	0,4
				55,280				-1,720	3,102	16,690	-0,0411	0,074	0,398		55,280				-1,953	-0,079	353,429	-0,0466	-0,002	8,438		331,700	115,43	99,77	15,66	-0,003	2,867	-76,341	-7,5000E-5	0,068	-1,822	0,4
				55,300	99,60	99,76	-0,16	-1,654	3,416	14,726	-0,0395	0,082	0,352	24,6	55,300	99,63	99,76	-0,13	-1,883	7,029	335,758	-0,0450	0,168	8,016	24,6	331,800	100,19	99,77	0,42	-1,037	-8,844	9,032	-0,0248	-0,211	0,216	0,4
				55,320				-1,583	3,691	12,763	-0,0378	0,088	0,305		55,320				-1,671	13,352	270,963	-0,0399	0,319	6,469		331,900	166,72	99,77	66,95	-1,772	4,673	69,233	-0,0423	0,112	1,653	0,4
				55,340				-1,506	3,927	11,781	-0,0360	0,094	0,281		55,340				-1,349	17,868	159,043	-0,0322	0,427	3,797		332,000	136,85	99,77	37,08	-0,102	5,003	-68,055	-0,0024	0,119	-1,625	0,4
				55,350	99,63	99,76	-0,13								55,350	100,68	99,76	0,93								332,100	100,28	99,77	0,51	-0,771	-8,938	-11,663	-0,0184	-0,213	-0,278	0,4
				55,360				-1,426	4,163	11,781	-0,0340	0,099	0,281		55,360				-0,957	19,714	13,744	-0,0228	0,471	0,328		332,200	151,33	99,77	51,56	-1,890	2,670	78,815	-0,0451	0,064	1,882	0,4
				55,380				-1,340	4,398	9,817	-0,0320	0,105	0,234		55,380				-0,561	18,418	-140,390	-0,0134	0,440	-3,352		332,300	136,68	99,77	36,91	-0,237	6,825	-56,117	-0,0057	0,163	-1,340	0,4
				55,400	99,68	99,76	-0,08	-1,250	4,555	6,872	-0,0298	0,109	0,164	24,6	55,400	100,92	99,77	1,15	-0,220	14,098	-277,835	-0,0053	0,337	-6,633	24,6	332,400	100,41	99,77	0,64	-0,525	-8,553	-31,102	-0,0125	-0,204	-0,743	0,4
				55,420				-1,158	4,673	5,890	-0,0276	0,112	0,141		55,420				0,003	7,304	-369,137	7,5000E-5	0,174	-8,812		332,500	151,79	99,77	52,02	-1,948	0,605	83,606	-0,0465	0,014	1,996	0,4
				55,440				-1,063	4,791	4,909	-0,0254	0,114	0,117		55,440				0,072	-0,668	-400,553	0,0017	-0,016	-9,563		332,600	136,25	99,77	36,48	-0,404	8,168	-41,587	-0,0096	0,195	-0,993	0,4
				55,450	99,72	99,76	-0,04								55,450	99,65	99,76	-0,10								332,700	96,77	99,77	-3,00	-0,314	-7,713	-48,223	-0,0075	-0,184	-1,151	0,4
				55,460				-0,966	4,869	3,927	-0,0231	0,116	0,094		55,460				-0,024	-8,718	-366,192	-5,6250E-4	-0,208	-8,742		332,800	151,81	99,77	52,04	-1,946	-1,477	83,645	-0,0465	-0,035	1,997	0,4
				55,480				-0,869	4,948	4,909	-0,0207	0,118	0,117		55,480				-0,276	-15,315	-260,163	-0,0066	-0,366	-6,211		332,900	157,19	99,77	57,42	-0,609	9,016	-24,583	-0,0146	0,215	-0,587	0,4
				55,500	99,78	99,76	0,02	-0,768	5,066	3,927	-0,0183	0,121	0,094	24,6	55,500	98,55	99,76	-1,21	-0,636	-19,124	-109,956	-0,0152	-0,457	-2,625	24,6	333,000	96,80	99,77	-2,96	-0,143	-6,393	-62,478	-0,0034	-0,153	-1,492	0,4
				55,520				-0,666	5,105	-0,982	-0,0159	0,122	-0,023		55,520				-1,041	-19,714	47,124	-0,0249	-0,471	1,125		333,100	130,40	99,77	30,63	-1,888	-3,479	78,618	-0,0451	-0,083	1,877	0,4
				55,540				-0,564	5,027	-5,890	-0,0135	0,120	-0,141		55,540				-1,425	-17,240	189,477	-0,0340	-0,412	4,523		333,200	157,00	99,77	57,23	-0,839	9,331	-6,048	-0,0200	0,223	-0,144	0,4
				55,550	99,83	99,76	0,07								55,550	98,33	99,76	-1,44								333,300	100,92	99,77	1,16	-0,022	-4,689	-72,964	-5,2500E-4	-0,112	-1,742	0,4
				55,560				-0,465	4,869	-13,744	-0,0111	0,116	-0,328		55,560				-1,731	-12,134	293,543	-0,0413	-0,290	7,008		333,400	130,87	99,77	31,10	-1,777	-5,262	68,997	-0,0424	-0,126	1,647	0,4
				55,580				-0,369	4,477	-27,489	-0,0088	0,107	-0,656		55,580				-1,910	-5,498	344,594	-0,0456	-0,131	8,227		333,500	169,33	99,77	69,56	-1,074	9,111	13,155	-0,0257	0,218	0,314	0,4
				55,600	99,77	99,76	0,00	-0,286	3,770	-33,379	-0,0068	0,090	-0,797	24,6	55,600	99,36	99,76	-0,40	-1,951	1,649	355,393	-0,0466	0,039	8,484	24,6	333,600	100,98	99,77	1,21	0,046	-2,631	-79,443	0,0011	-0,063	-1,897	0,4
				55,620				-0,218	3,142	-23,562	-0,0052	0,075	-0,562		55,620				-1,844	8,718	326,922	-0,0440	0,208	7,805		333,700	112,38	99,77	12,61	-1,601	-6,778	54,585	-0,0382	-0,162	1,303	0,4
				55,640				-0,160	2,827	-16,690	-0,0038	0,068	-0,398		55,640				-1,602	14,726	247,401	-0,0383	0,352	5,906		333,800	169,18	99,77	69,41	-1,310	8,286	31,926	-0,0313	0,198	0,762	0,4
				55,650	99,76	99,76	-7,41E-4								55,650	100,18	99,76	0,41								333,900	114,17	99,76	14,40	0,057	-0,393	-80,818	0,0014	-0,009	-1,929	0,4
				55,660				-0,105	2,474	-20,617	-0,0025	0,059	-0,492		55,660				-1,255	18,614	123,700	-0,0300	0,444	2,953		334,000	112,58	99,77	12,81	-1,389	-7,878	37,306	-0,0331	-0,188	0,891	0,4
				55,680				-0,061	2,003	-16,690	-0,0015	0,048	-0,398		55,680				-0,858	19,674	-23,562	-0,0205	0,470	-0,563		334,100	167,69	99,77	67,92	-1,519	7,069	48,655	-0,0363	0,169	1,162	0,4
				55,700	99,79	99,76	0,03	-0,025	1,806	-13,744	-6,0000E-4	0,043	-0,328	24,5	55,700	101,24	99,76	1,47	-0,468	17,671	-177,696	-0,0112	0,422	-4,242	24,6	334,200	113,74	99,76	13,98	0,025	1,854	-78,540	6,0000E-4	0,044	-1,875	0,4
				55,720				0,011	1,453	-29,452	2,6250E-4	0,035	-0,703		55,720				-0,151	12,566	-307,287	-0,0036	0,300	-7,336		334,300	100,87	99,76	1,10	-1,148	-8,639	18,261	-0,0274	-0,206	0,436	0,4
				55,740				0,033	0,628	-43,197	7,8750E-4	0,015	-1,031		55,740				0,035	5,380	-380,918	8,2500E-4	0,128	-9,094		334,400	167,77	99,77	68,00	-1,703	5,506	63,382	-0,0406	0,131	1,513	0,4
				55,750	99,75	99,76	-0,01								55,750	100,08	99,76	0,32								334,500	113,39	99,76	13,63	-0,047	4,037	-72,335	-0,0011	0,096	-1,727	0,4
				55,760				0,036	-0,275	-56,941	8,6250E-4	-0,007	-1,359		55,760				0,064	-2,670	-397,608	0,0015	-0,064	-9,492		334,600	101,19	99,76	1,42	-0,895	-8,961	-1,924	-0,0214	-0,214	-0,046	0,4
				55,780				0,022	-1,649	-75,595	5,2500E-4	-0,039	-1,805		55,780				-0,072	-10,524	-345,575	-0,0017	-0,251	-8,250		334,700	167,99	99,77	68,22	-1,839	3,652	74,652	-0,0439	0,087	1,782	0,4
				55,800	99,61	99,76	-0,15	-0,030	-3,299	-81,485	-7,1250E-4	-0,079	-1,945	24,6	55,800	98,89	99,77	-0,87	-0,357	-16,493	-224,820	-0,0085	-0,394	-5,367	24,6	334,800	133,84	99,76	34,08	-0,165	5,969	-62,321	-0,0039	0,143	-1,488	0,4
				55,820				-0,110	-4,909	-80,503	-0,0026	-0,117	-1,922		55,820				-0,732	-19,517	-72,649	-0,0175	-0,466	-1,734		334,900	101,20	99,77	1,43	-0,646	-8,812	-21,756	-0,0154	-0,210	-0,519	0,4
				55,840				-0,226	-6,519	-72,649	-0,0054	-0,156	-1,734		55,840				-1,137	-19,399	83,449	-0,0272	-0,463	1,992		335,000	153,66	99,77	53,89	-1,927	1,618	81,996	-0,0460	0,039	1,957	0,4
				55,850	99,50	99,76	-0,27								55,850	98,30	99,76	-1,46								335,100	133,74	99,76	33,98	-0,322	7,587	-48,891	-0,0077	0,181	-1,167	0,4
				55,860				-0,371	-7,815	-57,923	-0,0088	-0,187	-1,383		55,860				-1,508	-16,179	219,912	-0,0360	-0,386	5,250		335,200	96,76	99,76	-3,00	-0,410	-8,160	-40,409	-0,0098	-0,195	-0,965	0,4
				55,880				-0,539	-8,836	-40,252	-0,0129	-0,211	-0,961		55,880				-1,784	-10,603	307,287	-0,0426	-0,253	7,336		335,300	154,03	99,77	54,26	-1,954	-0,495	84,234	-0,0466	-0,012	2,011	0,4
				55,900	99,29	99,76	-0,47	-0,724	-9,425	-18,653	-0,0173	-0,225	-0,445	24,6	55,900	98,99	99,76	-0,77	-1,932	-3,888	348,521	-0,0461	-0,093	8,320	24,6	335,400	155,23	99,77	55,47	-0,509	8,687	-32,908	-0,0121	0,207	-0,786	0,4
				55,920				-0,916	-9,582	1,963	-0,0219	-0,229	0,047		55,920				-1,940	3,338	355,393	-0,0463	0,080	8,484		335,500	96,83	99,76	-2,93	-0,217	-7,076	-56,038	-0,0052	-0,169	-1,338	0,4
				55,940				-1,107	-9,346	19,635	-0,0264	-0,223	0,469		55,940				-1,799	10,328	313,178	-0,0429	0,247	7,477		335,600	133,25	99,77	33,48	-1,924	-2,521	81,642	-0,0459	-0,060	1,949	0,4
				55,950	99,21	99,76	-0,55								55,950	99,76	99,77	-0,01								335,700	154,83	99,77	55,07	-0,721	9,252	-15,237	-0,0172	0,221	-0,364	0,4
				55,960				-1,290	-8,796	35,343	-0,0308	-0,210	0,844		55,960				-1,527	15,865	219,912	-0,0365	0,379	5,250		335,800	100,04	99,76	0,27	-0,074	-5,568	-68,290	-0,0018	-0,133	-1,630	0,4
				55,980				-1,459	-7,933	49,087	-0,0348	-0,189	1,172		55,980				-1,164	19,124	92,284	-0,0278	0,457	2,203		335,900	133,46	99,77	33,69	-1,835	-4,406	74,142	-0,0438	-0,105	1,770	0,4
				56,000	99,21	99,76	-0,55	-1,607	-6,833	56,941	-0,0384	-0,163	1,359	24,6	56,000	101,22	99,76	1,46	-0,762	19,556	-59,887	-0,0182	0,467	-1,430	24,6	336,000	168,36	99,77	68,59	-0,955	9,260	3,574	-0,0228	0,221	0,085	0,4
				56,020				-1,733	-5,655	61,850	-0,0414	-0,135	1,477		56,020				-0,382	16,729	-215,003	-0,0091	0,399	-5,133		336,100	99,97	99,76	0,21	0,017	-3,691	-76,537	4,1250E-4	-0,088	-1,827	0,4
				56,040				-1,833	-4,359	63,814	-0,0438	-0,104	1,523		56,040				-0,093	10,956	-330,849	-0,0022	0,262	-7,898		336,200	114,35	99,77	14,59	-1,693	-6,048	62,243	-0,0404	-0,144	1,486	0,4
				56,050	99,27	99,76	-0,49								56,050	100,62	99,76	0,86								336,300	168,29	99,77	68,52	-1,192	8,757	22,423	-0,0285	0,209	0,535	0,4
				56,060				-1,907	-3,102	63,814	-0,0455	-0,074	1,523		56,060				0,057	3,495	-392,699	0,0013	0,083	-9,375		336,400	111,80	99,76	12,04	0,058	-1,563	-80,700	0,0014	-0,037	-1,927	0,4
				56,080				-1,957	-1,806	60,868	-0,0467	-0,043	1,453		56,080				0,047	-4,752	-396,626	0,0011	-0,113	-9,469		336,500	114,50	99,76	14,74	-1,505	-7,383	46,613	-0,0359	-0,176	1,113	0,4
				56,100	99,40	99,77	-0,37	-1,979	-0,668	53,996	-0,0472	-0,016	1,289	24,6	56,100	99,27	99,76	-0,49	-0,134	-12,370	-321,032	-0,0032	-0,295	-7,664	24,6	336,600	168,26	99,77	68,49	-1,418	7,760	40,527	-0,0339	0,185	0,967	0,4
				56,120				-1,984	0,353	53,996	-0,0474	0,008	1,289		56,120				-0,448	-17,593	-184,569	-0,0107	-0,420	-4,406		336,700	111,66	99,77	11,89	0,047	0,723	-80,386	0,0011	0,017	-1,919	0,4
				56,140				-1,965	1,492	54,978	-0,0469	0,036	1,312		56,140				-0,837	-19,753	-29,452	-0,0200	-0,472	-0,703		336,800	114,76	99,77	15,00	-1,274	-8,317	28,039	-0,0304	-0,199	0,669	0,4
				56,150	99,49	99,76	-0,27								56,150	98,43	99,76	-1,33								336,900	168,68	99,77	68,91	-1,616	6,330	56,588	-0,0386	0,151	1,351	0,4
				56,160				-1,924	2,553	51,051	-0,0459	0,061	1,219		56,160				-1,238	-18,771	120,755	-0,0296	-0,448	2,883		337,000	111,53	99,77	11,77	-0,008	3,000	-75,909	-1,8750E-4	0,072	-1,812	0,4
				56,180				-1,863	3,534	46,142	-0,0445	0,084	1,102		56,180				-1,588	-14,923	244,455	-0,0379	-0,356	5,836		337,100	102,11	99,77	2,34	-1,016	-8,851	7,775	-0,0243	-0,211	0,186	0,4
				56,200	99,59	99,76	-0,18	-1,783	4,398	41,233	-0,0426	0,105	0,984	24,6	56,200	98,65	99,77	-1,12	-1,835	-8,993	320,050	-0,0438	-0,215	7,641	24,6	337,200	168,81	99,77	69,04	-1,778	4,555	69,626	-0,0424	0,109	1,662	0,4
				56,220				-1,687	5,184	37,306	-0,0403	0,124	0,891		56,220				-1,948	-2,121	352,448	-0,0465	-0,051	8,414		337,300	131,33	99,77	31,57	-0,105	5,074	-67,387	-0,0025	0,121	-1,609	0,4
				56,240				-1,576	5,890	33,379	-0,0376	0,141	0,797		56,240				-1,920	5,105	347,539	-0,0458	0,122	8,297		337,400	102,35	99,77	2,59	-0,763	-8,922	-12,291	-0,0182	-0,213	-0,293	0,4
				56,250	99,66	99,76	-0,10								56,250	99,54	99,76	-0,22								337,500	156,06	99,77	56,29	-1,890	2,615	78,893	-0,0451	0,062	1,883	0,4
				56,260				-1,451	6,519	28,471	-0,0346	0,156	0,680		56,260				-1,744	11,781	292,561	-0,0416	0,281	6,984		337,600	131,03	99,76	31,27	-0,240	6,857	-55,803	-0,0057	0,164	-1,332	0,4
				56,280				-1,315	7,029	22,580	-0,0314	0,168	0,539		56,280				-1,448	16,808	193,404	-0,0346	0,401	4,617		337,700	96,90	99,76	-2,86	-0,518	-8,545	-31,809	-0,0124	-0,204	-0,759	0,4
				56,300	99,80	99,76	0,04	-1,170	7,422	14,726	-0,0279	0,177	0,352	24,6	56,300	100,83	99,76	1,07	-1,071	19,517	57,923	-0,0256	0,466	1,383	24,6	337,800	156,03	99,77	56,26	-1,949	0,495	83,802	-0,0465	0,012	2,001	0,4
				56,320				-1,018	7,618	6,872	-0,0243	0,182	0,164		56,320				-0,668	19,124	-99,157	-0,0159	0,457	-2,367		337,900	152,93	99,77	53,17	-0,419	8,215	-40,605	-0,0100	0,196	-0,969	0,4
				56,340				-0,866	7,697	-0,982	-0,0207	0,184	-0,023		56,340				-0,306	15,551	-243,474	-0,0073	0,371	-5,812		338,000	96,91	99,77	-2,86	-0,306	-7,626	-49,087	-0,0073	-0,182	-1,172	0,4
				56,350	99,91	99,76	0,14								56,350	101,10	99,76	1,34								338,100	135,35	99,77	35,58	-1,945	-1,602	83,488	-0,0464	-0,038	1,993	0,4
				56,360				-0,710	7,579	-11,781	-0,0169	0,181	-0,281		56,360				-0,046	9,386	-348,521	-0,0011	0,224	-8,320		338,200	152,96	99,76	53,20	-0,627	9,071	-23,366	-0,0150	0,217	-0,558	0,4
				56,380				-0,562	7,226	-21,598	-0,0134	0,173	-0,516		56,380				0,069	1,610	-400,553	0,0016	0,038	-9,563		338,300	99,27	99,76	-0,50	-0,130	-6,275	-63,460	-0,0031	-0,150	-1,515	0,4
				56,400	99,99	99,76	0,23	-0,421	6,715	-31,416	-0,0100	0,160	-0,750	24,6	56,400	99,55	99,76	-0,21	0,019	-6,637	-384,845	4,5000E-4	-0,158	-9,188	24,6	338,400	135,40	99,77	35,63	-1,882	-3,621	78,108	-0,0449	-0,086	1,865	0,4
				56,420				-0,294	5,969	-42,215	-0,0070	0,142	-1,008		56,420				-0,196	-13,784	-292,561	-0,0047	-0,329	-6,984		338,500	167,57	99,77	67,80	-0,855	9,346	-4,595	-0,0204	0,223	-0,110	0,4
				56,440				-0,182	5,027	-50,069	-0,0043	0,120	-1,195		56,440				-0,533	-18,339	-152,171	-0,0127	-0,438	-3,633		338,600	99,22	99,77	-0,55	-0,013	-4,540	-73,710	-3,0000E-4	-0,108	-1,760	0,4
				56,450	99,96	99,76	0,20								56,450	98,67	99,76	-1,09								338,700	135,67	99,76	35,91	-1,762	-5,396	67,937	-0,0421	-0,129	1,622	0,4
				56,460				-0,093	3,966	-54,978	-0,0022	0,095	-1,313		56,460				-0,930	-19,871	3,927	-0,0222	-0,474	0,094		338,800	167,45	99,77	67,68	-1,092	9,048	14,569	-0,0261	0,216	0,348	0,4
				56,480				-0,024	2,827	-60,868	-5,6250E-4	0,067	-1,453		56,480				-1,327	-18,182	155,116	-0,0317	-0,434	3,703		338,900	99,08	99,76	-0,69	0,047	-2,482	-79,522	0,0011	-0,059	-1,898	0,4
				56,500	99,82	99,76	0,06	0,020	1,532	-64,795	4,8750E-4	0,037	-1,547	24,6	56,500	98,40	99,76	-1,37	-1,657	-13,666	269,981	-0,0396	-0,326	6,445	24,6	339,000	116,03	99,76	16,26	-1,588	-6,857	53,486	-0,0379	-0,164	1,277	0,4
				56,520				0,038	0,236	-66,759	9,0000E-4	0,006	-1,594		56,520				-1,874	-7,383	330,849	-0,0447	-0,176	7,898		339,100	167,22	99,77	67,45	-1,324	8,215	33,065	-0,0316	0,196	0,789	0,4
				56,540				0,030	-1,139	-69,704	7,1250E-4	-0,027	-1,664		56,540				-1,953	-0,432	351,466	-0,0466	-0,010	8,391		339,200	110,14	99,76	10,38	0,055	-0,243	-80,975	0,0013	-0,006	-1,933	0,4
				56,550	99,69	99,76	-0,07								56,550	99,21	99,76	-0,56								339,300	116,17	99,77	16,41	-1,373	-7,980	36,011	-0,0328	-0,191	0,860	0,4
				56,560				-0,008	-2,553	-67,741	-1,8750E-4	-0,061	-1,617		56,560				-1,891	6,676	337,721	-0,0452	0,159	8,062		339,400	169,27	99,77	69,50	-1,541	6,959	50,226	-0,0368	0,166	1,199	0,4
				56,580				-0,072	-3,848	-63,814	-0,0017	-0,092	-1,523		56,580				-1,685	13,077	274,890	-0,0402	0,312	6,562		339,500	109,97	99,76	10,21	0,019	2,066	-78,226	4,5000E-4	0,049	-1,867	0,4
				56,600	99,56	99,76	-0,20	-0,162	-5,105	-55,960	-0,0039	-0,122	-1,336	24,6	56,600	100,38	99,76	0,61	-1,368	17,671	163,952	-0,0327	0,422	3,914	24,6	339,600	102,94	99,77	3,17	-1,128	-8,687	16,297	-0,0269	-0,207	0,389	0,4
				56,620				-0,276	-6,087	-44,179	-0,0066	-0,145	-1,055		56,620				-0,979	19,635	21,598	-0,0234	0,469	0,516		339,700	169,27	99,77	69,50	-1,718	5,325	64,756	-0,0410	0,127	1,546	0,4
				56,640				-0,405	-6,872	-35,343	-0,0097	-0,164	-0,844		56,640				-0,583	18,535	-130,573	-0,0139	0,443	-3,117		339,800	129,38	99,77	29,61	-0,063	4,265	-71,393	-0,0015	0,102	-1,704	0,4
				56,650	99,47	99,76	-0,30								56,650	101,30	99,76	1,53								339,900	102,94	99,76	3,17	-0,866	-8,954	-4,280	-0,0207	-0,214	-0,102	0,4
				56,660				-0,551	-7,501	-25,525	-0,0132	-0,179	-0,609		56,660				-0,237	14,412	-269,981	-0,0057	0,344	-6,445		340,000	157,15	99,77	57,38	-1,854	3,409	75,870	-0,0442	0,081	1,811	0,4
